fishid,ka,date,tl_mm,weight_g,lake,sex
T412078,13.43,3000-06-02,1580,23500,Chabarovice,M
T412078,34.16,3000-06-03,1580,23500,Chabarovice,M
T412078,51.96,3000-06-04,1580,23500,Chabarovice,M
T412078,25.98,3000-06-05,1580,23500,Chabarovice,M
T412078,26.26,3000-06-06,1580,23500,Chabarovice,M
T412078,80.09,3000-06-07,1580,23500,Chabarovice,M
T412078,10.35,3000-06-08,1580,23500,Chabarovice,M
T412078,11.09,3000-06-09,1580,23500,Chabarovice,M
T412078,70.97,3000-06-10,1580,23500,Chabarovice,M
T412078,51.11,3000-06-11,1580,23500,Chabarovice,M
T412078,22.42,3000-06-12,1580,23500,Chabarovice,M
T412078,34,3000-06-13,1580,23500,Chabarovice,M
T412078,33.47,3000-06-14,1580,23500,Chabarovice,M
T412078,9.77,3000-06-15,1580,23500,Chabarovice,M
T412078,21.9,3000-06-16,1580,23500,Chabarovice,M
T412078,6.75,3000-06-17,1580,23500,Chabarovice,M
T412078,36.77,3000-06-18,1580,23500,Chabarovice,M
T412078,74.47,3000-06-19,1580,23500,Chabarovice,M
T412078,75.6,3000-06-20,1580,23500,Chabarovice,M
T412078,82.44,3000-06-21,1580,23500,Chabarovice,M
T412078,66.39,3000-06-22,1580,23500,Chabarovice,M
T412078,77.18,3000-06-23,1580,23500,Chabarovice,M
T412078,45.97,3000-06-24,1580,23500,Chabarovice,M
T412078,22.78,3000-06-25,1580,23500,Chabarovice,M
T412078,19.56,3000-06-26,1580,23500,Chabarovice,M
T412078,20.86,3000-06-27,1580,23500,Chabarovice,M
T412078,43.29,3000-06-28,1580,23500,Chabarovice,M
T412078,56.76,3000-06-29,1580,23500,Chabarovice,M
T412078,39.72,3000-06-30,1580,23500,Chabarovice,M
T412078,14.68,3000-07-01,1580,23500,Chabarovice,M
T412078,87.92,3000-07-06,1580,23500,Chabarovice,M
T412078,22.7,3000-07-07,1580,23500,Chabarovice,M
T412078,63.31,3000-07-08,1580,23500,Chabarovice,M
T412078,86.66,3000-07-09,1580,23500,Chabarovice,M
T412078,44.26,3000-07-10,1580,23500,Chabarovice,M
T412078,46.09,3000-07-11,1580,23500,Chabarovice,M
T412078,41.83,3000-07-12,1580,23500,Chabarovice,M
T412078,34.62,3000-07-13,1580,23500,Chabarovice,M
T412078,46.66,3000-07-14,1580,23500,Chabarovice,M
T412078,97.35,3000-07-15,1580,23500,Chabarovice,M
T412078,77.43,3000-07-16,1580,23500,Chabarovice,M
T412078,31.55,3000-07-17,1580,23500,Chabarovice,M
T412078,68.04,3000-07-18,1580,23500,Chabarovice,M
T412078,69.14,3000-07-19,1580,23500,Chabarovice,M
T412078,73.98,3000-07-20,1580,23500,Chabarovice,M
T412078,31,3000-07-21,1580,23500,Chabarovice,M
T412078,24.58,3000-07-22,1580,23500,Chabarovice,M
T412078,116.67,3000-07-23,1580,23500,Chabarovice,M
T412078,115.68,3000-07-24,1580,23500,Chabarovice,M
T412078,90.63,3000-07-25,1580,23500,Chabarovice,M
T412078,82.14,3000-07-26,1580,23500,Chabarovice,M
T412078,57.17,3000-07-27,1580,23500,Chabarovice,M
T412078,59.44,3000-07-28,1580,23500,Chabarovice,M
T412078,70.34,3000-07-29,1580,23500,Chabarovice,M
T412078,82.97,3000-07-30,1580,23500,Chabarovice,M
T412078,70.62,3000-07-31,1580,23500,Chabarovice,M
T412078,78.27,3000-08-01,1580,23500,Chabarovice,M
T412078,92.09,3000-08-02,1580,23500,Chabarovice,M
T412078,68.95,3000-08-03,1580,23500,Chabarovice,M
T412078,72.29,3000-08-04,1580,23500,Chabarovice,M
T412078,54.96,3000-08-05,1580,23500,Chabarovice,M
T412078,59.36,3000-08-06,1580,23500,Chabarovice,M
T412078,20.69,3000-08-07,1580,23500,Chabarovice,M
T412078,29.88,3000-08-08,1580,23500,Chabarovice,M
T412078,85.99,3000-08-09,1580,23500,Chabarovice,M
T412078,84.06,3000-08-10,1580,23500,Chabarovice,M
T412078,48.89,3000-08-11,1580,23500,Chabarovice,M
T412078,83.41,3000-08-12,1580,23500,Chabarovice,M
T412078,54.62,3000-08-13,1580,23500,Chabarovice,M
T412078,100.54,3000-08-14,1580,23500,Chabarovice,M
T412078,104.27,3000-08-15,1580,23500,Chabarovice,M
T412078,76.81,3000-08-16,1580,23500,Chabarovice,M
T412078,71.28,3000-08-17,1580,23500,Chabarovice,M
T412078,71.41,3000-08-18,1580,23500,Chabarovice,M
T412078,44.75,3000-08-19,1580,23500,Chabarovice,M
T412078,73.74,3000-08-20,1580,23500,Chabarovice,M
T412078,49.84,3000-08-21,1580,23500,Chabarovice,M
T412078,51.77,3000-08-22,1580,23500,Chabarovice,M
T412078,48.09,3000-08-23,1580,23500,Chabarovice,M
T412078,31.09,3000-08-24,1580,23500,Chabarovice,M
T412078,31.77,3000-08-25,1580,23500,Chabarovice,M
T412078,40.01,3000-08-26,1580,23500,Chabarovice,M
T412078,28.03,3000-08-27,1580,23500,Chabarovice,M
T412078,16.04,3000-08-28,1580,23500,Chabarovice,M
T412078,35.15,3000-08-29,1580,23500,Chabarovice,M
T412078,43.4,3000-08-30,1580,23500,Chabarovice,M
T412078,45.79,3000-08-31,1580,23500,Chabarovice,M
T412078,42.07,3000-09-01,1580,23500,Chabarovice,M
T412078,65.23,3000-09-02,1580,23500,Chabarovice,M
T412078,51.92,3000-09-03,1580,23500,Chabarovice,M
T412078,55.1,3000-09-04,1580,23500,Chabarovice,M
T412078,90.77,3000-09-05,1580,23500,Chabarovice,M
T412078,108.84,3000-09-06,1580,23500,Chabarovice,M
T412078,67.2,3000-09-07,1580,23500,Chabarovice,M
T412078,62.52,3000-09-08,1580,23500,Chabarovice,M
T412078,74.32,3000-09-09,1580,23500,Chabarovice,M
T412078,50.04,3000-09-10,1580,23500,Chabarovice,M
T412078,36.91,3000-09-11,1580,23500,Chabarovice,M
T412078,45.72,3000-09-12,1580,23500,Chabarovice,M
T412078,50.59,3000-09-13,1580,23500,Chabarovice,M
T412078,77.16,3000-09-14,1580,23500,Chabarovice,M
T412078,62.46,3000-09-15,1580,23500,Chabarovice,M
T412078,69.82,3000-09-16,1580,23500,Chabarovice,M
T412078,21.98,3000-09-17,1580,23500,Chabarovice,M
T412078,33.77,3000-09-18,1580,23500,Chabarovice,M
T412078,22.91,3000-09-19,1580,23500,Chabarovice,M
T412078,31.95,3000-09-20,1580,23500,Chabarovice,M
T412078,50.02,3000-09-21,1580,23500,Chabarovice,M
T412078,46.43,3000-09-22,1580,23500,Chabarovice,M
T412078,18.69,3000-09-23,1580,23500,Chabarovice,M
T412078,47.03,3000-09-24,1580,23500,Chabarovice,M
T412078,61.95,3000-09-25,1580,23500,Chabarovice,M
T412078,77.79,3000-09-26,1580,23500,Chabarovice,M
T412078,60.77,3000-09-27,1580,23500,Chabarovice,M
T412078,48.64,3000-09-28,1580,23500,Chabarovice,M
T412078,31,3000-09-29,1580,23500,Chabarovice,M
T412078,60.46,3000-09-30,1580,23500,Chabarovice,M
T412078,63.67,3000-10-01,1580,23500,Chabarovice,M
T412078,26.95,3000-10-02,1580,23500,Chabarovice,M
T412078,51.21,3000-10-03,1580,23500,Chabarovice,M
T412078,40.7,3000-10-04,1580,23500,Chabarovice,M
T412078,39.86,3000-10-05,1580,23500,Chabarovice,M
T412078,26.22,3000-10-06,1580,23500,Chabarovice,M
T412078,35.09,3000-10-07,1580,23500,Chabarovice,M
T412078,50.2,3000-10-08,1580,23500,Chabarovice,M
T412078,43.69,3000-10-09,1580,23500,Chabarovice,M
T412078,44.84,3000-10-10,1580,23500,Chabarovice,M
T412078,50.88,3000-10-11,1580,23500,Chabarovice,M
T412078,23.5,3000-10-12,1580,23500,Chabarovice,M
T412078,39.24,3000-10-13,1580,23500,Chabarovice,M
T412078,31.22,3000-10-14,1580,23500,Chabarovice,M
T412078,32.95,3000-10-15,1580,23500,Chabarovice,M
T412078,23.09,3000-10-16,1580,23500,Chabarovice,M
T412078,22.84,3000-10-17,1580,23500,Chabarovice,M
T412078,19.19,3000-10-18,1580,23500,Chabarovice,M
T412078,5.31,3000-10-19,1580,23500,Chabarovice,M
T412078,14.59,3000-10-20,1580,23500,Chabarovice,M
T412078,8.33,3000-10-21,1580,23500,Chabarovice,M
T412078,19.93,3000-10-22,1580,23500,Chabarovice,M
T412078,11.99,3000-10-23,1580,23500,Chabarovice,M
T412078,18.82,3000-10-24,1580,23500,Chabarovice,M
T412078,27.97,3000-10-25,1580,23500,Chabarovice,M
T412078,51.01,3000-10-26,1580,23500,Chabarovice,M
T412078,13.15,3000-10-27,1580,23500,Chabarovice,M
T412078,23.22,3000-10-28,1580,23500,Chabarovice,M
T412078,33.2,3000-10-29,1580,23500,Chabarovice,M
T412078,47.18,3000-10-30,1580,23500,Chabarovice,M
T412078,5.76,3000-10-31,1580,23500,Chabarovice,M
T412078,5.59,3000-11-01,1580,23500,Chabarovice,M
T412078,10.29,3000-11-02,1580,23500,Chabarovice,M
T412078,18.86,3000-11-03,1580,23500,Chabarovice,M
T412078,9.65,3000-11-04,1580,23500,Chabarovice,M
T412078,7.79,3000-11-05,1580,23500,Chabarovice,M
T412078,12.71,3000-11-06,1580,23500,Chabarovice,M
T412078,11.72,3000-11-07,1580,23500,Chabarovice,M
T412078,13.4,3000-11-08,1580,23500,Chabarovice,M
T412078,47.5,3000-11-09,1580,23500,Chabarovice,M
T412078,5.96,3000-11-11,1580,23500,Chabarovice,M
T412078,14.55,3000-11-12,1580,23500,Chabarovice,M
T412078,12.22,3000-11-13,1580,23500,Chabarovice,M
T412078,59.27,3000-11-14,1580,23500,Chabarovice,M
T412078,7.28,3000-11-15,1580,23500,Chabarovice,M
T412078,10.58,3000-11-16,1580,23500,Chabarovice,M
T412078,2.52,3000-11-17,1580,23500,Chabarovice,M
T412078,55.4,3000-11-18,1580,23500,Chabarovice,M
T412078,41.47,3000-11-19,1580,23500,Chabarovice,M
T412078,31.34,3000-11-20,1580,23500,Chabarovice,M
T412079,52.75,3000-06-01,1080,8740,Chabarovice,M
T412079,10.54,3000-06-02,1080,8740,Chabarovice,M
T412079,29.7,3000-06-03,1080,8740,Chabarovice,M
T412079,11.86,3000-06-04,1080,8740,Chabarovice,M
T412079,37.54,3000-06-05,1080,8740,Chabarovice,M
T412079,14.74,3000-06-06,1080,8740,Chabarovice,M
T412079,9.94,3000-06-07,1080,8740,Chabarovice,M
T412079,86.71,3000-06-08,1080,8740,Chabarovice,M
T412079,19.32,3000-06-09,1080,8740,Chabarovice,M
T412079,9.03,3000-06-10,1080,8740,Chabarovice,M
T412079,56.73,3000-06-11,1080,8740,Chabarovice,M
T412079,3.96,3000-06-12,1080,8740,Chabarovice,M
T412079,13.76,3000-06-15,1080,8740,Chabarovice,M
T412079,28.84,3000-06-16,1080,8740,Chabarovice,M
T412079,38.2,3000-06-17,1080,8740,Chabarovice,M
T412079,1.01,3000-06-18,1080,8740,Chabarovice,M
T412079,0.94,3000-06-19,1080,8740,Chabarovice,M
T412079,0.95,3000-06-20,1080,8740,Chabarovice,M
T412079,0.93,3000-06-21,1080,8740,Chabarovice,M
T412079,0.92,3000-06-22,1080,8740,Chabarovice,M
T412079,0.96,3000-06-23,1080,8740,Chabarovice,M
T412079,0.98,3000-06-24,1080,8740,Chabarovice,M
T412079,9.53,3000-06-25,1080,8740,Chabarovice,M
T412079,10.99,3000-06-26,1080,8740,Chabarovice,M
T412079,7.33,3000-06-27,1080,8740,Chabarovice,M
T412079,11.23,3000-06-28,1080,8740,Chabarovice,M
T412079,10.24,3000-06-29,1080,8740,Chabarovice,M
T412079,5.7,3000-06-30,1080,8740,Chabarovice,M
T412079,1.19,3000-07-01,1080,8740,Chabarovice,M
T412079,17.91,3000-07-03,1080,8740,Chabarovice,M
T412079,9.42,3000-07-08,1080,8740,Chabarovice,M
T412079,8.56,3000-07-09,1080,8740,Chabarovice,M
T412079,38.31,3000-07-10,1080,8740,Chabarovice,M
T412079,22.78,3000-07-11,1080,8740,Chabarovice,M
T412079,16.89,3000-07-12,1080,8740,Chabarovice,M
T412079,21.69,3000-07-13,1080,8740,Chabarovice,M
T412079,19.79,3000-07-14,1080,8740,Chabarovice,M
T412079,12.46,3000-07-15,1080,8740,Chabarovice,M
T412079,6.19,3000-07-16,1080,8740,Chabarovice,M
T412079,11.63,3000-07-17,1080,8740,Chabarovice,M
T412079,14.74,3000-07-18,1080,8740,Chabarovice,M
T412079,23.37,3000-07-19,1080,8740,Chabarovice,M
T412079,24.19,3000-07-20,1080,8740,Chabarovice,M
T412079,19.92,3000-07-21,1080,8740,Chabarovice,M
T412079,8.89,3000-07-22,1080,8740,Chabarovice,M
T412079,30.52,3000-07-23,1080,8740,Chabarovice,M
T412079,40.37,3000-07-24,1080,8740,Chabarovice,M
T412079,24.24,3000-07-25,1080,8740,Chabarovice,M
T412079,15.22,3000-07-26,1080,8740,Chabarovice,M
T412079,27.47,3000-07-27,1080,8740,Chabarovice,M
T412079,16.8,3000-07-28,1080,8740,Chabarovice,M
T412079,28.68,3000-07-30,1080,8740,Chabarovice,M
T412079,17.33,3000-07-31,1080,8740,Chabarovice,M
T412079,25.95,3000-08-01,1080,8740,Chabarovice,M
T412079,19.46,3000-08-02,1080,8740,Chabarovice,M
T412079,12.43,3000-08-03,1080,8740,Chabarovice,M
T412079,24.1,3000-08-04,1080,8740,Chabarovice,M
T412079,16.52,3000-08-05,1080,8740,Chabarovice,M
T412079,10.95,3000-08-06,1080,8740,Chabarovice,M
T412079,7.03,3000-08-09,1080,8740,Chabarovice,M
T412079,5.61,3000-08-10,1080,8740,Chabarovice,M
T412079,9.5,3000-08-11,1080,8740,Chabarovice,M
T412079,10.12,3000-08-12,1080,8740,Chabarovice,M
T412079,18.91,3000-08-13,1080,8740,Chabarovice,M
T412079,15.84,3000-08-14,1080,8740,Chabarovice,M
T412079,18.5,3000-08-15,1080,8740,Chabarovice,M
T412079,17.23,3000-08-16,1080,8740,Chabarovice,M
T412079,8.21,3000-08-17,1080,8740,Chabarovice,M
T412079,19.91,3000-08-18,1080,8740,Chabarovice,M
T412079,6.47,3000-08-19,1080,8740,Chabarovice,M
T412079,6.79,3000-08-20,1080,8740,Chabarovice,M
T412079,6.28,3000-08-21,1080,8740,Chabarovice,M
T412079,13.02,3000-08-22,1080,8740,Chabarovice,M
T412079,6.13,3000-08-23,1080,8740,Chabarovice,M
T412079,17.64,3000-08-24,1080,8740,Chabarovice,M
T412079,19.31,3000-08-25,1080,8740,Chabarovice,M
T412079,16.78,3000-08-26,1080,8740,Chabarovice,M
T412079,33.12,3000-08-27,1080,8740,Chabarovice,M
T412079,28.7,3000-08-28,1080,8740,Chabarovice,M
T412079,19.3,3000-08-29,1080,8740,Chabarovice,M
T412079,21.23,3000-08-30,1080,8740,Chabarovice,M
T412079,9.92,3000-08-31,1080,8740,Chabarovice,M
T412079,21.61,3000-09-02,1080,8740,Chabarovice,M
T412079,7.34,3000-09-03,1080,8740,Chabarovice,M
T412079,23.5,3000-09-04,1080,8740,Chabarovice,M
T412079,13.64,3000-09-05,1080,8740,Chabarovice,M
T412079,50.08,3000-09-06,1080,8740,Chabarovice,M
T412079,19.47,3000-09-07,1080,8740,Chabarovice,M
T412079,22.82,3000-09-08,1080,8740,Chabarovice,M
T412079,33.97,3000-09-09,1080,8740,Chabarovice,M
T412079,12.38,3000-09-10,1080,8740,Chabarovice,M
T412079,16.56,3000-09-11,1080,8740,Chabarovice,M
T412079,34.24,3000-09-12,1080,8740,Chabarovice,M
T412079,6.93,3000-09-13,1080,8740,Chabarovice,M
T412079,23.88,3000-09-14,1080,8740,Chabarovice,M
T412079,28.55,3000-09-15,1080,8740,Chabarovice,M
T412079,15.97,3000-09-16,1080,8740,Chabarovice,M
T412079,29.02,3000-09-17,1080,8740,Chabarovice,M
T412079,18.98,3000-09-18,1080,8740,Chabarovice,M
T412079,52.31,3000-09-19,1080,8740,Chabarovice,M
T412079,18.2,3000-09-20,1080,8740,Chabarovice,M
T412079,27.43,3000-09-21,1080,8740,Chabarovice,M
T412079,33.39,3000-09-22,1080,8740,Chabarovice,M
T412079,40.94,3000-09-23,1080,8740,Chabarovice,M
T412079,25.33,3000-09-24,1080,8740,Chabarovice,M
T412079,14.2,3000-09-25,1080,8740,Chabarovice,M
T412079,19.18,3000-09-26,1080,8740,Chabarovice,M
T412079,35.51,3000-09-27,1080,8740,Chabarovice,M
T412079,32.98,3000-09-28,1080,8740,Chabarovice,M
T412079,42.22,3000-09-29,1080,8740,Chabarovice,M
T412079,1.49,3000-09-30,1080,8740,Chabarovice,M
T412079,18.29,3000-10-01,1080,8740,Chabarovice,M
T412079,11.21,3000-10-02,1080,8740,Chabarovice,M
T412079,9.56,3000-10-03,1080,8740,Chabarovice,M
T412079,40.69,3000-10-04,1080,8740,Chabarovice,M
T412079,9.19,3000-10-05,1080,8740,Chabarovice,M
T412079,12.74,3000-10-06,1080,8740,Chabarovice,M
T412079,17.69,3000-10-07,1080,8740,Chabarovice,M
T412079,16.4,3000-10-08,1080,8740,Chabarovice,M
T412079,23.37,3000-10-09,1080,8740,Chabarovice,M
T412079,29.79,3000-10-10,1080,8740,Chabarovice,M
T412079,26.23,3000-10-11,1080,8740,Chabarovice,M
T412079,17.9,3000-10-12,1080,8740,Chabarovice,M
T412079,10.29,3000-10-13,1080,8740,Chabarovice,M
T412079,27.46,3000-10-14,1080,8740,Chabarovice,M
T412079,16.92,3000-10-15,1080,8740,Chabarovice,M
T412079,23.05,3000-10-16,1080,8740,Chabarovice,M
T412079,6.37,3000-10-17,1080,8740,Chabarovice,M
T412079,5.53,3000-10-18,1080,8740,Chabarovice,M
T412079,12.32,3000-10-19,1080,8740,Chabarovice,M
T412079,30.04,3000-10-20,1080,8740,Chabarovice,M
T412079,24.72,3000-10-21,1080,8740,Chabarovice,M
T412079,7.52,3000-10-22,1080,8740,Chabarovice,M
T412079,3.68,3000-10-23,1080,8740,Chabarovice,M
T412079,7.24,3000-10-24,1080,8740,Chabarovice,M
T412079,21.06,3000-10-25,1080,8740,Chabarovice,M
T412079,8.47,3000-10-26,1080,8740,Chabarovice,M
T412079,1.69,3000-10-27,1080,8740,Chabarovice,M
T412079,5.4,3000-10-28,1080,8740,Chabarovice,M
T412079,9.55,3000-10-29,1080,8740,Chabarovice,M
T412079,35.88,3000-10-30,1080,8740,Chabarovice,M
T412079,8.11,3000-10-31,1080,8740,Chabarovice,M
T412079,1.35,3000-11-01,1080,8740,Chabarovice,M
T412079,1.58,3000-11-02,1080,8740,Chabarovice,M
T412079,7.44,3000-11-03,1080,8740,Chabarovice,M
T412079,10.79,3000-11-04,1080,8740,Chabarovice,M
T412079,1.46,3000-11-05,1080,8740,Chabarovice,M
T412079,2.45,3000-11-06,1080,8740,Chabarovice,M
T412079,2.18,3000-11-07,1080,8740,Chabarovice,M
T412079,37.32,3000-11-08,1080,8740,Chabarovice,M
T412079,3.24,3000-11-09,1080,8740,Chabarovice,M
T412079,23.22,3000-11-10,1080,8740,Chabarovice,M
T412079,17.06,3000-11-13,1080,8740,Chabarovice,M
T412079,48.97,3000-11-14,1080,8740,Chabarovice,M
T412079,8.22,3000-11-15,1080,8740,Chabarovice,M
T412079,4.13,3000-11-16,1080,8740,Chabarovice,M
T412079,19.61,3000-11-17,1080,8740,Chabarovice,M
T412079,34.05,3000-11-18,1080,8740,Chabarovice,M
T412079,35.31,3000-11-19,1080,8740,Chabarovice,M
T412079,13.45,3000-11-20,1080,8740,Chabarovice,M
T412082,21.5,3000-06-01,1410,19700,Chabarovice,M
T412082,51.22,3000-06-02,1410,19700,Chabarovice,M
T412082,19.11,3000-06-03,1410,19700,Chabarovice,M
T412082,57.14,3000-06-04,1410,19700,Chabarovice,M
T412082,51.51,3000-06-05,1410,19700,Chabarovice,M
T412082,42.8,3000-06-06,1410,19700,Chabarovice,M
T412082,80.42,3000-06-07,1410,19700,Chabarovice,M
T412082,32.18,3000-06-08,1410,19700,Chabarovice,M
T412082,7.63,3000-06-09,1410,19700,Chabarovice,M
T412082,67.41,3000-06-10,1410,19700,Chabarovice,M
T412082,79.41,3000-06-11,1410,19700,Chabarovice,M
T412082,19.99,3000-06-12,1410,19700,Chabarovice,M
T412082,10.9,3000-06-13,1410,19700,Chabarovice,M
T412082,21.35,3000-06-14,1410,19700,Chabarovice,M
T412082,69.08,3000-06-15,1410,19700,Chabarovice,M
T412082,61.39,3000-06-16,1410,19700,Chabarovice,M
T412082,69.24,3000-06-17,1410,19700,Chabarovice,M
T412082,64.13,3000-06-18,1410,19700,Chabarovice,M
T412082,52.1,3000-06-19,1410,19700,Chabarovice,M
T412082,23.21,3000-06-20,1410,19700,Chabarovice,M
T412082,19.95,3000-06-21,1410,19700,Chabarovice,M
T412082,14.1,3000-06-22,1410,19700,Chabarovice,M
T412082,36.76,3000-06-23,1410,19700,Chabarovice,M
T412082,74.37,3000-06-24,1410,19700,Chabarovice,M
T412082,81.93,3000-06-25,1410,19700,Chabarovice,M
T412082,87.52,3000-06-26,1410,19700,Chabarovice,M
T412082,20.47,3000-06-27,1410,19700,Chabarovice,M
T412082,43.92,3000-06-28,1410,19700,Chabarovice,M
T412082,47.24,3000-06-29,1410,19700,Chabarovice,M
T412082,78.97,3000-06-30,1410,19700,Chabarovice,M
T412082,53.94,3000-07-01,1410,19700,Chabarovice,M
T412082,31.1,3000-07-02,1410,19700,Chabarovice,M
T412082,31.52,3000-07-03,1410,19700,Chabarovice,M
T412082,15.32,3000-07-04,1410,19700,Chabarovice,M
T412082,58.16,3000-07-06,1410,19700,Chabarovice,M
T412082,19.42,3000-07-07,1410,19700,Chabarovice,M
T412082,53.16,3000-07-08,1410,19700,Chabarovice,M
T412082,53.84,3000-07-09,1410,19700,Chabarovice,M
T412082,74.92,3000-07-10,1410,19700,Chabarovice,M
T412082,57.02,3000-07-11,1410,19700,Chabarovice,M
T412082,51.91,3000-07-12,1410,19700,Chabarovice,M
T412082,92.29,3000-07-13,1410,19700,Chabarovice,M
T412082,83.42,3000-07-14,1410,19700,Chabarovice,M
T412082,50.69,3000-07-15,1410,19700,Chabarovice,M
T412082,40.25,3000-07-16,1410,19700,Chabarovice,M
T412082,18.48,3000-07-17,1410,19700,Chabarovice,M
T412082,61.66,3000-07-18,1410,19700,Chabarovice,M
T412082,82.96,3000-07-19,1410,19700,Chabarovice,M
T412082,47.77,3000-07-20,1410,19700,Chabarovice,M
T412082,75.89,3000-07-21,1410,19700,Chabarovice,M
T412082,30.43,3000-07-22,1410,19700,Chabarovice,M
T412082,61.34,3000-07-23,1410,19700,Chabarovice,M
T412082,57.22,3000-07-24,1410,19700,Chabarovice,M
T412082,64.66,3000-07-25,1410,19700,Chabarovice,M
T412082,83.42,3000-07-26,1410,19700,Chabarovice,M
T412082,73.04,3000-07-27,1410,19700,Chabarovice,M
T412082,15.19,3000-07-28,1410,19700,Chabarovice,M
T412082,19.44,3000-07-29,1410,19700,Chabarovice,M
T412082,75.76,3000-07-30,1410,19700,Chabarovice,M
T412082,62.96,3000-07-31,1410,19700,Chabarovice,M
T412082,34.72,3000-08-01,1410,19700,Chabarovice,M
T412082,45.07,3000-08-02,1410,19700,Chabarovice,M
T412082,46.27,3000-08-03,1410,19700,Chabarovice,M
T412082,65.48,3000-08-04,1410,19700,Chabarovice,M
T412082,80.53,3000-08-05,1410,19700,Chabarovice,M
T412082,33.33,3000-08-06,1410,19700,Chabarovice,M
T412082,36.22,3000-08-07,1410,19700,Chabarovice,M
T412082,30.79,3000-08-08,1410,19700,Chabarovice,M
T412082,57.17,3000-08-09,1410,19700,Chabarovice,M
T412082,57.39,3000-08-10,1410,19700,Chabarovice,M
T412082,81.99,3000-08-11,1410,19700,Chabarovice,M
T412082,66.78,3000-08-12,1410,19700,Chabarovice,M
T412082,53.79,3000-08-13,1410,19700,Chabarovice,M
T412082,44.58,3000-08-14,1410,19700,Chabarovice,M
T412082,86.09,3000-08-15,1410,19700,Chabarovice,M
T412082,83.97,3000-08-16,1410,19700,Chabarovice,M
T412082,84.05,3000-08-17,1410,19700,Chabarovice,M
T412082,70.62,3000-08-18,1410,19700,Chabarovice,M
T412082,25.96,3000-08-19,1410,19700,Chabarovice,M
T412082,63.41,3000-08-20,1410,19700,Chabarovice,M
T412082,68.27,3000-08-21,1410,19700,Chabarovice,M
T412082,83.26,3000-08-22,1410,19700,Chabarovice,M
T412082,99.46,3000-08-23,1410,19700,Chabarovice,M
T412082,103.42,3000-08-24,1410,19700,Chabarovice,M
T412082,58.11,3000-08-25,1410,19700,Chabarovice,M
T412082,77.37,3000-08-26,1410,19700,Chabarovice,M
T412082,69.83,3000-08-27,1410,19700,Chabarovice,M
T412082,68.05,3000-08-28,1410,19700,Chabarovice,M
T412082,93.38,3000-08-29,1410,19700,Chabarovice,M
T412082,125.28,3000-08-30,1410,19700,Chabarovice,M
T412082,19.23,3000-08-31,1410,19700,Chabarovice,M
T412082,31.14,3000-09-01,1410,19700,Chabarovice,M
T412082,43.47,3000-09-02,1410,19700,Chabarovice,M
T412082,36.53,3000-09-03,1410,19700,Chabarovice,M
T412082,50.08,3000-09-04,1410,19700,Chabarovice,M
T412082,93.43,3000-09-05,1410,19700,Chabarovice,M
T412082,106.75,3000-09-06,1410,19700,Chabarovice,M
T412082,94.69,3000-09-07,1410,19700,Chabarovice,M
T412082,36.98,3000-09-08,1410,19700,Chabarovice,M
T412082,17.87,3000-09-09,1410,19700,Chabarovice,M
T412082,17.29,3000-09-10,1410,19700,Chabarovice,M
T412082,32.87,3000-09-11,1410,19700,Chabarovice,M
T412082,36.86,3000-09-12,1410,19700,Chabarovice,M
T412082,39.05,3000-09-13,1410,19700,Chabarovice,M
T412082,63.45,3000-09-14,1410,19700,Chabarovice,M
T412082,29.14,3000-09-15,1410,19700,Chabarovice,M
T412082,27.43,3000-09-16,1410,19700,Chabarovice,M
T412082,24.71,3000-09-17,1410,19700,Chabarovice,M
T412082,37.18,3000-09-18,1410,19700,Chabarovice,M
T412082,48.07,3000-09-19,1410,19700,Chabarovice,M
T412082,53.63,3000-09-20,1410,19700,Chabarovice,M
T412082,72.81,3000-09-21,1410,19700,Chabarovice,M
T412082,89.97,3000-09-22,1410,19700,Chabarovice,M
T412082,91.95,3000-09-23,1410,19700,Chabarovice,M
T412082,65.27,3000-09-24,1410,19700,Chabarovice,M
T412082,63.15,3000-09-25,1410,19700,Chabarovice,M
T412082,76.46,3000-09-26,1410,19700,Chabarovice,M
T412082,52.65,3000-09-27,1410,19700,Chabarovice,M
T412082,22.62,3000-09-28,1410,19700,Chabarovice,M
T412082,28.35,3000-09-29,1410,19700,Chabarovice,M
T412082,26.9,3000-09-30,1410,19700,Chabarovice,M
T412082,8.97,3000-10-01,1410,19700,Chabarovice,M
T412082,15.31,3000-10-02,1410,19700,Chabarovice,M
T412082,13.81,3000-10-03,1410,19700,Chabarovice,M
T412082,33.02,3000-10-04,1410,19700,Chabarovice,M
T412082,30.76,3000-10-05,1410,19700,Chabarovice,M
T412082,24.76,3000-10-06,1410,19700,Chabarovice,M
T412082,47.01,3000-10-07,1410,19700,Chabarovice,M
T412082,37.47,3000-10-08,1410,19700,Chabarovice,M
T412082,69.93,3000-10-09,1410,19700,Chabarovice,M
T412082,51.18,3000-10-10,1410,19700,Chabarovice,M
T412082,23.48,3000-10-11,1410,19700,Chabarovice,M
T412082,17.35,3000-10-12,1410,19700,Chabarovice,M
T412082,16.04,3000-10-13,1410,19700,Chabarovice,M
T412082,2.89,3000-10-14,1410,19700,Chabarovice,M
T412082,4.83,3000-10-15,1410,19700,Chabarovice,M
T412082,5.83,3000-10-16,1410,19700,Chabarovice,M
T412082,3.09,3000-10-17,1410,19700,Chabarovice,M
T412082,5.95,3000-10-18,1410,19700,Chabarovice,M
