fishid,ka,date,tl_mm,weight_g,lake,sex
T412067,31.94,3000-06-01,1145,8200,Most,F
T412067,15.86,3000-06-02,1145,8200,Most,F
T412067,13.6,3000-06-03,1145,8200,Most,F
T412067,18.75,3000-06-04,1145,8200,Most,F
T412067,40.96,3000-06-08,1145,8200,Most,F
T412067,28.57,3000-06-09,1145,8200,Most,F
T412067,17.7,3000-06-10,1145,8200,Most,F
T412067,15.97,3000-06-13,1145,8200,Most,F
T412067,26.49,3000-06-14,1145,8200,Most,F
T412067,17.58,3000-06-15,1145,8200,Most,F
T412067,20.71,3000-06-16,1145,8200,Most,F
T412067,11.28,3000-06-17,1145,8200,Most,F
T412067,59.69,3000-06-18,1145,8200,Most,F
T412067,59.59,3000-06-19,1145,8200,Most,F
T412067,37.48,3000-06-20,1145,8200,Most,F
T412067,30.55,3000-06-21,1145,8200,Most,F
T412067,17.81,3000-06-22,1145,8200,Most,F
T412067,13.21,3000-06-23,1145,8200,Most,F
T412067,32.82,3000-06-24,1145,8200,Most,F
T412067,17.57,3000-06-25,1145,8200,Most,F
T412067,10.35,3000-06-26,1145,8200,Most,F
T412067,10.23,3000-06-27,1145,8200,Most,F
T412067,39.76,3000-06-28,1145,8200,Most,F
T412067,10.41,3000-06-29,1145,8200,Most,F
T412067,15.8,3000-07-07,1145,8200,Most,F
T412067,40.02,3000-07-08,1145,8200,Most,F
T412067,11.58,3000-07-09,1145,8200,Most,F
T412067,23,3000-07-10,1145,8200,Most,F
T412067,66.13,3000-07-12,1145,8200,Most,F
T412067,14.77,3000-07-16,1145,8200,Most,F
T412067,21.01,3000-07-18,1145,8200,Most,F
T412067,50.2,3000-07-19,1145,8200,Most,F
T412067,15.97,3000-07-21,1145,8200,Most,F
T412067,23.99,3000-07-22,1145,8200,Most,F
T412067,37.01,3000-07-23,1145,8200,Most,F
T412067,23.33,3000-07-24,1145,8200,Most,F
T412067,8.1,3000-07-25,1145,8200,Most,F
T412067,87.37,3000-07-26,1145,8200,Most,F
T412067,31.97,3000-07-27,1145,8200,Most,F
T412067,44.72,3000-07-28,1145,8200,Most,F
T412067,27.06,3000-07-31,1145,8200,Most,F
T412067,29.32,3000-08-01,1145,8200,Most,F
T412067,27.05,3000-08-02,1145,8200,Most,F
T412067,20.62,3000-08-03,1145,8200,Most,F
T412067,26.08,3000-08-04,1145,8200,Most,F
T412067,11.58,3000-08-05,1145,8200,Most,F
T412067,14.25,3000-08-09,1145,8200,Most,F
T412067,44.33,3000-08-10,1145,8200,Most,F
T412067,25.96,3000-08-12,1145,8200,Most,F
T412067,32.18,3000-08-13,1145,8200,Most,F
T412067,30.31,3000-08-14,1145,8200,Most,F
T412067,49.23,3000-08-15,1145,8200,Most,F
T412067,35.69,3000-08-16,1145,8200,Most,F
T412067,25.56,3000-08-17,1145,8200,Most,F
T412067,9.74,3000-08-18,1145,8200,Most,F
T412067,22.84,3000-08-22,1145,8200,Most,F
T412067,21.67,3000-08-23,1145,8200,Most,F
T412067,11.31,3000-08-24,1145,8200,Most,F
T412067,13.34,3000-08-25,1145,8200,Most,F
T412067,49.31,3000-08-26,1145,8200,Most,F
T412067,13.16,3000-08-27,1145,8200,Most,F
T412067,25.94,3000-08-28,1145,8200,Most,F
T412067,25.45,3000-08-29,1145,8200,Most,F
T412067,3.17,3000-08-30,1145,8200,Most,F
T412067,4.09,3000-09-13,1145,8200,Most,F
T412067,7.5,3000-09-16,1145,8200,Most,F
T412067,22.67,3000-09-22,1145,8200,Most,F
T412067,24.26,3000-09-23,1145,8200,Most,F
T412067,27.05,3000-09-24,1145,8200,Most,F
T412067,28.61,3000-10-03,1145,8200,Most,F
T412067,23.58,3000-10-04,1145,8200,Most,F
T412067,4.29,3000-10-06,1145,8200,Most,F
T412067,22.66,3000-10-08,1145,8200,Most,F
T412067,16.99,3000-10-09,1145,8200,Most,F
T412067,21.45,3000-10-11,1145,8200,Most,F
T412067,7.48,3000-10-12,1145,8200,Most,F
T412067,10.16,3000-10-14,1145,8200,Most,F
T412067,8.18,3000-10-15,1145,8200,Most,F
T412067,4.95,3000-10-16,1145,8200,Most,F
T412067,2.96,3000-10-17,1145,8200,Most,F
T412067,7.59,3000-10-18,1145,8200,Most,F
T412067,6.58,3000-10-19,1145,8200,Most,F
T412067,9.58,3000-10-30,1145,8200,Most,F
T412067,7.31,3000-10-31,1145,8200,Most,F
T412067,22.93,3000-11-05,1145,8200,Most,F
T412067,9.7,3000-11-06,1145,8200,Most,F
T412067,10.7,3000-11-07,1145,8200,Most,F
T412067,25.61,3000-11-08,1145,8200,Most,F
T412067,10.78,3000-11-09,1145,8200,Most,F
T412067,17.84,3000-11-10,1145,8200,Most,F
T412067,14.7,3000-11-12,1145,8200,Most,F
T412067,9.87,3000-11-13,1145,8200,Most,F
T412067,16.94,3000-11-14,1145,8200,Most,F
T412067,11.82,3000-11-15,1145,8200,Most,F
T412067,13.34,3000-11-16,1145,8200,Most,F
T412067,6.54,3000-11-17,1145,8200,Most,F
T412067,7.2,3000-11-18,1145,8200,Most,F
T412067,14.13,3000-11-19,1145,8200,Most,F
T412067,7.63,3000-11-20,1145,8200,Most,F
T412070,14.57,3000-06-01,760,3160,Most,M
T412070,11.38,3000-06-02,760,3160,Most,M
T412070,24.95,3000-06-03,760,3160,Most,M
T412070,33.07,3000-06-04,760,3160,Most,M
T412070,20.24,3000-06-05,760,3160,Most,M
T412070,19.51,3000-06-07,760,3160,Most,M
T412070,17.22,3000-06-08,760,3160,Most,M
T412070,29.51,3000-06-09,760,3160,Most,M
T412070,36.12,3000-06-10,760,3160,Most,M
T412070,11.96,3000-06-11,760,3160,Most,M
T412070,7.09,3000-06-12,760,3160,Most,M
T412070,11.12,3000-06-13,760,3160,Most,M
T412070,13.38,3000-06-14,760,3160,Most,M
T412070,47.79,3000-06-15,760,3160,Most,M
T412070,23.59,3000-06-16,760,3160,Most,M
T412070,30.65,3000-06-17,760,3160,Most,M
T412070,31.99,3000-06-18,760,3160,Most,M
T412070,12.38,3000-06-19,760,3160,Most,M
T412070,14.01,3000-06-20,760,3160,Most,M
T412070,9.32,3000-06-21,760,3160,Most,M
T412070,7.58,3000-06-22,760,3160,Most,M
T412070,12.94,3000-06-23,760,3160,Most,M
T412070,10.5,3000-06-24,760,3160,Most,M
T412070,15.34,3000-06-25,760,3160,Most,M
T412070,13.84,3000-06-26,760,3160,Most,M
T412070,23.18,3000-06-27,760,3160,Most,M
T412070,25.18,3000-06-28,760,3160,Most,M
T412070,12.52,3000-06-29,760,3160,Most,M
T412070,13.07,3000-06-30,760,3160,Most,M
T412070,37.79,3000-07-06,760,3160,Most,M
T412070,33.38,3000-07-07,760,3160,Most,M
T412070,22.48,3000-07-08,760,3160,Most,M
T412070,32.89,3000-07-09,760,3160,Most,M
T412070,38.81,3000-07-10,760,3160,Most,M
T412070,27.36,3000-07-11,760,3160,Most,M
T412070,31.47,3000-07-12,760,3160,Most,M
T412070,15.27,3000-07-13,760,3160,Most,M
T412070,24.18,3000-07-14,760,3160,Most,M
T412070,24.21,3000-07-15,760,3160,Most,M
T412070,13.93,3000-07-16,760,3160,Most,M
T412070,18.36,3000-07-17,760,3160,Most,M
T412070,26.54,3000-07-18,760,3160,Most,M
T412070,25.56,3000-07-19,760,3160,Most,M
T412070,29.66,3000-07-20,760,3160,Most,M
T412070,29.47,3000-07-21,760,3160,Most,M
T412070,34.64,3000-07-22,760,3160,Most,M
T412070,18.63,3000-07-23,760,3160,Most,M
T412070,30.68,3000-07-24,760,3160,Most,M
T412070,29.86,3000-07-25,760,3160,Most,M
T412070,23.47,3000-07-26,760,3160,Most,M
T412070,15.2,3000-07-27,760,3160,Most,M
T412070,18.96,3000-07-28,760,3160,Most,M
T412070,12.58,3000-07-29,760,3160,Most,M
T412070,11.77,3000-07-30,760,3160,Most,M
T412070,9.49,3000-07-31,760,3160,Most,M
T412070,7.33,3000-08-01,760,3160,Most,M
T412070,10.3,3000-08-02,760,3160,Most,M
T412070,12.08,3000-08-03,760,3160,Most,M
T412070,15.92,3000-08-04,760,3160,Most,M
T412070,8.58,3000-08-05,760,3160,Most,M
T412070,8.24,3000-08-06,760,3160,Most,M
T412070,5.87,3000-08-07,760,3160,Most,M
T412070,10.18,3000-08-08,760,3160,Most,M
T412070,15.12,3000-08-09,760,3160,Most,M
T412070,14.76,3000-08-10,760,3160,Most,M
T412070,12.66,3000-08-11,760,3160,Most,M
T412070,22.09,3000-08-12,760,3160,Most,M
T412070,16.81,3000-08-13,760,3160,Most,M
T412070,19.71,3000-08-14,760,3160,Most,M
T412070,22.1,3000-08-15,760,3160,Most,M
T412070,25.83,3000-08-16,760,3160,Most,M
T412070,14.1,3000-08-17,760,3160,Most,M
T412070,4.95,3000-08-18,760,3160,Most,M
T412070,7.26,3000-08-19,760,3160,Most,M
T412070,14.51,3000-08-20,760,3160,Most,M
T412070,24.94,3000-08-21,760,3160,Most,M
T412070,21.77,3000-08-22,760,3160,Most,M
T412070,11.75,3000-08-23,760,3160,Most,M
T412070,8.58,3000-08-24,760,3160,Most,M
T412070,13.33,3000-08-25,760,3160,Most,M
T412070,24.83,3000-08-26,760,3160,Most,M
T412070,23.24,3000-08-27,760,3160,Most,M
T412070,16.25,3000-08-28,760,3160,Most,M
T412070,11.87,3000-08-29,760,3160,Most,M
T412070,12.66,3000-08-30,760,3160,Most,M
T412070,6.98,3000-09-01,760,3160,Most,M
T412070,15.18,3000-09-02,760,3160,Most,M
T412070,12.07,3000-09-03,760,3160,Most,M
T412070,10.4,3000-09-04,760,3160,Most,M
T412070,9,3000-09-05,760,3160,Most,M
T412070,13.41,3000-09-06,760,3160,Most,M
T412070,14.38,3000-09-07,760,3160,Most,M
T412070,13.84,3000-09-08,760,3160,Most,M
T412070,7.59,3000-09-09,760,3160,Most,M
T412070,6.95,3000-09-10,760,3160,Most,M
T412070,25.09,3000-09-12,760,3160,Most,M
T412070,22.72,3000-09-13,760,3160,Most,M
T412070,25.69,3000-09-14,760,3160,Most,M
T412070,11.75,3000-09-15,760,3160,Most,M
T412070,23.41,3000-09-16,760,3160,Most,M
T412070,18.94,3000-09-17,760,3160,Most,M
T412070,29.5,3000-09-18,760,3160,Most,M
T412070,29.25,3000-09-19,760,3160,Most,M
T412070,22.52,3000-09-20,760,3160,Most,M
T412070,12.4,3000-09-21,760,3160,Most,M
T412070,13.5,3000-09-22,760,3160,Most,M
T412070,6.27,3000-09-23,760,3160,Most,M
T412070,22.57,3000-09-24,760,3160,Most,M
T412070,18.25,3000-09-25,760,3160,Most,M
T412070,10.3,3000-09-30,760,3160,Most,M
T412070,4.23,3000-10-01,760,3160,Most,M
T412070,10.93,3000-10-02,760,3160,Most,M
T412070,15.37,3000-10-03,760,3160,Most,M
T412070,21.91,3000-10-04,760,3160,Most,M
T412070,20.84,3000-10-05,760,3160,Most,M
T412070,32.66,3000-10-06,760,3160,Most,M
T412070,17.46,3000-10-07,760,3160,Most,M
T412070,3.09,3000-10-08,760,3160,Most,M
T412070,3.7,3000-10-09,760,3160,Most,M
T412070,3.32,3000-10-10,760,3160,Most,M
T412070,4.49,3000-10-12,760,3160,Most,M
T412070,7.86,3000-10-13,760,3160,Most,M
T412070,8.24,3000-10-15,760,3160,Most,M
T412070,2.91,3000-10-17,760,3160,Most,M
T412070,9.97,3000-10-22,760,3160,Most,M
T412070,15.96,3000-10-23,760,3160,Most,M
T412070,3.85,3000-10-27,760,3160,Most,M
T412070,3.78,3000-10-28,760,3160,Most,M
T412070,2.24,3000-11-11,760,3160,Most,M
T412070,5.57,3000-11-12,760,3160,Most,M
T412070,13.63,3000-11-13,760,3160,Most,M
T412070,5.78,3000-11-14,760,3160,Most,M
T412070,16.26,3000-11-18,760,3160,Most,M
T412070,2.38,3000-11-19,760,3160,Most,M
T412070,2.37,3000-11-20,760,3160,Most,M
T412073,3.05,3000-06-01,1100,7920,Chabarovice,M
T412073,1.03,3000-06-02,1100,7920,Chabarovice,M
T412073,3.81,3000-06-03,1100,7920,Chabarovice,M
T412073,7.19,3000-06-04,1100,7920,Chabarovice,M
T412073,10.12,3000-06-05,1100,7920,Chabarovice,M
T412073,13.25,3000-06-07,1100,7920,Chabarovice,M
T412073,4.42,3000-06-08,1100,7920,Chabarovice,M
T412073,10.53,3000-06-15,1100,7920,Chabarovice,M
T412073,13.87,3000-06-16,1100,7920,Chabarovice,M
T412073,15.18,3000-06-17,1100,7920,Chabarovice,M
T412073,28.08,3000-06-18,1100,7920,Chabarovice,M
T412073,12.78,3000-06-19,1100,7920,Chabarovice,M
T412073,7.6,3000-06-20,1100,7920,Chabarovice,M
T412073,5.51,3000-06-21,1100,7920,Chabarovice,M
T412073,7.33,3000-06-22,1100,7920,Chabarovice,M
T412073,12,3000-06-23,1100,7920,Chabarovice,M
T412073,10.97,3000-06-24,1100,7920,Chabarovice,M
T412073,7.65,3000-06-25,1100,7920,Chabarovice,M
T412073,13.04,3000-06-26,1100,7920,Chabarovice,M
T412073,14.42,3000-06-27,1100,7920,Chabarovice,M
T412073,19.63,3000-06-28,1100,7920,Chabarovice,M
T412073,17.82,3000-06-29,1100,7920,Chabarovice,M
T412073,29.21,3000-06-30,1100,7920,Chabarovice,M
T412073,15.39,3000-07-01,1100,7920,Chabarovice,M
T412073,8.61,3000-07-02,1100,7920,Chabarovice,M
T412073,8.55,3000-07-03,1100,7920,Chabarovice,M
T412073,3.93,3000-07-04,1100,7920,Chabarovice,M
T412073,7.48,3000-07-05,1100,7920,Chabarovice,M
T412073,16.45,3000-07-06,1100,7920,Chabarovice,M
T412073,15.6,3000-07-07,1100,7920,Chabarovice,M
T412073,26.77,3000-07-08,1100,7920,Chabarovice,M
T412073,4.34,3000-07-09,1100,7920,Chabarovice,M
T412073,7.63,3000-07-10,1100,7920,Chabarovice,M
T412073,6.14,3000-07-11,1100,7920,Chabarovice,M
T412073,2.56,3000-07-12,1100,7920,Chabarovice,M
T412073,3.86,3000-07-13,1100,7920,Chabarovice,M
T412073,1.1,3000-07-14,1100,7920,Chabarovice,M
T412073,1.17,3000-07-15,1100,7920,Chabarovice,M
T412073,2.35,3000-07-16,1100,7920,Chabarovice,M
T412073,6.1,3000-07-17,1100,7920,Chabarovice,M
T412073,7.27,3000-07-18,1100,7920,Chabarovice,M
T412073,5.8,3000-07-19,1100,7920,Chabarovice,M
T412073,5.52,3000-07-20,1100,7920,Chabarovice,M
T412073,11.28,3000-07-21,1100,7920,Chabarovice,M
T412073,7.56,3000-07-22,1100,7920,Chabarovice,M
T412073,12.45,3000-07-23,1100,7920,Chabarovice,M
T412073,8.08,3000-07-24,1100,7920,Chabarovice,M
T412073,17.04,3000-07-25,1100,7920,Chabarovice,M
T412073,8.03,3000-07-26,1100,7920,Chabarovice,M
T412073,13.93,3000-07-27,1100,7920,Chabarovice,M
T412073,8.3,3000-07-28,1100,7920,Chabarovice,M
T412073,11.16,3000-07-29,1100,7920,Chabarovice,M
T412073,9.63,3000-07-30,1100,7920,Chabarovice,M
T412073,13.1,3000-07-31,1100,7920,Chabarovice,M
T412073,18.25,3000-08-01,1100,7920,Chabarovice,M
T412073,7.17,3000-08-02,1100,7920,Chabarovice,M
T412073,13.63,3000-08-03,1100,7920,Chabarovice,M
T412073,8.31,3000-08-04,1100,7920,Chabarovice,M
T412073,7.38,3000-08-05,1100,7920,Chabarovice,M
T412073,8.2,3000-08-06,1100,7920,Chabarovice,M
T412073,2.95,3000-08-07,1100,7920,Chabarovice,M
T412073,8,3000-08-09,1100,7920,Chabarovice,M
T412073,5.78,3000-08-10,1100,7920,Chabarovice,M
T412073,7.12,3000-08-11,1100,7920,Chabarovice,M
T412073,19.11,3000-08-12,1100,7920,Chabarovice,M
T412073,6.32,3000-08-13,1100,7920,Chabarovice,M
T412073,7.71,3000-08-14,1100,7920,Chabarovice,M
T412073,5.84,3000-08-15,1100,7920,Chabarovice,M
T412073,5.87,3000-08-16,1100,7920,Chabarovice,M
T412073,11.89,3000-08-17,1100,7920,Chabarovice,M
T412073,9.62,3000-08-18,1100,7920,Chabarovice,M
T412073,9.47,3000-08-19,1100,7920,Chabarovice,M
T412073,13.75,3000-08-20,1100,7920,Chabarovice,M
T412073,11.24,3000-08-21,1100,7920,Chabarovice,M
T412073,12.09,3000-08-22,1100,7920,Chabarovice,M
T412073,7.98,3000-08-23,1100,7920,Chabarovice,M
T412073,7.73,3000-08-24,1100,7920,Chabarovice,M
T412073,9.4,3000-08-25,1100,7920,Chabarovice,M
T412073,13.55,3000-08-26,1100,7920,Chabarovice,M
T412073,13.64,3000-08-27,1100,7920,Chabarovice,M
T412073,15.51,3000-08-28,1100,7920,Chabarovice,M
T412073,12.59,3000-08-29,1100,7920,Chabarovice,M
T412073,5.33,3000-08-30,1100,7920,Chabarovice,M
T412073,9.83,3000-08-31,1100,7920,Chabarovice,M
T412073,9.65,3000-09-01,1100,7920,Chabarovice,M
T412073,15.57,3000-09-02,1100,7920,Chabarovice,M
T412073,8.72,3000-09-03,1100,7920,Chabarovice,M
T412073,6.75,3000-09-04,1100,7920,Chabarovice,M
T412073,8.55,3000-09-05,1100,7920,Chabarovice,M
T412073,13.92,3000-09-06,1100,7920,Chabarovice,M
T412073,6.67,3000-09-07,1100,7920,Chabarovice,M
T412073,12.07,3000-09-08,1100,7920,Chabarovice,M
T412073,7.57,3000-09-09,1100,7920,Chabarovice,M
T412073,10.82,3000-09-10,1100,7920,Chabarovice,M
T412073,6.83,3000-09-11,1100,7920,Chabarovice,M
T412073,12.2,3000-09-12,1100,7920,Chabarovice,M
T412073,9.49,3000-09-13,1100,7920,Chabarovice,M
T412073,9.91,3000-09-14,1100,7920,Chabarovice,M
T412073,14.36,3000-09-15,1100,7920,Chabarovice,M
T412073,11.66,3000-09-16,1100,7920,Chabarovice,M
T412073,16.92,3000-09-17,1100,7920,Chabarovice,M
T412073,12.89,3000-09-18,1100,7920,Chabarovice,M
T412073,14.38,3000-09-19,1100,7920,Chabarovice,M
T412073,14.23,3000-09-20,1100,7920,Chabarovice,M
T412073,5.75,3000-09-21,1100,7920,Chabarovice,M
T412073,12.5,3000-09-22,1100,7920,Chabarovice,M
T412073,11.79,3000-09-23,1100,7920,Chabarovice,M
T412073,26.32,3000-09-24,1100,7920,Chabarovice,M
T412073,6.26,3000-09-25,1100,7920,Chabarovice,M
T412073,10.02,3000-09-26,1100,7920,Chabarovice,M
T412073,4.26,3000-09-27,1100,7920,Chabarovice,M
T412073,8.99,3000-09-28,1100,7920,Chabarovice,M
T412073,9.62,3000-09-29,1100,7920,Chabarovice,M
T412073,9.34,3000-09-30,1100,7920,Chabarovice,M
T412073,6.59,3000-10-01,1100,7920,Chabarovice,M
T412073,8.26,3000-10-02,1100,7920,Chabarovice,M
T412073,7.11,3000-10-03,1100,7920,Chabarovice,M
T412073,15.9,3000-10-04,1100,7920,Chabarovice,M
T412073,12.86,3000-10-05,1100,7920,Chabarovice,M
T412073,7.96,3000-10-06,1100,7920,Chabarovice,M
T412073,10.81,3000-10-07,1100,7920,Chabarovice,M
T412073,5.71,3000-10-08,1100,7920,Chabarovice,M
T412073,4.03,3000-10-09,1100,7920,Chabarovice,M
T412073,13.46,3000-10-10,1100,7920,Chabarovice,M
T412073,10.94,3000-10-11,1100,7920,Chabarovice,M
T412073,7.62,3000-10-12,1100,7920,Chabarovice,M
T412073,5.57,3000-10-13,1100,7920,Chabarovice,M
T412073,5.66,3000-10-14,1100,7920,Chabarovice,M
T412073,3.37,3000-10-15,1100,7920,Chabarovice,M
T412073,6.22,3000-10-16,1100,7920,Chabarovice,M
T412073,6.21,3000-10-17,1100,7920,Chabarovice,M
T412073,16.4,3000-10-18,1100,7920,Chabarovice,M
T412073,41.42,3000-10-19,1100,7920,Chabarovice,M
T412073,20.41,3000-10-20,1100,7920,Chabarovice,M
T412073,11.12,3000-10-21,1100,7920,Chabarovice,M
T412073,13.82,3000-10-22,1100,7920,Chabarovice,M
T412073,12.37,3000-10-23,1100,7920,Chabarovice,M
T412073,12.56,3000-10-24,1100,7920,Chabarovice,M
T412073,8.63,3000-10-25,1100,7920,Chabarovice,M
T412073,6.24,3000-10-26,1100,7920,Chabarovice,M
T412073,2.32,3000-10-28,1100,7920,Chabarovice,M
T412073,3.78,3000-10-29,1100,7920,Chabarovice,M
T412073,6.5,3000-10-30,1100,7920,Chabarovice,M
T412073,3.8,3000-10-31,1100,7920,Chabarovice,M
T412073,18.91,3000-11-01,1100,7920,Chabarovice,M
T412073,25.28,3000-11-02,1100,7920,Chabarovice,M
T412073,8.94,3000-11-03,1100,7920,Chabarovice,M
T412073,3.84,3000-11-04,1100,7920,Chabarovice,M
T412073,5.65,3000-11-05,1100,7920,Chabarovice,M
T412073,47.05,3000-11-06,1100,7920,Chabarovice,M
T412073,10.37,3000-11-07,1100,7920,Chabarovice,M
T412073,20.26,3000-11-08,1100,7920,Chabarovice,M
T412073,33.38,3000-11-09,1100,7920,Chabarovice,M
T412073,16.14,3000-11-10,1100,7920,Chabarovice,M
T412073,19.74,3000-11-11,1100,7920,Chabarovice,M
T412073,26.48,3000-11-12,1100,7920,Chabarovice,M
T412073,21.79,3000-11-13,1100,7920,Chabarovice,M
T412073,9.12,3000-11-14,1100,7920,Chabarovice,M
T412073,15.55,3000-11-15,1100,7920,Chabarovice,M
T412073,9.73,3000-11-16,1100,7920,Chabarovice,M
T412073,4.93,3000-11-17,1100,7920,Chabarovice,M
T412073,24.69,3000-11-18,1100,7920,Chabarovice,M
T412073,26.59,3000-11-19,1100,7920,Chabarovice,M
T412073,7.71,3000-11-20,1100,7920,Chabarovice,M
T412074,50.17,3000-06-01,1350,12800,Chabarovice,F
T412074,40.54,3000-06-02,1350,12800,Chabarovice,F
T412074,39.74,3000-06-03,1350,12800,Chabarovice,F
T412074,37.98,3000-06-04,1350,12800,Chabarovice,F
T412074,81,3000-06-05,1350,12800,Chabarovice,F
T412074,37.08,3000-06-06,1350,12800,Chabarovice,F
T412074,118.6,3000-06-07,1350,12800,Chabarovice,F
T412074,69.58,3000-06-08,1350,12800,Chabarovice,F
T412074,48.35,3000-06-09,1350,12800,Chabarovice,F
T412074,30.05,3000-06-10,1350,12800,Chabarovice,F
T412074,68.73,3000-06-11,1350,12800,Chabarovice,F
T412074,61.92,3000-06-12,1350,12800,Chabarovice,F
T412074,57.79,3000-06-13,1350,12800,Chabarovice,F
T412074,75.51,3000-06-14,1350,12800,Chabarovice,F
T412074,66.08,3000-06-15,1350,12800,Chabarovice,F
T412074,78.79,3000-06-16,1350,12800,Chabarovice,F
T412074,62.39,3000-06-17,1350,12800,Chabarovice,F
T412074,53.81,3000-06-18,1350,12800,Chabarovice,F
T412074,43.58,3000-06-19,1350,12800,Chabarovice,F
T412074,35.95,3000-06-20,1350,12800,Chabarovice,F
T412074,45.19,3000-06-21,1350,12800,Chabarovice,F
T412074,45.33,3000-06-22,1350,12800,Chabarovice,F
T412074,31.12,3000-06-23,1350,12800,Chabarovice,F
T412074,45.15,3000-06-24,1350,12800,Chabarovice,F
T412074,46.97,3000-06-25,1350,12800,Chabarovice,F
T412074,47.99,3000-06-26,1350,12800,Chabarovice,F
T412074,50.15,3000-06-27,1350,12800,Chabarovice,F
T412074,80.52,3000-06-28,1350,12800,Chabarovice,F
T412074,34.69,3000-06-29,1350,12800,Chabarovice,F
T412074,64.33,3000-06-30,1350,12800,Chabarovice,F
T412074,34.64,3000-07-01,1350,12800,Chabarovice,F
T412074,43.36,3000-07-02,1350,12800,Chabarovice,F
T412074,31.74,3000-07-03,1350,12800,Chabarovice,F
T412074,35.72,3000-07-04,1350,12800,Chabarovice,F
T412074,29.61,3000-07-05,1350,12800,Chabarovice,F
T412074,69.48,3000-07-06,1350,12800,Chabarovice,F
T412074,54.45,3000-07-07,1350,12800,Chabarovice,F
T412074,64.07,3000-07-08,1350,12800,Chabarovice,F
T412074,85.26,3000-07-09,1350,12800,Chabarovice,F
T412074,38.12,3000-07-10,1350,12800,Chabarovice,F
T412074,61.52,3000-07-11,1350,12800,Chabarovice,F
T412074,56.63,3000-07-12,1350,12800,Chabarovice,F
T412074,56.99,3000-07-13,1350,12800,Chabarovice,F
T412074,45.61,3000-07-14,1350,12800,Chabarovice,F
T412074,34.41,3000-07-15,1350,12800,Chabarovice,F
T412074,29.06,3000-07-16,1350,12800,Chabarovice,F
T412074,39.19,3000-07-17,1350,12800,Chabarovice,F
T412074,47.4,3000-07-18,1350,12800,Chabarovice,F
T412074,42.21,3000-07-19,1350,12800,Chabarovice,F
T412074,32.85,3000-07-20,1350,12800,Chabarovice,F
T412074,45.51,3000-07-21,1350,12800,Chabarovice,F
T412074,36.16,3000-07-22,1350,12800,Chabarovice,F
T412074,42.24,3000-07-23,1350,12800,Chabarovice,F
T412074,40.26,3000-07-24,1350,12800,Chabarovice,F
T412074,41.2,3000-07-25,1350,12800,Chabarovice,F
T412074,57.61,3000-07-26,1350,12800,Chabarovice,F
T412074,18.18,3000-07-27,1350,12800,Chabarovice,F
T412074,34.23,3000-07-28,1350,12800,Chabarovice,F
T412074,26.87,3000-07-29,1350,12800,Chabarovice,F
T412074,26.73,3000-07-30,1350,12800,Chabarovice,F
T412074,39.8,3000-07-31,1350,12800,Chabarovice,F
T412074,53.46,3000-08-01,1350,12800,Chabarovice,F
T412074,56.61,3000-08-02,1350,12800,Chabarovice,F
T412074,69.39,3000-08-03,1350,12800,Chabarovice,F
T412074,61.98,3000-08-04,1350,12800,Chabarovice,F
T412074,61.69,3000-08-05,1350,12800,Chabarovice,F
T412074,29.37,3000-08-06,1350,12800,Chabarovice,F
T412074,28.56,3000-08-07,1350,12800,Chabarovice,F
T412074,33.13,3000-08-08,1350,12800,Chabarovice,F
T412074,57.95,3000-08-09,1350,12800,Chabarovice,F
T412074,50,3000-08-10,1350,12800,Chabarovice,F
T412074,56.46,3000-08-11,1350,12800,Chabarovice,F
T412074,54.72,3000-08-12,1350,12800,Chabarovice,F
T412074,56.02,3000-08-13,1350,12800,Chabarovice,F
T412074,87.82,3000-08-14,1350,12800,Chabarovice,F
T412074,93.4,3000-08-15,1350,12800,Chabarovice,F
T412074,65.54,3000-08-16,1350,12800,Chabarovice,F
T412074,77.5,3000-08-17,1350,12800,Chabarovice,F
T412074,58.25,3000-08-18,1350,12800,Chabarovice,F
T412074,32.46,3000-08-19,1350,12800,Chabarovice,F
T412074,49.32,3000-08-20,1350,12800,Chabarovice,F
T412074,48.49,3000-08-21,1350,12800,Chabarovice,F
T412074,30.9,3000-08-22,1350,12800,Chabarovice,F
T412074,46.45,3000-08-23,1350,12800,Chabarovice,F
T412074,49.17,3000-08-24,1350,12800,Chabarovice,F
T412074,49.5,3000-08-25,1350,12800,Chabarovice,F
T412074,70.86,3000-08-26,1350,12800,Chabarovice,F
T412074,64.69,3000-08-27,1350,12800,Chabarovice,F
T412074,32.11,3000-08-28,1350,12800,Chabarovice,F
T412074,43.09,3000-08-29,1350,12800,Chabarovice,F
T412074,42.17,3000-08-30,1350,12800,Chabarovice,F
T412074,28.04,3000-08-31,1350,12800,Chabarovice,F
T412074,38.78,3000-09-01,1350,12800,Chabarovice,F
T412074,53.83,3000-09-02,1350,12800,Chabarovice,F
T412074,55.12,3000-09-03,1350,12800,Chabarovice,F
T412074,38.4,3000-09-04,1350,12800,Chabarovice,F
T412074,39.84,3000-09-05,1350,12800,Chabarovice,F
T412074,80.7,3000-09-06,1350,12800,Chabarovice,F
T412074,46.87,3000-09-07,1350,12800,Chabarovice,F
T412074,51.76,3000-09-08,1350,12800,Chabarovice,F
T412074,43.74,3000-09-09,1350,12800,Chabarovice,F
T412074,54,3000-09-10,1350,12800,Chabarovice,F
T412074,51.31,3000-09-11,1350,12800,Chabarovice,F
