fishid,diel_period,date,med.activ,mean.activ,sd.activ,tl_mm,weight_g,sex,lake,pit_id
T412075,day,2015-11-10,0.0278427642674294,0.0303979325282769,0.0166526576092306,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-11,0.125962361809306,0.138012083822486,0.0713583587087013,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-11,0.0855697196561119,0.0983578807065375,0.0445350400707566,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-12,0.0281495398810805,0.0312414958548538,0.0192912028636581,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-12,0.0756400807538799,0.0888725860670316,0.0635142256307661,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-13,0.0893574261130278,0.104556916764171,0.0786886275463755,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-13,0.0785142279034451,0.0968228648755866,0.0517529467825584,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-14,0.0756004599606359,0.0938821770594242,0.0645531991357399,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-14,0.133452969848604,0.134901361420474,0.0582261514708414,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-15,0.0728525240870812,0.0804223337336943,0.0563541532825254,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-15,0.0781414553971994,0.0827843957674842,0.0528160778505423,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-16,0.114689755146847,0.117900116406865,0.0622264424284417,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-16,0.0975590855632938,0.110612156551643,0.0610350070043467,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-17,0.0743410750235052,0.0931960370052202,0.0587802288940529,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-17,0.100031206390315,0.102830969026698,0.066383527688464,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-18,0.123113865438651,0.131379169499542,0.0792590171234928,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-18,0.0417170660876208,0.0680170583408034,0.0756525117714076,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-19,0.0623894118647298,0.0753963415078081,0.0553991838507157,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-19,0.00181573698490151,0.0119021854345983,0.0300897207310125,1350,16750,M,Chabarovice,900108000724890
T412075,night,2015-11-20,0.129810224250248,0.119268068844881,0.0469434208795129,1350,16750,M,Chabarovice,900108000724890
T412075,day,2015-11-20,0.0157247856412232,0.0503424954754858,0.0704382952036766,1350,16750,M,Chabarovice,900108000724890
T412076,night,2015-06-01,0.0196955248908437,0.0262284994871328,0.0170098493466078,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-01,0.0174036248167701,0.019996935801855,0.0124990015583493,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-02,0.00859984248580386,0.00743680590704982,0.00462191252388832,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-02,0.0015132235632561,0.00151322361631917,1.48267411172974e-10,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-03,0.02030117213814,0.0288383136045574,0.0306717565124125,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-03,0.0362535401306855,0.0368378341020372,0.00697017377506094,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-04,0.00609571335841938,0.00841123175538526,0.00788262462023838,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-05,0.039610266503208,0.0393425548430827,0.00376112753713712,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-06,0.00808987984125156,0.0103449949077747,0.00741577260626667,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-07,0.0405682126070269,0.0387535125908886,0.021720915661501,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-07,0.00274415136062448,0.00483834898948535,0.00820753084356893,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-08,0.0196325944853548,0.018094312166675,0.0111150695513269,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-08,0.0259459084122577,0.0363075677610193,0.0304914698198092,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-09,0.0479152767043207,0.0568943872368919,0.0398796262772066,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-09,0.0167850742169254,0.024761652086977,0.0290677507478321,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-10,0.0167279724946355,0.0427216803423679,0.050306012832277,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-10,0.00350603420390878,0.00649584905932605,0.0101318747115341,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-11,0.0473741301733156,0.0619614708931126,0.0442289677302332,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-11,0.00950395804741829,0.00973164487637169,0.00425051311936897,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-12,0.173470537782078,0.162264437749037,0.0577558250220395,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-12,0.0451195995575252,0.0587212671262127,0.0475068049548482,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-13,0.0374370383149196,0.0358791613014416,0.0245476855666604,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-14,0.113200898116356,0.0839255809119965,0.0613819520128071,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-14,0.171447004119487,0.142030247681155,0.0646564664526192,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-15,0.0235199164885285,0.0316141969980291,0.0180400951030068,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-15,0.0368861439889165,0.0672122312182149,0.0725058639399609,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-16,0.0122345059122699,0.0228381335335622,0.0214229257515148,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-16,0.024182705917827,0.031650591097257,0.0280040324009874,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-17,0.103586364524626,0.103117676592373,0.0718167504995594,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-17,0.0920862803833166,0.112524433730762,0.0804845330705111,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-18,0.138804323610966,0.105425225587147,0.0854219740596575,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-18,0.0326962250436223,0.0384074422604874,0.0262418180514347,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-19,0.0485881190077593,0.0940583943659287,0.0911751036733988,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-19,0.10301881831491,0.108523913931302,0.0647055858326888,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-20,0.0123145802623347,0.0181066932334,0.0121501475085273,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-20,0.0369863003748053,0.0448545937998496,0.0323194020496271,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-21,0.0156364203574048,0.028837096511474,0.0234557504399448,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-21,0.034684725118913,0.0559548053381426,0.0567846098591962,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-22,0.0232574236904058,0.0387298929758821,0.117434531986217,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-22,0.0330859995782321,0.0410609547319101,0.0364688402224192,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-23,0.0368881633476182,0.0415533952181365,0.027503494525605,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-23,0.0260162397298376,0.0351855413630809,0.0306399473203428,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-24,0.0137798552904386,0.0136064101059888,0.00627487886606794,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-24,0.0532010574293205,0.061671262327702,0.0401424327566894,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-25,0.0465168485587285,0.0358504261518842,0.0294484861000931,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-25,0.0485122580462629,0.0646498809986266,0.0488050586353205,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-26,0.00752893245733345,0.0311106617731187,0.0426321203678252,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-26,0.0280549718455028,0.0334439490338327,0.017618273836632,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-27,0.164390521986611,0.156315418340702,0.058202793425977,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-27,0.00891418019692417,0.0293892753277662,0.0388162973787839,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-28,0.0240146391640614,0.0205588573989623,0.00697037762815862,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-28,0.00136271420109337,0.0168416594438258,0.0306260026353777,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-06-29,0.0935422339635172,0.087447619720421,0.0239276259042415,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-29,,,,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-06-30,,,,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-01,0.228759717332012,0.219655468531624,0.0450824340676703,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-01,0.162088976437104,0.156220617206445,0.05849244395012,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-02,0.2026791661151,0.184548099613881,0.06518820113463,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-02,0.0773725204917897,0.0714775554801414,0.0180581241303631,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-03,0.165719141867741,0.158527320179095,0.0386009693658942,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-03,0.122898690948197,0.140196780320786,0.0403843448679051,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-04,0.205864249814433,0.19444910567941,0.0442742213353639,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-04,0.204519103596676,0.203115469316266,0.0354614202492588,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-05,0.177437035976849,0.150983260094579,0.0720403365222884,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-05,0.0219582948733153,0.0218814334960632,0.000189239895762782,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-06,0.0245104408576815,0.0415991133177693,0.0537922902012439,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-06,0.0489303482448004,0.0610637482635009,0.0436027638998188,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-07,0.25619048063994,0.233518264460701,0.0846040475171473,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-07,0.252246225913755,0.243933232123677,0.0594474400052942,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-08,0.239888762019934,0.213085164449288,0.105961773446002,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-08,0.144713204297369,0.143843063525839,0.0907143282515925,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-09,0.046219894648964,0.0653270839753623,0.0448331898082156,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-09,0.0761580821821497,0.119742613079753,0.100302856665883,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-10,0.0812270617958767,0.0901828844268414,0.0402143785494363,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-10,0.0392107048082506,0.0602628986373082,0.0562115310035953,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-11,0.17544760633019,0.150176710103259,0.0896737837466053,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-11,0.245780478570489,0.239556103235045,0.063184102880445,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-12,0.137955661863844,0.135403277285429,0.0877052367801188,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-12,0.0834904532406597,0.0926301805034767,0.0355452723603805,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-13,0.170448194626006,0.173013106936251,0.1015107707554,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-13,0.0199974770794564,0.0699335817814957,0.0939257476588259,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-14,0.170299333630266,0.177386850450301,0.0823858821147803,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-14,0.0519465928154245,0.0677983126494775,0.0652500310102539,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-15,0.0679743323458504,0.0882082614530994,0.0833738991814013,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-15,0.029325020351578,0.0759933407784118,0.0942426087411891,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-16,0.0288660323347803,0.0267189264773051,0.00756428460543295,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-16,0.024226663374987,0.0249080036123983,0.0192528502761805,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-17,0.119698898631422,0.119677001933958,0.0764053260525004,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-17,0.0380281306764987,0.0761020101917694,0.0725388343954077,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-18,0.0192463924056998,0.0443077044414423,0.0714247031382768,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-18,0.0341452721269981,0.0750606847962165,0.0856533905915382,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-19,0.0390171626826739,0.0970644911700897,0.126906114588079,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-19,0.128280698928328,0.144809377143829,0.0964410628706635,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-20,0.0399487269722622,0.0620085804435625,0.0565844544311567,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-20,0.0575841704977358,0.0924778510016837,0.0899194109521249,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-21,0.0204990398577481,0.0397697645838571,0.0434621334458914,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-21,0.0448418528411498,0.0817481686653843,0.0876817339359976,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-22,0.0942949022272178,0.086082659454153,0.120979682924571,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-22,0.0517989667704059,0.0885887146894719,0.0841032732677086,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-23,0.092460578943458,0.101131159014059,0.0747626454050331,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-23,0.469823433238908,0.399944077366126,0.241600075247146,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-24,0.0330554128041212,0.0392079202870718,0.025926626041004,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-24,0.0361727733494915,0.0501814533539534,0.0404443699326879,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-25,0.00990372305626992,0.0160115140153236,0.014196756727677,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-25,0.0894777693502702,0.111699730842689,0.0853820603818657,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-26,0.0116248081514332,0.011998227731395,0.00742163163618121,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-26,0.0405524829088433,0.0776680039768223,0.0829732833618132,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-27,0.00617344548665258,0.00869680607520542,0.0103003932317972,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-27,0.0368717841894708,0.0639141058672818,0.0712976661118295,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-28,0.0151281798244989,0.0166671309011004,0.00894932837960162,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-28,0.0326784704984866,0.0716989559178251,0.080928667481515,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-29,0.00988693489125726,0.0123846048105658,0.0168831471749383,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-29,0.0261911126997407,0.0359110861589587,0.0296567043194452,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-30,0.0342315376902987,0.0479707588867111,0.0404693769196651,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-30,0.00179603875413743,0.0214431274838414,0.0543192327509422,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-07-31,0.0310648723677292,0.0372869777487006,0.0349570672070959,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-07-31,0.00546819554137645,0.0300164625319831,0.0585415454365705,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-01,0.100249413350239,0.107910078656835,0.0742718516964253,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-01,0.00270350413238143,0.0311420835185108,0.0625859527414559,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-02,0.0956149346646104,0.108939536204427,0.0699034495557704,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-02,0.00422017952645527,0.0128074179761269,0.0262699006614253,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-03,0.0753042140874629,0.0862185331918223,0.061384132312433,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-03,0.00756198578589969,0.0257445861193652,0.0421221844267235,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-04,0.0701370528075029,0.0920953605553074,0.0755066877919199,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-04,0.00433640232275264,0.0289759447755476,0.059111221224997,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-05,0.136625027168136,0.140723906673312,0.0846969274641659,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-05,0.0209232026322721,0.0354567465432824,0.0401995421057531,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-06,0.0332935817365609,0.0530300248375069,0.0499519507476107,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-06,0.00473177727668931,0.0661817817099186,0.100246748588069,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-07,0.00109503373569723,0.00556737263260411,0.00821568091451121,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-07,0.042162031050099,0.0430711020133843,0.0224196147284557,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-08,0.0718992533134704,0.072673671685823,0.0415011625372161,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-08,0.0332348244618427,0.0625356065931659,0.060791250669127,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-09,0.170079047855825,0.162833295346989,0.0781355482297453,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-09,0.0715468513657845,0.0864032472036446,0.0583183362757594,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-10,0.10755644815384,0.125758903641447,0.097018963764125,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-10,0.0695549893954524,0.0954414375935674,0.0916661839374753,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-11,0.0715667140258527,0.111470142212055,0.0993557879724105,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-11,0.0401504718220905,0.0577145119219319,0.0543651182242765,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-12,0.0179178017128364,0.0291762983913414,0.0248654748203931,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-12,0.179216044458886,0.163484294801576,0.0883224875799682,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-13,0.0315107178326508,0.0399894236979761,0.0275857627063996,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-13,0.0674786811835229,0.102320902541651,0.0879991626345674,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-14,0.0259725388579336,0.0282499148718121,0.018893098861676,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-14,0.086950653993407,0.118332495373542,0.104318978789092,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-15,0.0379781546591609,0.0557803025402551,0.0519264221302604,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-15,0.122032947242372,0.130573170557325,0.0787251273632071,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-16,0.0278293604544144,0.0316892785755908,0.024177361155248,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-16,0.100714889554528,0.120810839264213,0.0786109594477722,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-17,0.0214743248685494,0.0289115748629033,0.0245853910098645,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-17,0.0911136410027142,0.0995872976321957,0.074858854554933,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-18,0.0196577872796844,0.0237444214282365,0.0155586367291753,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-18,0.0530187829551022,0.100271841233747,0.0953200811428057,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-19,0.0312923385547587,0.033222129416641,0.0241217832733021,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-19,0.112275031938307,0.115833303164531,0.0783202451929092,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-20,0.0840313637527168,0.0854761411521292,0.0426932868165606,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-20,0.174208518097696,0.17358723670362,0.0828094342230591,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-21,0.070002598687591,0.0804879282399602,0.0631409311226107,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-21,0.0264686275975308,0.0561821171415197,0.0672383316097373,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-22,0.0555805442112184,0.0724832283388382,0.0560142061625493,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-22,0.15060158358793,0.160983713576826,0.084679745206753,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-23,0.042915214299977,0.0647240008170282,0.0604599924424937,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-23,0.0640714887437217,0.0922629325568636,0.0743141037744348,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-24,0.0891746153016922,0.0957952311256044,0.0627273537645812,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-24,0.082218530187558,0.106731785953502,0.0785106099800337,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-25,0.0186221261464449,0.0307728563659137,0.0266234674075916,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-25,0.114143098901326,0.131762652949643,0.095644059990583,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-26,0.0871992733482979,0.0938516588060506,0.0743882624500875,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-26,0.0556214970208604,0.0783903293442164,0.0650126838128274,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-27,0.144461222149518,0.142677991267578,0.0828977145255658,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-27,0.14478839517413,0.143452821945932,0.102065532277462,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-28,0.0533444880566345,0.0762269750077819,0.0723175712168759,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-28,0.0666106014218031,0.115356997613922,0.117362044330898,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-29,0.112206463372113,0.11940618663287,0.0711207799383956,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-29,0.158992444686706,0.157015899170414,0.0949401202531953,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-30,0.108199549463108,0.110977131137327,0.0594534154584335,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-30,0.0729749878317715,0.105129476803925,0.102621875389231,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-08-31,0.0203425750914074,0.0262528620363924,0.0205333850551366,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-08-31,0.0128143570636882,0.0400596064905121,0.050052411110883,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-01,0.0533185254721318,0.0750674813593052,0.0666844651077887,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-01,0.0414336488439312,0.0700736298263323,0.0661377673122471,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-02,0.06086319548893,0.0761543290837758,0.0630641422583986,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-02,0.149365096498852,0.147258387382241,0.0745765417919076,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-03,0.0605964577004431,0.0802598666073526,0.0607263243437139,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-03,0.144664466611721,0.139523899966723,0.0739051618170743,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-04,0.0883410064873952,0.0978920693128872,0.0707028251539956,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-04,0.165172157915448,0.165189699341967,0.0907587366961738,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-05,0.0854697284402033,0.105507389648953,0.0786498404670807,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-05,0.139032700172683,0.145239606267459,0.0914675725619976,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-06,0.0337402373606512,0.0412934318901902,0.0342756339328894,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-06,0.121877184584507,0.136858620123754,0.0930507534964028,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-07,0.114113241333875,0.110673825761078,0.066973895366373,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-07,0.0938675534869784,0.104642107611482,0.0754402646462602,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-08,0.0318200056612502,0.0543521565827874,0.0591917514927077,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-08,0.149156788597389,0.149672440621284,0.0835094377569843,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-09,0.129851360071046,0.120889954100162,0.0576783529531796,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-09,0.139904852986577,0.138805252934902,0.0650737240760807,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-10,0.154640631768141,0.149527547864338,0.0699017430876888,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-10,0.177202112859689,0.171910531114652,0.0670097725030396,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-11,0.1353493542259,0.137679947354791,0.0722794868688175,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-11,0.138113182619758,0.128871225170627,0.0677590445050032,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-12,0.167043409722797,0.165036537389209,0.0727221961498662,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-12,0.158515686722955,0.15876684340731,0.0707590732856061,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-13,0.149831183821011,0.150295270153962,0.0660683163639647,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-13,0.0959584121805113,0.106184484585889,0.064924108426416,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-14,0.1354340651451,0.138004281079346,0.0902477496574012,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-14,0.0759148344212398,0.087237814509265,0.062668954134879,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-15,0.0582255031344306,0.0871927533784518,0.0814649247073878,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-15,0.0623171691139673,0.0833005581116778,0.0793809491095959,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-16,0.067503620096662,0.0824413351372255,0.0729677811144566,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-16,0.019587278865861,0.0488402450520699,0.0670849319267775,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-17,0.0213483171423364,0.0791279509142532,0.0984978517915449,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-17,0.0326162640471191,0.0715694606999315,0.0794599345605101,930,4780,F,Chabarovice,900108000724547
T412076,night,2015-09-18,0.0918949725537946,0.103504634738824,0.0553133996847082,930,4780,F,Chabarovice,900108000724547
T412076,day,2015-09-18,0.0764348827156835,0.0973616793355416,0.067422614377605,930,4780,F,Chabarovice,900108000724547
