fishid,ka,date,diel_period,tl_mm,weight_g,lake,sex
T412077,5.47,3000-10-18,night,990,6200,Chabarovice,M
T412077,2.71,3000-10-19,night,990,6200,Chabarovice,M
T412077,3.88,3000-10-20,night,990,6200,Chabarovice,M
T412077,2.04,3000-10-21,night,990,6200,Chabarovice,M
T412077,3.9,3000-10-22,night,990,6200,Chabarovice,M
T412077,2.67,3000-10-23,night,990,6200,Chabarovice,M
T412077,3.72,3000-10-24,night,990,6200,Chabarovice,M
T412077,2.44,3000-10-25,night,990,6200,Chabarovice,M
T412077,2.33,3000-10-26,night,990,6200,Chabarovice,M
T412077,1.08,3000-10-27,night,990,6200,Chabarovice,M
T412077,0.97,3000-10-28,night,990,6200,Chabarovice,M
T412077,2.88,3000-10-29,night,990,6200,Chabarovice,M
T412077,2.18,3000-10-30,night,990,6200,Chabarovice,M
T412077,1.78,3000-10-31,night,990,6200,Chabarovice,M
T412077,1.42,3000-11-01,night,990,6200,Chabarovice,M
T412077,1.77,3000-11-02,night,990,6200,Chabarovice,M
T412077,1.88,3000-11-03,night,990,6200,Chabarovice,M
T412077,1.7,3000-11-04,night,990,6200,Chabarovice,M
T412077,1.84,3000-11-05,night,990,6200,Chabarovice,M
T412077,2.56,3000-11-06,night,990,6200,Chabarovice,M
T412077,1.56,3000-11-07,night,990,6200,Chabarovice,M
T412077,2.01,3000-11-08,night,990,6200,Chabarovice,M
T412077,1.41,3000-11-09,night,990,6200,Chabarovice,M
T412077,1.63,3000-11-10,night,990,6200,Chabarovice,M
T412077,2.12,3000-11-11,night,990,6200,Chabarovice,M
T412077,3.4,3000-11-12,night,990,6200,Chabarovice,M
T412077,3.65,3000-11-13,night,990,6200,Chabarovice,M
T412077,1.05,3000-11-14,day,990,6200,Chabarovice,M
T412077,1.88,3000-11-14,night,990,6200,Chabarovice,M
T412077,3.02,3000-11-15,night,990,6200,Chabarovice,M
T412077,2.96,3000-11-16,night,990,6200,Chabarovice,M
T412077,2.11,3000-11-17,night,990,6200,Chabarovice,M
T412077,3.86,3000-11-18,night,990,6200,Chabarovice,M
T412077,2.73,3000-11-19,night,990,6200,Chabarovice,M
T412077,3.16,3000-11-20,night,990,6200,Chabarovice,M
T412078,24.17,3000-06-01,day,1580,23500,Chabarovice,M
T412078,19.96,3000-06-01,night,1580,23500,Chabarovice,M
T412078,1.72,3000-06-02,day,1580,23500,Chabarovice,M
T412078,18.23,3000-06-02,night,1580,23500,Chabarovice,M
T412078,18.28,3000-06-03,day,1580,23500,Chabarovice,M
T412078,35.14,3000-06-03,night,1580,23500,Chabarovice,M
T412078,28.58,3000-06-04,day,1580,23500,Chabarovice,M
T412078,40.46,3000-06-04,night,1580,23500,Chabarovice,M
T412078,1.75,3000-06-05,day,1580,23500,Chabarovice,M
T412078,29.95,3000-06-05,night,1580,23500,Chabarovice,M
T412078,18.82,3000-06-06,day,1580,23500,Chabarovice,M
T412078,19.08,3000-06-06,night,1580,23500,Chabarovice,M
T412078,65.53,3000-06-07,day,1580,23500,Chabarovice,M
T412078,52.52,3000-06-07,night,1580,23500,Chabarovice,M
T412078,9.15,3000-06-08,day,1580,23500,Chabarovice,M
T412078,11.57,3000-06-08,night,1580,23500,Chabarovice,M
T412078,11.57,3000-06-09,day,1580,23500,Chabarovice,M
T412078,7.47,3000-06-09,night,1580,23500,Chabarovice,M
T412078,42.99,3000-06-10,day,1580,23500,Chabarovice,M
T412078,43.61,3000-06-10,night,1580,23500,Chabarovice,M
T412078,21.69,3000-06-11,day,1580,23500,Chabarovice,M
T412078,44.45,3000-06-11,night,1580,23500,Chabarovice,M
T412078,20.23,3000-06-12,day,1580,23500,Chabarovice,M
T412078,14.63,3000-06-12,night,1580,23500,Chabarovice,M
T412078,9.39,3000-06-13,day,1580,23500,Chabarovice,M
T412078,32.16,3000-06-13,night,1580,23500,Chabarovice,M
T412078,14.63,3000-06-14,day,1580,23500,Chabarovice,M
T412078,22.28,3000-06-14,night,1580,23500,Chabarovice,M
T412078,6.55,3000-06-15,day,1580,23500,Chabarovice,M
T412078,12.63,3000-06-15,night,1580,23500,Chabarovice,M
T412078,4.78,3000-06-16,day,1580,23500,Chabarovice,M
T412078,31.05,3000-06-16,night,1580,23500,Chabarovice,M
T412078,1.53,3000-06-17,day,1580,23500,Chabarovice,M
T412078,12.86,3000-06-17,night,1580,23500,Chabarovice,M
T412078,42.34,3000-06-18,day,1580,23500,Chabarovice,M
T412078,9.3,3000-06-18,night,1580,23500,Chabarovice,M
T412078,74.7,3000-06-19,day,1580,23500,Chabarovice,M
T412078,33.5,3000-06-19,night,1580,23500,Chabarovice,M
T412078,64.8,3000-06-20,day,1580,23500,Chabarovice,M
T412078,58.5,3000-06-20,night,1580,23500,Chabarovice,M
T412078,51.38,3000-06-21,day,1580,23500,Chabarovice,M
T412078,48.5,3000-06-21,night,1580,23500,Chabarovice,M
T412078,53.07,3000-06-22,day,1580,23500,Chabarovice,M
T412078,20.1,3000-06-22,night,1580,23500,Chabarovice,M
T412078,58.31,3000-06-23,day,1580,23500,Chabarovice,M
T412078,26.64,3000-06-23,night,1580,23500,Chabarovice,M
T412078,38.67,3000-06-24,day,1580,23500,Chabarovice,M
T412078,12.57,3000-06-24,night,1580,23500,Chabarovice,M
T412078,16.87,3000-06-25,day,1580,23500,Chabarovice,M
T412078,7.17,3000-06-25,night,1580,23500,Chabarovice,M
T412078,14.41,3000-06-26,day,1580,23500,Chabarovice,M
T412078,12.94,3000-06-26,night,1580,23500,Chabarovice,M
T412078,11.7,3000-06-27,day,1580,23500,Chabarovice,M
T412078,15.07,3000-06-27,night,1580,23500,Chabarovice,M
T412078,33.79,3000-06-28,day,1580,23500,Chabarovice,M
T412078,12.25,3000-06-28,night,1580,23500,Chabarovice,M
T412078,54.49,3000-06-29,day,1580,23500,Chabarovice,M
T412078,7.24,3000-06-29,night,1580,23500,Chabarovice,M
T412078,38.72,3000-06-30,day,1580,23500,Chabarovice,M
T412078,9.34,3000-06-30,night,1580,23500,Chabarovice,M
T412078,16.16,3000-07-01,day,1580,23500,Chabarovice,M
T412078,6.02,3000-07-01,night,1580,23500,Chabarovice,M
T412078,3.91,3000-07-02,day,1580,23500,Chabarovice,M
T412078,8.54,3000-07-03,day,1580,23500,Chabarovice,M
T412078,4.53,3000-07-04,day,1580,23500,Chabarovice,M
T412078,7.47,3000-07-05,day,1580,23500,Chabarovice,M
T412078,89.52,3000-07-06,day,1580,23500,Chabarovice,M
T412078,15.2,3000-07-06,night,1580,23500,Chabarovice,M
T412078,22.74,3000-07-07,night,1580,23500,Chabarovice,M
T412078,54.35,3000-07-08,day,1580,23500,Chabarovice,M
T412078,35.85,3000-07-08,night,1580,23500,Chabarovice,M
T412078,59.42,3000-07-09,day,1580,23500,Chabarovice,M
T412078,55.38,3000-07-09,night,1580,23500,Chabarovice,M
T412078,27.89,3000-07-10,day,1580,23500,Chabarovice,M
T412078,20.53,3000-07-10,night,1580,23500,Chabarovice,M
T412078,36.12,3000-07-11,day,1580,23500,Chabarovice,M
T412078,22.98,3000-07-11,night,1580,23500,Chabarovice,M
T412078,5.53,3000-07-12,day,1580,23500,Chabarovice,M
T412078,42.22,3000-07-12,night,1580,23500,Chabarovice,M
T412078,8.44,3000-07-13,day,1580,23500,Chabarovice,M
T412078,30.42,3000-07-13,night,1580,23500,Chabarovice,M
T412078,44.7,3000-07-14,day,1580,23500,Chabarovice,M
T412078,17.9,3000-07-14,night,1580,23500,Chabarovice,M
T412078,80.03,3000-07-15,day,1580,23500,Chabarovice,M
T412078,42.49,3000-07-15,night,1580,23500,Chabarovice,M
T412078,68.77,3000-07-16,day,1580,23500,Chabarovice,M
T412078,24.31,3000-07-16,night,1580,23500,Chabarovice,M
T412078,7.29,3000-07-17,day,1580,23500,Chabarovice,M
T412078,31.82,3000-07-17,night,1580,23500,Chabarovice,M
T412078,23.7,3000-07-18,day,1580,23500,Chabarovice,M
T412078,58.03,3000-07-18,night,1580,23500,Chabarovice,M
T412078,35.1,3000-07-19,day,1580,23500,Chabarovice,M
T412078,52.05,3000-07-19,night,1580,23500,Chabarovice,M
T412078,56.83,3000-07-20,day,1580,23500,Chabarovice,M
T412078,24.18,3000-07-20,night,1580,23500,Chabarovice,M
T412078,7.34,3000-07-21,day,1580,23500,Chabarovice,M
T412078,29.88,3000-07-21,night,1580,23500,Chabarovice,M
T412078,5.88,3000-07-22,day,1580,23500,Chabarovice,M
T412078,23.95,3000-07-22,night,1580,23500,Chabarovice,M
T412078,64.66,3000-07-23,day,1580,23500,Chabarovice,M
T412078,75.81,3000-07-23,night,1580,23500,Chabarovice,M
T412078,74.26,3000-07-24,day,1580,23500,Chabarovice,M
T412078,55.66,3000-07-24,night,1580,23500,Chabarovice,M
T412078,31.87,3000-07-25,day,1580,23500,Chabarovice,M
T412078,66.44,3000-07-25,night,1580,23500,Chabarovice,M
T412078,57.19,3000-07-26,day,1580,23500,Chabarovice,M
T412078,41.65,3000-07-26,night,1580,23500,Chabarovice,M
T412078,44.09,3000-07-27,day,1580,23500,Chabarovice,M
T412078,33.83,3000-07-27,night,1580,23500,Chabarovice,M
T412078,53.08,3000-07-28,day,1580,23500,Chabarovice,M
T412078,16.14,3000-07-28,night,1580,23500,Chabarovice,M
T412078,50.97,3000-07-29,day,1580,23500,Chabarovice,M
T412078,26.21,3000-07-29,night,1580,23500,Chabarovice,M
T412078,64.82,3000-07-30,day,1580,23500,Chabarovice,M
T412078,34.5,3000-07-30,night,1580,23500,Chabarovice,M
T412078,44.52,3000-07-31,day,1580,23500,Chabarovice,M
T412078,29.45,3000-07-31,night,1580,23500,Chabarovice,M
T412078,41.42,3000-08-01,day,1580,23500,Chabarovice,M
T412078,52.5,3000-08-01,night,1580,23500,Chabarovice,M
T412078,65.43,3000-08-02,day,1580,23500,Chabarovice,M
T412078,38.03,3000-08-02,night,1580,23500,Chabarovice,M
T412078,51.69,3000-08-03,day,1580,23500,Chabarovice,M
T412078,30.42,3000-08-03,night,1580,23500,Chabarovice,M
T412078,58.99,3000-08-04,day,1580,23500,Chabarovice,M
T412078,31.34,3000-08-04,night,1580,23500,Chabarovice,M
T412078,44.38,3000-08-05,day,1580,23500,Chabarovice,M
T412078,26.02,3000-08-05,night,1580,23500,Chabarovice,M
T412078,55.62,3000-08-06,day,1580,23500,Chabarovice,M
T412078,13.26,3000-08-06,night,1580,23500,Chabarovice,M
T412078,12.14,3000-08-07,day,1580,23500,Chabarovice,M
T412078,14.61,3000-08-07,night,1580,23500,Chabarovice,M
T412078,27.93,3000-08-08,day,1580,23500,Chabarovice,M
T412078,11.61,3000-08-08,night,1580,23500,Chabarovice,M
T412078,63.24,3000-08-09,day,1580,23500,Chabarovice,M
T412078,38.17,3000-08-09,night,1580,23500,Chabarovice,M
T412078,62.56,3000-08-10,day,1580,23500,Chabarovice,M
T412078,32.25,3000-08-10,night,1580,23500,Chabarovice,M
T412078,34.71,3000-08-11,day,1580,23500,Chabarovice,M
T412078,33.36,3000-08-11,night,1580,23500,Chabarovice,M
T412078,66.57,3000-08-12,day,1580,23500,Chabarovice,M
T412078,33.96,3000-08-12,night,1580,23500,Chabarovice,M
T412078,39.94,3000-08-13,day,1580,23500,Chabarovice,M
T412078,19.98,3000-08-13,night,1580,23500,Chabarovice,M
T412078,59.2,3000-08-14,day,1580,23500,Chabarovice,M
T412078,48.57,3000-08-14,night,1580,23500,Chabarovice,M
T412078,61.76,3000-08-15,day,1580,23500,Chabarovice,M
T412078,71.75,3000-08-15,night,1580,23500,Chabarovice,M
T412078,40.31,3000-08-16,day,1580,23500,Chabarovice,M
T412078,40.18,3000-08-16,night,1580,23500,Chabarovice,M
T412078,34.41,3000-08-17,day,1580,23500,Chabarovice,M
T412078,44.45,3000-08-17,night,1580,23500,Chabarovice,M
T412078,54.24,3000-08-18,day,1580,23500,Chabarovice,M
T412078,38.23,3000-08-18,night,1580,23500,Chabarovice,M
T412078,26.38,3000-08-19,day,1580,23500,Chabarovice,M
T412078,24.75,3000-08-19,night,1580,23500,Chabarovice,M
T412078,68.02,3000-08-20,day,1580,23500,Chabarovice,M
T412078,14.85,3000-08-20,night,1580,23500,Chabarovice,M
T412078,32.47,3000-08-21,day,1580,23500,Chabarovice,M
T412078,26.71,3000-08-21,night,1580,23500,Chabarovice,M
T412078,39.97,3000-08-22,day,1580,23500,Chabarovice,M
T412078,22.76,3000-08-22,night,1580,23500,Chabarovice,M
T412078,34.22,3000-08-23,day,1580,23500,Chabarovice,M
T412078,25.21,3000-08-23,night,1580,23500,Chabarovice,M
T412078,24.5,3000-08-24,day,1580,23500,Chabarovice,M
T412078,16.84,3000-08-24,night,1580,23500,Chabarovice,M
T412078,22.83,3000-08-25,day,1580,23500,Chabarovice,M
T412078,16.52,3000-08-25,night,1580,23500,Chabarovice,M
T412078,27.38,3000-08-26,day,1580,23500,Chabarovice,M
T412078,26.91,3000-08-26,night,1580,23500,Chabarovice,M
T412078,13.96,3000-08-27,day,1580,23500,Chabarovice,M
T412078,22.2,3000-08-27,night,1580,23500,Chabarovice,M
T412078,11.46,3000-08-28,day,1580,23500,Chabarovice,M
T412078,16.98,3000-08-28,night,1580,23500,Chabarovice,M
T412078,25.84,3000-08-29,day,1580,23500,Chabarovice,M
T412078,11.85,3000-08-29,night,1580,23500,Chabarovice,M
T412078,35.25,3000-08-30,day,1580,23500,Chabarovice,M
T412078,12.32,3000-08-30,night,1580,23500,Chabarovice,M
T412078,41.14,3000-08-31,day,1580,23500,Chabarovice,M
T412078,7.84,3000-08-31,night,1580,23500,Chabarovice,M
T412078,28.8,3000-09-01,day,1580,23500,Chabarovice,M
T412078,17.72,3000-09-01,night,1580,23500,Chabarovice,M
T412078,40.23,3000-09-02,day,1580,23500,Chabarovice,M
T412078,30.26,3000-09-02,night,1580,23500,Chabarovice,M
T412078,49.3,3000-09-03,day,1580,23500,Chabarovice,M
T412078,8.46,3000-09-03,night,1580,23500,Chabarovice,M
T412078,41.1,3000-09-04,day,1580,23500,Chabarovice,M
T412078,25.48,3000-09-04,night,1580,23500,Chabarovice,M
T412078,54.57,3000-09-05,day,1580,23500,Chabarovice,M
T412078,39.8,3000-09-05,night,1580,23500,Chabarovice,M
T412078,83.43,3000-09-06,day,1580,23500,Chabarovice,M
T412078,47.16,3000-09-06,night,1580,23500,Chabarovice,M
T412078,54.61,3000-09-07,day,1580,23500,Chabarovice,M
T412078,17.32,3000-09-07,night,1580,23500,Chabarovice,M
T412078,47.49,3000-09-08,day,1580,23500,Chabarovice,M
T412078,23.14,3000-09-08,night,1580,23500,Chabarovice,M
T412078,45.11,3000-09-09,day,1580,23500,Chabarovice,M
T412078,33.98,3000-09-09,night,1580,23500,Chabarovice,M
T412078,46.01,3000-09-10,day,1580,23500,Chabarovice,M
T412078,13.89,3000-09-10,night,1580,23500,Chabarovice,M
T412078,29.97,3000-09-11,day,1580,23500,Chabarovice,M
T412078,13.11,3000-09-11,night,1580,23500,Chabarovice,M
T412078,30.49,3000-09-12,day,1580,23500,Chabarovice,M
T412078,20.4,3000-09-12,night,1580,23500,Chabarovice,M
T412078,40.54,3000-09-13,day,1580,23500,Chabarovice,M
T412078,14.78,3000-09-13,night,1580,23500,Chabarovice,M
T412078,50.6,3000-09-14,day,1580,23500,Chabarovice,M
T412078,32.84,3000-09-14,night,1580,23500,Chabarovice,M
T412078,26.31,3000-09-15,day,1580,23500,Chabarovice,M
T412078,40.66,3000-09-15,night,1580,23500,Chabarovice,M
T412078,36.31,3000-09-16,day,1580,23500,Chabarovice,M
T412078,39.6,3000-09-16,night,1580,23500,Chabarovice,M
T412078,7.83,3000-09-17,day,1580,23500,Chabarovice,M
T412078,20.39,3000-09-17,night,1580,23500,Chabarovice,M
T412078,22.59,3000-09-18,day,1580,23500,Chabarovice,M
T412078,15.93,3000-09-18,night,1580,23500,Chabarovice,M
T412078,22.37,3000-09-19,day,1580,23500,Chabarovice,M
T412078,10.42,3000-09-19,night,1580,23500,Chabarovice,M
T412078,18.42,3000-09-20,day,1580,23500,Chabarovice,M
T412078,19.93,3000-09-20,night,1580,23500,Chabarovice,M
T412078,31.57,3000-09-21,day,1580,23500,Chabarovice,M
T412078,23.08,3000-09-21,night,1580,23500,Chabarovice,M
T412078,28.37,3000-09-22,day,1580,23500,Chabarovice,M
T412078,28.03,3000-09-22,night,1580,23500,Chabarovice,M
T412078,7.77,3000-09-23,day,1580,23500,Chabarovice,M
T412078,15.91,3000-09-23,night,1580,23500,Chabarovice,M
T412078,25.06,3000-09-24,day,1580,23500,Chabarovice,M
T412078,31.25,3000-09-24,night,1580,23500,Chabarovice,M
T412078,36.81,3000-09-25,day,1580,23500,Chabarovice,M
T412078,35.59,3000-09-25,night,1580,23500,Chabarovice,M
T412078,58.63,3000-09-26,day,1580,23500,Chabarovice,M
T412078,25.49,3000-09-26,night,1580,23500,Chabarovice,M
T412078,55.47,3000-09-27,day,1580,23500,Chabarovice,M
T412078,14.3,3000-09-27,night,1580,23500,Chabarovice,M
T412078,35.7,3000-09-28,day,1580,23500,Chabarovice,M
T412078,24.72,3000-09-28,night,1580,23500,Chabarovice,M
T412078,26.82,3000-09-29,day,1580,23500,Chabarovice,M
T412078,11.7,3000-09-29,night,1580,23500,Chabarovice,M
T412078,36.74,3000-09-30,day,1580,23500,Chabarovice,M
T412078,30.35,3000-09-30,night,1580,23500,Chabarovice,M
T412078,33.11,3000-10-01,day,1580,23500,Chabarovice,M
T412078,37.11,3000-10-01,night,1580,23500,Chabarovice,M
T412078,11.11,3000-10-02,day,1580,23500,Chabarovice,M
T412078,18.95,3000-10-02,night,1580,23500,Chabarovice,M
T412078,31.07,3000-10-03,day,1580,23500,Chabarovice,M
T412078,26.1,3000-10-03,night,1580,23500,Chabarovice,M
T412078,30.59,3000-10-04,day,1580,23500,Chabarovice,M
T412078,15.2,3000-10-04,night,1580,23500,Chabarovice,M
T412078,39.83,3000-10-05,day,1580,23500,Chabarovice,M
T412078,7.35,3000-10-05,night,1580,23500,Chabarovice,M
T412078,9.44,3000-10-06,day,1580,23500,Chabarovice,M
T412078,23.94,3000-10-06,night,1580,23500,Chabarovice,M
T412078,17.1,3000-10-07,day,1580,23500,Chabarovice,M
T412078,24.38,3000-10-07,night,1580,23500,Chabarovice,M
T412078,20.06,3000-10-08,day,1580,23500,Chabarovice,M
T412078,36,3000-10-08,night,1580,23500,Chabarovice,M
T412078,34.84,3000-10-09,day,1580,23500,Chabarovice,M
T412078,20.43,3000-10-09,night,1580,23500,Chabarovice,M
T412078,23.47,3000-10-10,day,1580,23500,Chabarovice,M
T412078,24.37,3000-10-10,night,1580,23500,Chabarovice,M
T412078,29.21,3000-10-11,day,1580,23500,Chabarovice,M
T412078,28.49,3000-10-11,night,1580,23500,Chabarovice,M
T412078,23.07,3000-10-12,day,1580,23500,Chabarovice,M
T412078,4.8,3000-10-12,night,1580,23500,Chabarovice,M
T412078,18.09,3000-10-13,day,1580,23500,Chabarovice,M
T412078,24.52,3000-10-13,night,1580,23500,Chabarovice,M
T412078,9.44,3000-10-14,day,1580,23500,Chabarovice,M
T412078,31.73,3000-10-14,night,1580,23500,Chabarovice,M
T412078,18.05,3000-10-15,day,1580,23500,Chabarovice,M
T412078,25.46,3000-10-15,night,1580,23500,Chabarovice,M
T412078,4.95,3000-10-16,day,1580,23500,Chabarovice,M
T412078,23.29,3000-10-16,night,1580,23500,Chabarovice,M
T412078,5.74,3000-10-17,day,1580,23500,Chabarovice,M
T412078,23.35,3000-10-17,night,1580,23500,Chabarovice,M
T412078,7.58,3000-10-18,day,1580,23500,Chabarovice,M
T412078,18.88,3000-10-18,night,1580,23500,Chabarovice,M
T412078,2.81,3000-10-19,day,1580,23500,Chabarovice,M
T412078,4.52,3000-10-19,night,1580,23500,Chabarovice,M
T412078,14.26,3000-10-20,day,1580,23500,Chabarovice,M
T412078,8.64,3000-10-20,night,1580,23500,Chabarovice,M
T412078,2.52,3000-10-21,day,1580,23500,Chabarovice,M
T412078,10.42,3000-10-21,night,1580,23500,Chabarovice,M
T412078,2.23,3000-10-22,day,1580,23500,Chabarovice,M
T412078,25.36,3000-10-22,night,1580,23500,Chabarovice,M
T412078,7.38,3000-10-23,day,1580,23500,Chabarovice,M
T412078,7.18,3000-10-23,night,1580,23500,Chabarovice,M
T412078,5.37,3000-10-24,day,1580,23500,Chabarovice,M
T412078,18.1,3000-10-24,night,1580,23500,Chabarovice,M
T412078,22.84,3000-10-25,day,1580,23500,Chabarovice,M
T412078,10.97,3000-10-25,night,1580,23500,Chabarovice,M
T412078,22.13,3000-10-26,day,1580,23500,Chabarovice,M
T412078,34.73,3000-10-26,night,1580,23500,Chabarovice,M
T412078,7.15,3000-10-27,day,1580,23500,Chabarovice,M
T412078,10.58,3000-10-27,night,1580,23500,Chabarovice,M
T412078,1.91,3000-10-28,day,1580,23500,Chabarovice,M
T412078,29.6,3000-10-28,night,1580,23500,Chabarovice,M
T412078,22.34,3000-10-29,day,1580,23500,Chabarovice,M
T412078,15.35,3000-10-29,night,1580,23500,Chabarovice,M
T412078,33.09,3000-10-30,day,1580,23500,Chabarovice,M
T412078,22.03,3000-10-30,night,1580,23500,Chabarovice,M
T412078,2.34,3000-10-31,day,1580,23500,Chabarovice,M
T412078,5.87,3000-10-31,night,1580,23500,Chabarovice,M
T412078,2.76,3000-11-01,day,1580,23500,Chabarovice,M
T412078,6.34,3000-11-01,night,1580,23500,Chabarovice,M
T412078,5.4,3000-11-02,day,1580,23500,Chabarovice,M
T412078,10,3000-11-02,night,1580,23500,Chabarovice,M
T412078,11.25,3000-11-03,day,1580,23500,Chabarovice,M
T412078,14.64,3000-11-03,night,1580,23500,Chabarovice,M
T412078,2.46,3000-11-04,day,1580,23500,Chabarovice,M
T412078,11.92,3000-11-04,night,1580,23500,Chabarovice,M
T412078,2.73,3000-11-05,day,1580,23500,Chabarovice,M
T412078,8.13,3000-11-05,night,1580,23500,Chabarovice,M
T412078,5.09,3000-11-06,day,1580,23500,Chabarovice,M
T412078,10.54,3000-11-06,night,1580,23500,Chabarovice,M
T412078,4.1,3000-11-07,day,1580,23500,Chabarovice,M
T412078,11.88,3000-11-07,night,1580,23500,Chabarovice,M
T412078,10.54,3000-11-08,day,1580,23500,Chabarovice,M
T412078,9.49,3000-11-08,night,1580,23500,Chabarovice,M
T412078,36.35,3000-11-09,day,1580,23500,Chabarovice,M
T412078,18.63,3000-11-09,night,1580,23500,Chabarovice,M
T412078,1.71,3000-11-10,day,1580,23500,Chabarovice,M
T412078,5.45,3000-11-10,night,1580,23500,Chabarovice,M
T412078,1.68,3000-11-11,day,1580,23500,Chabarovice,M
T412078,8,3000-11-11,night,1580,23500,Chabarovice,M
T412078,3.24,3000-11-12,day,1580,23500,Chabarovice,M
T412078,15.33,3000-11-12,night,1580,23500,Chabarovice,M
T412078,4.15,3000-11-13,day,1580,23500,Chabarovice,M
T412078,12.05,3000-11-13,night,1580,23500,Chabarovice,M
T412078,17.46,3000-11-14,day,1580,23500,Chabarovice,M
T412078,44.55,3000-11-14,night,1580,23500,Chabarovice,M
T412078,5.64,3000-11-15,day,1580,23500,Chabarovice,M
T412078,5.62,3000-11-15,night,1580,23500,Chabarovice,M
T412078,15.19,3000-11-16,day,1580,23500,Chabarovice,M
T412078,4.8,3000-11-16,night,1580,23500,Chabarovice,M
T412078,1.77,3000-11-17,day,1580,23500,Chabarovice,M
T412078,2.76,3000-11-17,night,1580,23500,Chabarovice,M
T412078,9.36,3000-11-18,day,1580,23500,Chabarovice,M
T412078,53.78,3000-11-18,night,1580,23500,Chabarovice,M
T412078,11.75,3000-11-19,day,1580,23500,Chabarovice,M
T412078,33.81,3000-11-19,night,1580,23500,Chabarovice,M
T412078,5.94,3000-11-20,day,1580,23500,Chabarovice,M
T412078,36.89,3000-11-20,night,1580,23500,Chabarovice,M
T412079,54.04,3000-06-01,day,1080,8740,Chabarovice,M
T412079,9.72,3000-06-01,night,1080,8740,Chabarovice,M
T412079,8.95,3000-06-02,day,1080,8740,Chabarovice,M
T412079,8.29,3000-06-02,night,1080,8740,Chabarovice,M
T412079,34.09,3000-06-03,day,1080,8740,Chabarovice,M
T412079,7.06,3000-06-03,night,1080,8740,Chabarovice,M
T412079,10.46,3000-06-04,day,1080,8740,Chabarovice,M
T412079,6.75,3000-06-04,night,1080,8740,Chabarovice,M
T412079,34.25,3000-06-05,day,1080,8740,Chabarovice,M
T412079,9.92,3000-06-05,night,1080,8740,Chabarovice,M
T412079,14.74,3000-06-06,day,1080,8740,Chabarovice,M
T412079,3.76,3000-06-06,night,1080,8740,Chabarovice,M
T412079,5.03,3000-06-07,day,1080,8740,Chabarovice,M
T412079,5.83,3000-06-07,night,1080,8740,Chabarovice,M
T412079,76.47,3000-06-08,day,1080,8740,Chabarovice,M
T412079,20.76,3000-06-08,night,1080,8740,Chabarovice,M
T412079,16.49,3000-06-09,day,1080,8740,Chabarovice,M
T412079,9.42,3000-06-09,night,1080,8740,Chabarovice,M
T412079,1.11,3000-06-10,day,1080,8740,Chabarovice,M
T412079,8.89,3000-06-10,night,1080,8740,Chabarovice,M
T412079,51.22,3000-06-11,day,1080,8740,Chabarovice,M
T412079,8.5,3000-06-11,night,1080,8740,Chabarovice,M
T412079,1.42,3000-06-12,day,1080,8740,Chabarovice,M
T412079,7.83,3000-06-12,night,1080,8740,Chabarovice,M
T412079,4.19,3000-06-15,day,1080,8740,Chabarovice,M
T412079,13.87,3000-06-15,night,1080,8740,Chabarovice,M
T412079,6.71,3000-06-16,day,1080,8740,Chabarovice,M
T412079,27.43,3000-06-16,night,1080,8740,Chabarovice,M
T412079,37.78,3000-06-17,day,1080,8740,Chabarovice,M
T412079,4.68,3000-06-17,night,1080,8740,Chabarovice,M
T412079,1.02,3000-06-18,day,1080,8740,Chabarovice,M
T412079,0.99,3000-06-18,night,1080,8740,Chabarovice,M
T412079,0.92,3000-06-19,day,1080,8740,Chabarovice,M
T412079,0.98,3000-06-19,night,1080,8740,Chabarovice,M
T412079,0.93,3000-06-20,day,1080,8740,Chabarovice,M
T412079,0.98,3000-06-20,night,1080,8740,Chabarovice,M
T412079,0.93,3000-06-21,day,1080,8740,Chabarovice,M
T412079,0.94,3000-06-21,night,1080,8740,Chabarovice,M
T412079,0.92,3000-06-22,day,1080,8740,Chabarovice,M
T412079,0.93,3000-06-22,night,1080,8740,Chabarovice,M
T412079,0.97,3000-06-23,day,1080,8740,Chabarovice,M
T412079,0.94,3000-06-23,night,1080,8740,Chabarovice,M
T412079,1,3000-06-24,day,1080,8740,Chabarovice,M
T412079,0.93,3000-06-24,night,1080,8740,Chabarovice,M
T412079,10.19,3000-06-25,day,1080,8740,Chabarovice,M
T412079,1.41,3000-06-25,night,1080,8740,Chabarovice,M
T412079,11.46,3000-06-26,day,1080,8740,Chabarovice,M
T412079,1.02,3000-06-26,night,1080,8740,Chabarovice,M
T412079,6.68,3000-06-27,day,1080,8740,Chabarovice,M
T412079,4.31,3000-06-27,night,1080,8740,Chabarovice,M
T412079,9.65,3000-06-28,day,1080,8740,Chabarovice,M
T412079,9.11,3000-06-28,night,1080,8740,Chabarovice,M
T412079,1.29,3000-06-29,day,1080,8740,Chabarovice,M
T412079,10.74,3000-06-29,night,1080,8740,Chabarovice,M
T412079,1.14,3000-06-30,day,1080,8740,Chabarovice,M
T412079,7.08,3000-06-30,night,1080,8740,Chabarovice,M
T412079,1.17,3000-07-01,day,1080,8740,Chabarovice,M
T412079,1.19,3000-07-01,night,1080,8740,Chabarovice,M
T412079,10.27,3000-07-02,night,1080,8740,Chabarovice,M
T412079,17.91,3000-07-03,night,1080,8740,Chabarovice,M
T412079,10.51,3000-07-04,night,1080,8740,Chabarovice,M
