fishid,ka,date,diel_period,tl_mm,weight_g,lake,sex
T412113,17.43,3000-07-24,day,870,3350,Most,F
T412113,19.32,3000-07-24,night,870,3350,Most,F
T412113,14.14,3000-07-25,day,870,3350,Most,F
T412113,31.34,3000-07-25,night,870,3350,Most,F
T412113,29.11,3000-07-26,day,870,3350,Most,F
T412113,31.63,3000-07-26,night,870,3350,Most,F
T412113,6.06,3000-07-27,day,870,3350,Most,F
T412113,8.59,3000-07-27,night,870,3350,Most,F
T412113,5.32,3000-07-28,day,870,3350,Most,F
T412113,5.36,3000-07-28,night,870,3350,Most,F
T412113,11.26,3000-07-29,day,870,3350,Most,F
T412113,6,3000-07-29,night,870,3350,Most,F
T412113,9.85,3000-07-30,day,870,3350,Most,F
T412113,17.61,3000-07-30,night,870,3350,Most,F
T412113,14.02,3000-07-31,day,870,3350,Most,F
T412113,19.9,3000-07-31,night,870,3350,Most,F
T412113,12.8,3000-08-01,day,870,3350,Most,F
T412113,17.3,3000-08-01,night,870,3350,Most,F
T412113,2.18,3000-08-02,day,870,3350,Most,F
T412113,11.74,3000-08-02,night,870,3350,Most,F
T412113,1.22,3000-08-03,day,870,3350,Most,F
T412113,20.97,3000-08-03,night,870,3350,Most,F
T412113,15.83,3000-08-04,night,870,3350,Most,F
T412113,1.49,3000-08-05,day,870,3350,Most,F
T412113,24.5,3000-08-05,night,870,3350,Most,F
T412113,1.23,3000-08-06,day,870,3350,Most,F
T412113,2.09,3000-08-06,night,870,3350,Most,F
T412113,1.74,3000-08-08,day,870,3350,Most,F
T412113,18.16,3000-08-08,night,870,3350,Most,F
T412113,3.4,3000-08-09,day,870,3350,Most,F
T412113,19.28,3000-08-09,night,870,3350,Most,F
T412113,16.49,3000-08-10,day,870,3350,Most,F
T412113,21.64,3000-08-10,night,870,3350,Most,F
T412113,9.34,3000-08-11,day,870,3350,Most,F
T412113,17.84,3000-08-11,night,870,3350,Most,F
T412113,2.07,3000-08-12,day,870,3350,Most,F
T412113,20.26,3000-08-12,night,870,3350,Most,F
T412113,5.25,3000-08-13,day,870,3350,Most,F
T412113,31.08,3000-08-13,night,870,3350,Most,F
T412113,8.36,3000-08-14,day,870,3350,Most,F
T412113,18.26,3000-08-14,night,870,3350,Most,F
T412113,2.04,3000-08-15,day,870,3350,Most,F
T412113,18.99,3000-08-15,night,870,3350,Most,F
T412113,4.39,3000-08-16,day,870,3350,Most,F
T412113,22.38,3000-08-16,night,870,3350,Most,F
T412113,11.64,3000-08-17,day,870,3350,Most,F
T412113,22.74,3000-08-17,night,870,3350,Most,F
T412113,38.32,3000-08-18,night,870,3350,Most,F
T412113,9.28,3000-08-19,day,870,3350,Most,F
T412113,18.86,3000-08-19,night,870,3350,Most,F
T412113,2.79,3000-08-20,day,870,3350,Most,F
T412113,8.69,3000-08-20,night,870,3350,Most,F
T412113,1.61,3000-08-21,day,870,3350,Most,F
T412113,16.11,3000-08-21,night,870,3350,Most,F
T412113,1.28,3000-08-22,day,870,3350,Most,F
T412113,16.04,3000-08-22,night,870,3350,Most,F
T412113,1.36,3000-08-23,day,870,3350,Most,F
T412113,9.03,3000-08-23,night,870,3350,Most,F
T412113,1.15,3000-08-24,day,870,3350,Most,F
T412113,18.76,3000-08-24,night,870,3350,Most,F
T412113,2.76,3000-08-25,day,870,3350,Most,F
T412113,9.23,3000-08-25,night,870,3350,Most,F
T412113,1.26,3000-08-26,day,870,3350,Most,F
T412113,23.74,3000-08-26,night,870,3350,Most,F
T412113,1.45,3000-08-27,day,870,3350,Most,F
T412113,33.15,3000-08-27,night,870,3350,Most,F
T412113,1.35,3000-08-28,day,870,3350,Most,F
T412113,23.47,3000-08-28,night,870,3350,Most,F
T412113,1.2,3000-08-29,day,870,3350,Most,F
T412113,27.23,3000-08-29,night,870,3350,Most,F
T412113,15.14,3000-08-30,day,870,3350,Most,F
T412113,7.56,3000-08-30,night,870,3350,Most,F
T412113,12.52,3000-09-01,night,870,3350,Most,F
T412113,1.4,3000-09-02,day,870,3350,Most,F
T412113,16.94,3000-09-02,night,870,3350,Most,F
T412113,1.17,3000-09-03,day,870,3350,Most,F
T412113,8.35,3000-09-03,night,870,3350,Most,F
T412113,1.16,3000-09-04,day,870,3350,Most,F
T412113,29.58,3000-09-09,day,870,3350,Most,F
T412113,21.89,3000-09-09,night,870,3350,Most,F
T412113,1.15,3000-09-11,day,870,3350,Most,F
T412113,1.15,3000-09-12,day,870,3350,Most,F
T412113,2.27,3000-09-12,night,870,3350,Most,F
T412113,1.16,3000-09-13,day,870,3350,Most,F
T412113,5.18,3000-09-13,night,870,3350,Most,F
T412113,1.16,3000-09-14,day,870,3350,Most,F
T412113,5.41,3000-09-14,night,870,3350,Most,F
T412113,1.15,3000-09-15,day,870,3350,Most,F
T412113,1.44,3000-09-16,day,870,3350,Most,F
T412113,4.25,3000-09-16,night,870,3350,Most,F
T412113,1.17,3000-09-17,day,870,3350,Most,F
T412113,9.43,3000-09-17,night,870,3350,Most,F
T412113,1.16,3000-09-18,day,870,3350,Most,F
T412113,4.16,3000-09-18,night,870,3350,Most,F
T412113,1.19,3000-09-19,day,870,3350,Most,F
T412113,3.48,3000-09-19,night,870,3350,Most,F
T412113,5.03,3000-09-20,night,870,3350,Most,F
T412113,1.16,3000-09-22,day,870,3350,Most,F
T412113,6.51,3000-09-22,night,870,3350,Most,F
T412113,1.22,3000-09-24,day,870,3350,Most,F
T412113,8.66,3000-09-24,night,870,3350,Most,F
T412113,1.16,3000-09-25,day,870,3350,Most,F
T412113,5.05,3000-10-01,day,870,3350,Most,F
T412113,4.9,3000-10-02,day,870,3350,Most,F
T412113,3.07,3000-10-03,day,870,3350,Most,F
T412113,10.79,3000-10-03,night,870,3350,Most,F
T412113,5.34,3000-10-04,day,870,3350,Most,F
T412113,19.36,3000-10-04,night,870,3350,Most,F
T412113,11.96,3000-10-05,day,870,3350,Most,F
T412113,17.34,3000-10-05,night,870,3350,Most,F
T412113,6.83,3000-10-06,day,870,3350,Most,F
T412113,13.18,3000-10-06,night,870,3350,Most,F
T412113,8.77,3000-10-07,day,870,3350,Most,F
T412113,10.24,3000-10-07,night,870,3350,Most,F
T412113,9.67,3000-10-08,night,870,3350,Most,F
T412113,4.43,3000-10-09,day,870,3350,Most,F
T412113,7.28,3000-10-09,night,870,3350,Most,F
T412113,7.24,3000-10-11,day,870,3350,Most,F
T412113,12.73,3000-10-12,day,870,3350,Most,F
T412113,5.99,3000-10-13,day,870,3350,Most,F
T412113,6,3000-10-14,day,870,3350,Most,F
T412113,10.56,3000-10-14,night,870,3350,Most,F
T412113,7.21,3000-10-15,day,870,3350,Most,F
T412113,4.58,3000-10-16,day,870,3350,Most,F
T412113,6.98,3000-10-18,day,870,3350,Most,F
T412113,14.19,3000-10-19,day,870,3350,Most,F
T412113,6.33,3000-10-23,night,870,3350,Most,F
T412113,13.55,3000-10-24,day,870,3350,Most,F
T412113,20.25,3000-10-24,night,870,3350,Most,F
T412113,14.99,3000-10-25,day,870,3350,Most,F
T412113,12.07,3000-10-25,night,870,3350,Most,F
T412113,12.7,3000-10-26,day,870,3350,Most,F
T412113,7.46,3000-10-26,night,870,3350,Most,F
T412113,5.32,3000-10-27,day,870,3350,Most,F
T412113,11.03,3000-10-27,night,870,3350,Most,F
T412113,10.45,3000-10-28,day,870,3350,Most,F
T412113,10.37,3000-10-28,night,870,3350,Most,F
T412113,6.14,3000-10-29,day,870,3350,Most,F
T412113,10.51,3000-10-30,day,870,3350,Most,F
T412113,5.13,3000-10-30,night,870,3350,Most,F
T412113,14.13,3000-10-31,day,870,3350,Most,F
T412113,10.85,3000-10-31,night,870,3350,Most,F
T412113,32.04,3000-11-01,day,870,3350,Most,F
T412113,23.72,3000-11-01,night,870,3350,Most,F
T412113,10.2,3000-11-02,day,870,3350,Most,F
T412113,10.6,3000-11-02,night,870,3350,Most,F
T412113,20.65,3000-11-03,day,870,3350,Most,F
T412113,14.94,3000-11-03,night,870,3350,Most,F
T412113,7.07,3000-11-04,day,870,3350,Most,F
T412113,15.28,3000-11-04,night,870,3350,Most,F
T412113,9.41,3000-11-05,day,870,3350,Most,F
T412113,22.31,3000-11-05,night,870,3350,Most,F
T412113,10.83,3000-11-06,day,870,3350,Most,F
T412113,31.29,3000-11-06,night,870,3350,Most,F
T412113,17.06,3000-11-07,day,870,3350,Most,F
T412113,29.32,3000-11-07,night,870,3350,Most,F
T412113,31.06,3000-11-08,day,870,3350,Most,F
T412113,33.9,3000-11-08,night,870,3350,Most,F
T412113,24.9,3000-11-09,day,870,3350,Most,F
T412113,21.25,3000-11-09,night,870,3350,Most,F
T412113,14.12,3000-11-10,day,870,3350,Most,F
T412113,21.66,3000-11-10,night,870,3350,Most,F
T412113,22.09,3000-11-11,day,870,3350,Most,F
T412113,24.56,3000-11-11,night,870,3350,Most,F
T412113,15.14,3000-11-12,day,870,3350,Most,F
T412113,19.01,3000-11-12,night,870,3350,Most,F
T412113,9.94,3000-11-13,day,870,3350,Most,F
T412113,14.46,3000-11-13,night,870,3350,Most,F
T412113,13.02,3000-11-14,day,870,3350,Most,F
T412113,10.39,3000-11-14,night,870,3350,Most,F
T412113,8.62,3000-11-15,day,870,3350,Most,F
T412113,8.59,3000-11-15,night,870,3350,Most,F
T412113,13.79,3000-11-16,day,870,3350,Most,F
T412113,16.37,3000-11-16,night,870,3350,Most,F
T412113,3.86,3000-11-17,day,870,3350,Most,F
T412113,27.97,3000-11-17,night,870,3350,Most,F
T412113,26.69,3000-11-18,night,870,3350,Most,F
T412113,6.9,3000-11-19,day,870,3350,Most,F
T412113,12.24,3000-11-19,night,870,3350,Most,F
T412113,17.38,3000-11-20,day,870,3350,Most,F
T412115,22.14,3000-06-01,day,1010,5500,Most,M
T412115,22.42,3000-06-01,night,1010,5500,Most,M
T412115,19.77,3000-06-02,day,1010,5500,Most,M
T412115,10.59,3000-06-02,night,1010,5500,Most,M
T412115,10.6,3000-06-03,day,1010,5500,Most,M
T412115,4.48,3000-06-03,night,1010,5500,Most,M
T412115,16.88,3000-06-04,day,1010,5500,Most,M
T412115,7.8,3000-06-04,night,1010,5500,Most,M
T412115,5.94,3000-06-05,day,1010,5500,Most,M
T412115,4.15,3000-06-05,night,1010,5500,Most,M
T412115,7.71,3000-06-06,day,1010,5500,Most,M
T412115,3.39,3000-06-06,night,1010,5500,Most,M
T412115,4.98,3000-06-07,day,1010,5500,Most,M
T412115,1.94,3000-06-07,night,1010,5500,Most,M
T412115,17.12,3000-06-08,night,1010,5500,Most,M
T412115,9.91,3000-06-09,night,1010,5500,Most,M
T412115,12.76,3000-06-10,day,1010,5500,Most,M
T412115,14.4,3000-06-10,night,1010,5500,Most,M
T412115,5.61,3000-06-11,day,1010,5500,Most,M
T412115,15.3,3000-06-11,night,1010,5500,Most,M
T412115,3.87,3000-06-12,day,1010,5500,Most,M
T412115,4.86,3000-06-12,night,1010,5500,Most,M
T412115,3.81,3000-06-13,day,1010,5500,Most,M
T412115,3.24,3000-06-13,night,1010,5500,Most,M
T412115,4.73,3000-06-14,day,1010,5500,Most,M
T412115,5.49,3000-06-14,night,1010,5500,Most,M
T412115,16.03,3000-06-15,day,1010,5500,Most,M
T412115,19.6,3000-06-15,night,1010,5500,Most,M
T412115,14.25,3000-06-16,day,1010,5500,Most,M
T412115,22.07,3000-06-16,night,1010,5500,Most,M
T412115,15.78,3000-06-17,day,1010,5500,Most,M
T412115,7.33,3000-06-17,night,1010,5500,Most,M
T412115,6.21,3000-06-18,day,1010,5500,Most,M
T412115,13.32,3000-06-18,night,1010,5500,Most,M
T412115,12.16,3000-06-19,day,1010,5500,Most,M
T412115,13.32,3000-06-19,night,1010,5500,Most,M
T412115,15.11,3000-06-20,day,1010,5500,Most,M
T412115,14.9,3000-06-20,night,1010,5500,Most,M
T412115,32.37,3000-06-21,day,1010,5500,Most,M
T412115,6.34,3000-06-21,night,1010,5500,Most,M
T412115,13,3000-06-22,day,1010,5500,Most,M
T412115,10.33,3000-06-22,night,1010,5500,Most,M
T412115,11.46,3000-06-23,day,1010,5500,Most,M
T412115,11.32,3000-06-23,night,1010,5500,Most,M
T412115,14.66,3000-06-24,day,1010,5500,Most,M
T412115,14.39,3000-06-24,night,1010,5500,Most,M
T412115,17.23,3000-06-25,day,1010,5500,Most,M
T412115,9.44,3000-06-25,night,1010,5500,Most,M
T412115,15.46,3000-06-26,day,1010,5500,Most,M
T412115,7.69,3000-06-26,night,1010,5500,Most,M
T412115,18.97,3000-06-27,day,1010,5500,Most,M
T412115,20.01,3000-06-27,night,1010,5500,Most,M
T412115,43.64,3000-06-28,day,1010,5500,Most,M
T412115,27.6,3000-06-28,night,1010,5500,Most,M
T412115,36.94,3000-06-29,day,1010,5500,Most,M
T412115,27.52,3000-06-29,night,1010,5500,Most,M
T412115,18.94,3000-06-30,day,1010,5500,Most,M
T412115,10.49,3000-06-30,night,1010,5500,Most,M
T412115,5.14,3000-07-01,day,1010,5500,Most,M
T412115,2.54,3000-07-01,night,1010,5500,Most,M
T412115,10.69,3000-07-02,night,1010,5500,Most,M
T412115,7.99,3000-07-03,day,1010,5500,Most,M
T412115,13.75,3000-07-03,night,1010,5500,Most,M
T412115,5.72,3000-07-04,day,1010,5500,Most,M
T412115,10.63,3000-07-04,night,1010,5500,Most,M
T412115,5.99,3000-07-05,day,1010,5500,Most,M
T412115,10.09,3000-07-06,day,1010,5500,Most,M
T412115,18.13,3000-07-06,night,1010,5500,Most,M
T412115,10.3,3000-07-07,day,1010,5500,Most,M
T412115,7.02,3000-07-07,night,1010,5500,Most,M
T412115,26.6,3000-07-08,day,1010,5500,Most,M
T412115,10.43,3000-07-08,night,1010,5500,Most,M
T412115,13.96,3000-07-09,day,1010,5500,Most,M
T412115,26.97,3000-07-09,night,1010,5500,Most,M
T412115,58.23,3000-07-10,day,1010,5500,Most,M
T412115,11.75,3000-07-10,night,1010,5500,Most,M
T412115,39.26,3000-07-11,day,1010,5500,Most,M
T412115,12.28,3000-07-11,night,1010,5500,Most,M
T412115,9.92,3000-07-12,day,1010,5500,Most,M
T412115,7.62,3000-07-12,night,1010,5500,Most,M
T412115,22.28,3000-07-13,day,1010,5500,Most,M
T412115,13.26,3000-07-13,night,1010,5500,Most,M
T412115,44.18,3000-07-14,day,1010,5500,Most,M
T412115,30.68,3000-07-14,night,1010,5500,Most,M
T412115,64.33,3000-07-15,day,1010,5500,Most,M
T412115,35.47,3000-07-15,night,1010,5500,Most,M
T412115,37.11,3000-07-16,day,1010,5500,Most,M
T412115,47.2,3000-07-16,night,1010,5500,Most,M
T412115,43.26,3000-07-17,day,1010,5500,Most,M
T412115,29.49,3000-07-17,night,1010,5500,Most,M
T412115,41.72,3000-07-18,day,1010,5500,Most,M
T412115,40.55,3000-07-18,night,1010,5500,Most,M
T412115,33.23,3000-07-19,day,1010,5500,Most,M
T412115,45.93,3000-07-19,night,1010,5500,Most,M
T412115,36.98,3000-07-20,day,1010,5500,Most,M
T412115,47.24,3000-07-20,night,1010,5500,Most,M
T412115,31.81,3000-07-21,day,1010,5500,Most,M
T412115,36.34,3000-07-21,night,1010,5500,Most,M
T412115,23.28,3000-07-22,day,1010,5500,Most,M
T412115,22.72,3000-07-22,night,1010,5500,Most,M
T412115,35.22,3000-07-23,day,1010,5500,Most,M
T412115,11.73,3000-07-23,night,1010,5500,Most,M
T412115,18.83,3000-07-24,day,1010,5500,Most,M
T412115,26.08,3000-07-24,night,1010,5500,Most,M
T412115,76.8,3000-07-25,day,1010,5500,Most,M
T412115,43.55,3000-07-25,night,1010,5500,Most,M
T412115,79.73,3000-07-26,day,1010,5500,Most,M
T412115,33.76,3000-07-26,night,1010,5500,Most,M
T412115,54.92,3000-07-27,day,1010,5500,Most,M
T412115,34.78,3000-07-27,night,1010,5500,Most,M
T412115,66.43,3000-07-28,day,1010,5500,Most,M
T412115,13.33,3000-07-28,night,1010,5500,Most,M
T412115,18.15,3000-07-29,day,1010,5500,Most,M
T412115,13.98,3000-07-29,night,1010,5500,Most,M
T412115,47.25,3000-07-30,day,1010,5500,Most,M
T412115,19.8,3000-07-30,night,1010,5500,Most,M
T412115,40.51,3000-07-31,day,1010,5500,Most,M
T412115,11.01,3000-07-31,night,1010,5500,Most,M
T412115,20,3000-08-01,day,1010,5500,Most,M
T412115,10.71,3000-08-01,night,1010,5500,Most,M
T412115,7.31,3000-08-02,day,1010,5500,Most,M
T412115,17.47,3000-08-02,night,1010,5500,Most,M
T412115,7,3000-08-03,day,1010,5500,Most,M
T412115,26.39,3000-08-03,night,1010,5500,Most,M
T412115,24.76,3000-08-04,day,1010,5500,Most,M
T412115,10.22,3000-08-04,night,1010,5500,Most,M
T412115,35.46,3000-08-05,day,1010,5500,Most,M
T412115,40.91,3000-08-05,night,1010,5500,Most,M
T412115,50.29,3000-08-06,day,1010,5500,Most,M
T412115,15.38,3000-08-06,night,1010,5500,Most,M
T412115,13.22,3000-08-07,day,1010,5500,Most,M
T412115,12.44,3000-08-07,night,1010,5500,Most,M
T412115,12.49,3000-08-08,day,1010,5500,Most,M
T412115,11.34,3000-08-08,night,1010,5500,Most,M
T412115,28.82,3000-08-09,day,1010,5500,Most,M
T412115,10.78,3000-08-09,night,1010,5500,Most,M
T412115,35.92,3000-08-10,day,1010,5500,Most,M
T412115,18.14,3000-08-10,night,1010,5500,Most,M
T412115,30.41,3000-08-11,day,1010,5500,Most,M
T412115,15.9,3000-08-11,night,1010,5500,Most,M
T412115,29.84,3000-08-12,day,1010,5500,Most,M
T412115,20.78,3000-08-12,night,1010,5500,Most,M
T412115,25.2,3000-08-13,day,1010,5500,Most,M
T412115,13.15,3000-08-13,night,1010,5500,Most,M
T412115,28.56,3000-08-14,day,1010,5500,Most,M
T412115,6.69,3000-08-14,night,1010,5500,Most,M
T412115,20.27,3000-08-15,day,1010,5500,Most,M
T412115,13.88,3000-08-15,night,1010,5500,Most,M
T412115,2.64,3000-08-16,day,1010,5500,Most,M
T412115,5.67,3000-08-16,night,1010,5500,Most,M
T412115,28.45,3000-08-17,day,1010,5500,Most,M
T412115,20.53,3000-08-17,night,1010,5500,Most,M
T412115,25.28,3000-08-18,day,1010,5500,Most,M
T412115,28.39,3000-08-18,night,1010,5500,Most,M
T412115,36.75,3000-08-19,day,1010,5500,Most,M
T412115,38.26,3000-08-19,night,1010,5500,Most,M
T412115,52.12,3000-08-20,day,1010,5500,Most,M
T412115,34.34,3000-08-20,night,1010,5500,Most,M
T412115,41.61,3000-08-21,day,1010,5500,Most,M
T412115,18.86,3000-08-21,night,1010,5500,Most,M
T412115,28.84,3000-08-22,day,1010,5500,Most,M
T412115,14.9,3000-08-22,night,1010,5500,Most,M
T412115,38.35,3000-08-23,day,1010,5500,Most,M
T412115,27.93,3000-08-23,night,1010,5500,Most,M
T412115,45.36,3000-08-24,day,1010,5500,Most,M
T412115,25.21,3000-08-24,night,1010,5500,Most,M
T412115,39.4,3000-08-25,day,1010,5500,Most,M
T412115,10.16,3000-08-25,night,1010,5500,Most,M
T412115,20.54,3000-08-26,day,1010,5500,Most,M
T412115,48.46,3000-08-26,night,1010,5500,Most,M
T412115,26.21,3000-08-27,day,1010,5500,Most,M
T412115,28.07,3000-08-27,night,1010,5500,Most,M
T412115,32.53,3000-08-28,day,1010,5500,Most,M
T412115,31.19,3000-08-28,night,1010,5500,Most,M
T412115,42.02,3000-08-29,day,1010,5500,Most,M
T412115,26.43,3000-08-29,night,1010,5500,Most,M
T412115,8.17,3000-08-30,day,1010,5500,Most,M
T412115,13.82,3000-08-30,night,1010,5500,Most,M
T412115,12.04,3000-08-31,day,1010,5500,Most,M
T412115,10.42,3000-08-31,night,1010,5500,Most,M
T412115,16.29,3000-09-01,day,1010,5500,Most,M
T412115,22.42,3000-09-01,night,1010,5500,Most,M
T412115,44.46,3000-09-02,day,1010,5500,Most,M
T412115,36.49,3000-09-02,night,1010,5500,Most,M
T412115,19.76,3000-09-03,day,1010,5500,Most,M
T412115,53.28,3000-09-03,night,1010,5500,Most,M
T412115,21.79,3000-09-04,day,1010,5500,Most,M
T412115,26.39,3000-09-04,night,1010,5500,Most,M
T412115,50.22,3000-09-05,day,1010,5500,Most,M
T412115,10.93,3000-09-05,night,1010,5500,Most,M
T412115,42.5,3000-09-06,day,1010,5500,Most,M
T412115,28.43,3000-09-06,night,1010,5500,Most,M
T412115,28.68,3000-09-07,day,1010,5500,Most,M
T412115,10.23,3000-09-07,night,1010,5500,Most,M
T412115,32.67,3000-09-08,day,1010,5500,Most,M
T412115,35.89,3000-09-08,night,1010,5500,Most,M
T412115,34.67,3000-09-09,day,1010,5500,Most,M
T412115,22.05,3000-09-09,night,1010,5500,Most,M
T412115,43.1,3000-09-10,day,1010,5500,Most,M
T412115,35.98,3000-09-10,night,1010,5500,Most,M
T412115,10.23,3000-09-11,day,1010,5500,Most,M
T412115,28.12,3000-09-11,night,1010,5500,Most,M
T412115,23.83,3000-09-12,day,1010,5500,Most,M
T412115,31.93,3000-09-12,night,1010,5500,Most,M
T412115,26.67,3000-09-13,day,1010,5500,Most,M
T412115,8.53,3000-09-13,night,1010,5500,Most,M
T412115,29.04,3000-09-14,day,1010,5500,Most,M
T412115,24.73,3000-09-14,night,1010,5500,Most,M
T412115,10.89,3000-09-15,day,1010,5500,Most,M
T412115,28.15,3000-09-15,night,1010,5500,Most,M
T412115,24.03,3000-09-16,day,1010,5500,Most,M
T412115,4.07,3000-09-16,night,1010,5500,Most,M
T412115,9.67,3000-09-17,day,1010,5500,Most,M
T412115,15.6,3000-09-17,night,1010,5500,Most,M
T412115,13.75,3000-09-18,day,1010,5500,Most,M
T412115,16.35,3000-09-18,night,1010,5500,Most,M
T412115,8.31,3000-09-19,day,1010,5500,Most,M
T412115,14.61,3000-09-19,night,1010,5500,Most,M
T412115,9.82,3000-09-20,day,1010,5500,Most,M
T412115,6.11,3000-09-20,night,1010,5500,Most,M
T412115,6.75,3000-09-21,day,1010,5500,Most,M
T412115,7.33,3000-09-21,night,1010,5500,Most,M
T412115,4.66,3000-09-22,day,1010,5500,Most,M
T412115,5.42,3000-09-22,night,1010,5500,Most,M
T412115,12.85,3000-09-23,day,1010,5500,Most,M
T412115,7.08,3000-09-23,night,1010,5500,Most,M
T412115,13.03,3000-09-24,day,1010,5500,Most,M
T412115,21.19,3000-09-24,night,1010,5500,Most,M
T412115,5.17,3000-09-25,day,1010,5500,Most,M
T412115,13.8,3000-09-25,night,1010,5500,Most,M
T412115,3.66,3000-09-26,day,1010,5500,Most,M
T412115,9.64,3000-09-26,night,1010,5500,Most,M
T412115,13.91,3000-09-27,day,1010,5500,Most,M
T412115,5.93,3000-09-27,night,1010,5500,Most,M
T412115,12.49,3000-09-28,day,1010,5500,Most,M
T412115,10.45,3000-09-28,night,1010,5500,Most,M
T412115,4.47,3000-09-29,day,1010,5500,Most,M
T412115,14.75,3000-09-29,night,1010,5500,Most,M
T412115,14.08,3000-09-30,day,1010,5500,Most,M
T412115,17,3000-09-30,night,1010,5500,Most,M
T412115,17.1,3000-10-01,day,1010,5500,Most,M
T412115,42.05,3000-10-01,night,1010,5500,Most,M
T412115,38.9,3000-10-02,day,1010,5500,Most,M
T412115,42.08,3000-10-02,night,1010,5500,Most,M
T412115,15.19,3000-10-03,day,1010,5500,Most,M
T412115,9.94,3000-10-03,night,1010,5500,Most,M
T412115,4.21,3000-10-04,day,1010,5500,Most,M
T412115,34.54,3000-10-04,night,1010,5500,Most,M
T412115,10.15,3000-10-05,day,1010,5500,Most,M
T412115,6.77,3000-10-05,night,1010,5500,Most,M
T412115,8.1,3000-10-06,day,1010,5500,Most,M
T412115,20.67,3000-10-06,night,1010,5500,Most,M
T412115,7.84,3000-10-07,day,1010,5500,Most,M
T412115,15.03,3000-10-07,night,1010,5500,Most,M
T412115,8.32,3000-10-08,day,1010,5500,Most,M
T412115,12.04,3000-10-08,night,1010,5500,Most,M
T412115,6.84,3000-10-09,day,1010,5500,Most,M
T412115,10.31,3000-10-09,night,1010,5500,Most,M
T412115,6.67,3000-10-10,day,1010,5500,Most,M
T412115,43.09,3000-10-10,night,1010,5500,Most,M
T412115,31.55,3000-10-11,day,1010,5500,Most,M
T412115,23.78,3000-10-11,night,1010,5500,Most,M
T412115,16.31,3000-10-12,day,1010,5500,Most,M
T412115,31.04,3000-10-12,night,1010,5500,Most,M
T412115,42.95,3000-10-13,day,1010,5500,Most,M
T412115,45.6,3000-10-13,night,1010,5500,Most,M
T412115,42.14,3000-10-14,day,1010,5500,Most,M
T412115,41.2,3000-10-14,night,1010,5500,Most,M
T412115,15.26,3000-10-15,day,1010,5500,Most,M
T412115,17.34,3000-10-15,night,1010,5500,Most,M
T412115,32.11,3000-10-16,day,1010,5500,Most,M
T412115,36.48,3000-10-16,night,1010,5500,Most,M
T412115,16.38,3000-10-17,day,1010,5500,Most,M
T412115,10.59,3000-10-17,night,1010,5500,Most,M
T412115,24.58,3000-10-18,day,1010,5500,Most,M
T412115,17.19,3000-10-18,night,1010,5500,Most,M
T412115,29.3,3000-10-19,day,1010,5500,Most,M
T412115,36.25,3000-10-19,night,1010,5500,Most,M
T412115,47.65,3000-10-20,day,1010,5500,Most,M
T412115,24.56,3000-10-20,night,1010,5500,Most,M
T412115,38.58,3000-10-21,day,1010,5500,Most,M
T412115,56.32,3000-10-21,night,1010,5500,Most,M
T412115,39.45,3000-10-22,day,1010,5500,Most,M
T412115,51.32,3000-10-22,night,1010,5500,Most,M
T412115,33.24,3000-10-23,day,1010,5500,Most,M
T412115,15.74,3000-10-23,night,1010,5500,Most,M
T412115,12.38,3000-10-24,day,1010,5500,Most,M
T412115,12.58,3000-10-24,night,1010,5500,Most,M
T412115,29.84,3000-10-25,day,1010,5500,Most,M
T412115,35.68,3000-10-25,night,1010,5500,Most,M
T412115,21.95,3000-10-26,day,1010,5500,Most,M
T412115,29.2,3000-10-26,night,1010,5500,Most,M
T412115,34.66,3000-10-27,day,1010,5500,Most,M
T412115,42.06,3000-10-27,night,1010,5500,Most,M
T412115,24.44,3000-10-28,day,1010,5500,Most,M
T412115,33.42,3000-10-28,night,1010,5500,Most,M
T412115,44.49,3000-10-29,day,1010,5500,Most,M
T412115,35.2,3000-10-29,night,1010,5500,Most,M
T412115,26.4,3000-10-30,day,1010,5500,Most,M
T412115,36.52,3000-10-30,night,1010,5500,Most,M
T412115,23.86,3000-10-31,day,1010,5500,Most,M
T412115,29,3000-10-31,night,1010,5500,Most,M
T412115,32.7,3000-11-01,day,1010,5500,Most,M
T412115,12.82,3000-11-01,night,1010,5500,Most,M
T412115,37.35,3000-11-02,day,1010,5500,Most,M
T412115,28.4,3000-11-02,night,1010,5500,Most,M
T412115,20.14,3000-11-03,day,1010,5500,Most,M
T412115,21.52,3000-11-03,night,1010,5500,Most,M
T412115,30.66,3000-11-04,day,1010,5500,Most,M
T412115,35.44,3000-11-04,night,1010,5500,Most,M
T412115,32.48,3000-11-05,day,1010,5500,Most,M
T412115,20.98,3000-11-05,night,1010,5500,Most,M
T412115,22.83,3000-11-06,day,1010,5500,Most,M
T412115,28.5,3000-11-06,night,1010,5500,Most,M
T412115,12.03,3000-11-07,day,1010,5500,Most,M
T412115,17.49,3000-11-07,night,1010,5500,Most,M
T412115,25.66,3000-11-08,day,1010,5500,Most,M
T412115,14.71,3000-11-08,night,1010,5500,Most,M
T412115,32.59,3000-11-09,day,1010,5500,Most,M
T412115,33.78,3000-11-09,night,1010,5500,Most,M
T412115,28.04,3000-11-10,day,1010,5500,Most,M
T412115,28.46,3000-11-10,night,1010,5500,Most,M
T412115,40.3,3000-11-11,day,1010,5500,Most,M
T412115,35.24,3000-11-11,night,1010,5500,Most,M
T412115,26.82,3000-11-12,day,1010,5500,Most,M
