fishid,pr_pel_mean,date,diel_period,tl_mm,weight_g,lake,sex
T412078,0.198019801980198,3000-07-08,night,1580,23500,Chabarovice,M
T412078,0.560975609756098,3000-07-08,day,1580,23500,Chabarovice,M
T412078,0.537102473498233,3000-07-09,night,1580,23500,Chabarovice,M
T412078,0.826315789473684,3000-07-09,day,1580,23500,Chabarovice,M
T412078,0.886792452830189,3000-07-10,night,1580,23500,Chabarovice,M
T412078,0.845070422535211,3000-07-10,day,1580,23500,Chabarovice,M
T412078,1,3000-07-11,night,1580,23500,Chabarovice,M
T412078,0.948514851485148,3000-07-11,day,1580,23500,Chabarovice,M
T412078,0.624378109452736,3000-07-12,night,1580,23500,Chabarovice,M
T412078,0.296296296296296,3000-07-12,day,1580,23500,Chabarovice,M
T412078,0.869565217391304,3000-07-13,night,1580,23500,Chabarovice,M
T412078,0.314285714285714,3000-07-13,day,1580,23500,Chabarovice,M
T412078,0.747747747747748,3000-07-14,night,1580,23500,Chabarovice,M
T412078,0.500900900900901,3000-07-14,day,1580,23500,Chabarovice,M
T412078,0.229166666666667,3000-07-15,night,1580,23500,Chabarovice,M
T412078,0.648050579557429,3000-07-15,day,1580,23500,Chabarovice,M
T412078,0.336065573770492,3000-07-16,night,1580,23500,Chabarovice,M
T412078,0.666666666666667,3000-07-16,day,1580,23500,Chabarovice,M
T412078,0.405714285714286,3000-07-17,night,1580,23500,Chabarovice,M
T412078,0.814814814814815,3000-07-17,day,1580,23500,Chabarovice,M
T412078,0.255813953488372,3000-07-18,night,1580,23500,Chabarovice,M
T412078,0.5,3000-07-18,day,1580,23500,Chabarovice,M
T412078,0.439024390243902,3000-07-19,night,1580,23500,Chabarovice,M
T412078,0.662946428571429,3000-07-19,day,1580,23500,Chabarovice,M
T412078,0.939024390243902,3000-07-20,night,1580,23500,Chabarovice,M
T412078,0.908217716115261,3000-07-20,day,1580,23500,Chabarovice,M
T412078,0.944015444015444,3000-07-21,night,1580,23500,Chabarovice,M
T412078,0.90625,3000-07-21,day,1580,23500,Chabarovice,M
T412078,0.667464114832536,3000-07-22,night,1580,23500,Chabarovice,M
T412078,0.469879518072289,3000-07-22,day,1580,23500,Chabarovice,M
T412078,0.796747967479675,3000-07-23,night,1580,23500,Chabarovice,M
T412078,0.777019340159272,3000-07-23,day,1580,23500,Chabarovice,M
T412078,0.55977229601518,3000-07-24,night,1580,23500,Chabarovice,M
T412078,0.876470588235294,3000-07-24,day,1580,23500,Chabarovice,M
T412078,0.890269151138717,3000-07-25,night,1580,23500,Chabarovice,M
T412078,0.955102040816327,3000-07-25,day,1580,23500,Chabarovice,M
T412078,0.617910447761194,3000-07-26,night,1580,23500,Chabarovice,M
T412078,0.872918492550394,3000-07-26,day,1580,23500,Chabarovice,M
T412078,0.27,3000-07-27,night,1580,23500,Chabarovice,M
T412078,0.706192358366271,3000-07-27,day,1580,23500,Chabarovice,M
T412078,0.258620689655172,3000-07-28,night,1580,23500,Chabarovice,M
T412078,0.812206572769953,3000-07-28,day,1580,23500,Chabarovice,M
T412078,0.486725663716814,3000-07-29,night,1580,23500,Chabarovice,M
T412078,0.738362760834671,3000-07-29,day,1580,23500,Chabarovice,M
T412078,0.589622641509434,3000-07-30,night,1580,23500,Chabarovice,M
T412078,0.720379146919431,3000-07-30,day,1580,23500,Chabarovice,M
T412078,0.955056179775281,3000-07-31,night,1580,23500,Chabarovice,M
T412078,0.719160104986877,3000-07-31,day,1580,23500,Chabarovice,M
T412078,0.606407322654462,3000-08-01,night,1580,23500,Chabarovice,M
T412078,0.714438502673797,3000-08-01,day,1580,23500,Chabarovice,M
T412078,0.711206896551724,3000-08-02,night,1580,23500,Chabarovice,M
T412078,0.747011952191235,3000-08-02,day,1580,23500,Chabarovice,M
T412078,0.966029723991507,3000-08-03,night,1580,23500,Chabarovice,M
T412078,0.884378843788438,3000-08-03,day,1580,23500,Chabarovice,M
T412078,0.916666666666667,3000-08-04,night,1580,23500,Chabarovice,M
T412078,0.876750700280112,3000-08-04,day,1580,23500,Chabarovice,M
T412078,0.990740740740741,3000-08-05,night,1580,23500,Chabarovice,M
T412078,0.772626931567329,3000-08-05,day,1580,23500,Chabarovice,M
T412078,0.919354838709677,3000-08-06,night,1580,23500,Chabarovice,M
T412078,0.869791666666667,3000-08-06,day,1580,23500,Chabarovice,M
T412078,0.981308411214953,3000-08-07,night,1580,23500,Chabarovice,M
T412078,0.835748792270531,3000-08-07,day,1580,23500,Chabarovice,M
T412078,0.554455445544555,3000-08-08,night,1580,23500,Chabarovice,M
T412078,0.822429906542056,3000-08-08,day,1580,23500,Chabarovice,M
T412078,0.602803738317757,3000-08-09,night,1580,23500,Chabarovice,M
T412078,0.891752577319588,3000-08-09,day,1580,23500,Chabarovice,M
T412078,0.922953451043339,3000-08-10,night,1580,23500,Chabarovice,M
T412078,0.776520509193777,3000-08-10,day,1580,23500,Chabarovice,M
T412078,0.899449035812672,3000-08-11,night,1580,23500,Chabarovice,M
T412078,0.872570194384449,3000-08-11,day,1580,23500,Chabarovice,M
T412078,0.950310559006211,3000-08-12,night,1580,23500,Chabarovice,M
T412078,0.832881662149955,3000-08-12,day,1580,23500,Chabarovice,M
T412078,0.863857374392221,3000-08-13,night,1580,23500,Chabarovice,M
T412078,0.89196675900277,3000-08-13,day,1580,23500,Chabarovice,M
T412078,0.676056338028169,3000-08-14,night,1580,23500,Chabarovice,M
T412078,0.816260162601626,3000-08-14,day,1580,23500,Chabarovice,M
T412078,0.626043405676127,3000-08-15,night,1580,23500,Chabarovice,M
T412078,0.707207207207207,3000-08-15,day,1580,23500,Chabarovice,M
T412078,0.781645569620253,3000-08-16,night,1580,23500,Chabarovice,M
T412078,0.776470588235294,3000-08-16,day,1580,23500,Chabarovice,M
T412078,0.768674698795181,3000-08-17,night,1580,23500,Chabarovice,M
T412078,0.771907216494845,3000-08-17,day,1580,23500,Chabarovice,M
T412078,0.613065326633166,3000-08-18,night,1580,23500,Chabarovice,M
T412078,0.711731843575419,3000-08-18,day,1580,23500,Chabarovice,M
T412078,0.32,3000-08-19,night,1580,23500,Chabarovice,M
T412078,0.78175313059034,3000-08-19,day,1580,23500,Chabarovice,M
T412078,0.550632911392405,3000-08-20,night,1580,23500,Chabarovice,M
T412078,0.800228310502283,3000-08-20,day,1580,23500,Chabarovice,M
T412078,0.47972972972973,3000-08-21,night,1580,23500,Chabarovice,M
T412078,0.623430962343096,3000-08-21,day,1580,23500,Chabarovice,M
T412078,0.984126984126984,3000-08-22,night,1580,23500,Chabarovice,M
T412078,0.787844036697248,3000-08-22,day,1580,23500,Chabarovice,M
T412078,0.98974358974359,3000-08-23,night,1580,23500,Chabarovice,M
T412078,0.935926773455378,3000-08-23,day,1580,23500,Chabarovice,M
T412078,0.92225201072386,3000-08-24,night,1580,23500,Chabarovice,M
T412078,0.962740384615385,3000-08-24,day,1580,23500,Chabarovice,M
T412078,0.96551724137931,3000-08-25,night,1580,23500,Chabarovice,M
T412078,0.956949569495695,3000-08-25,day,1580,23500,Chabarovice,M
T412078,0.898275862068966,3000-08-26,night,1580,23500,Chabarovice,M
T412078,0.905020352781547,3000-08-26,day,1580,23500,Chabarovice,M
T412078,0.926590538336052,3000-08-27,night,1580,23500,Chabarovice,M
T412078,1,3000-08-27,day,1580,23500,Chabarovice,M
T412078,0.917525773195876,3000-08-28,night,1580,23500,Chabarovice,M
T412078,1,3000-08-28,day,1580,23500,Chabarovice,M
T412078,0.99438202247191,3000-08-29,night,1580,23500,Chabarovice,M
T412078,0.817873303167421,3000-08-29,day,1580,23500,Chabarovice,M
T412078,1,3000-08-30,night,1580,23500,Chabarovice,M
T412078,0.900212314225053,3000-08-30,day,1580,23500,Chabarovice,M
T412078,1,3000-08-31,night,1580,23500,Chabarovice,M
T412078,0.90293453724605,3000-08-31,day,1580,23500,Chabarovice,M
T412078,0.977642276422764,3000-09-01,night,1580,23500,Chabarovice,M
T412078,0.915254237288136,3000-09-01,day,1580,23500,Chabarovice,M
T412078,0.957120980091884,3000-09-02,night,1580,23500,Chabarovice,M
T412078,0.87793427230047,3000-09-02,day,1580,23500,Chabarovice,M
T412078,0.954198473282443,3000-09-03,night,1580,23500,Chabarovice,M
T412078,0.924571428571429,3000-09-03,day,1580,23500,Chabarovice,M
T412078,0.762886597938144,3000-09-04,night,1580,23500,Chabarovice,M
T412078,0.841711229946524,3000-09-04,day,1580,23500,Chabarovice,M
T412078,0.741538461538462,3000-09-05,night,1580,23500,Chabarovice,M
T412078,0.87953795379538,3000-09-05,day,1580,23500,Chabarovice,M
T412078,0.805157593123209,3000-09-06,night,1580,23500,Chabarovice,M
T412078,0.869662921348315,3000-09-06,day,1580,23500,Chabarovice,M
T412078,0.683229813664596,3000-09-07,night,1580,23500,Chabarovice,M
T412078,0.809628008752735,3000-09-07,day,1580,23500,Chabarovice,M
T412078,0.747292418772563,3000-09-08,night,1580,23500,Chabarovice,M
T412078,0.739130434782609,3000-09-08,day,1580,23500,Chabarovice,M
T412078,0.62962962962963,3000-09-09,night,1580,23500,Chabarovice,M
T412078,0.816358024691358,3000-09-09,day,1580,23500,Chabarovice,M
T412078,0.407185628742515,3000-09-10,night,1580,23500,Chabarovice,M
T412078,0.777173913043478,3000-09-10,day,1580,23500,Chabarovice,M
T412078,0.842105263157895,3000-09-11,night,1580,23500,Chabarovice,M
T412078,0.82687338501292,3000-09-11,day,1580,23500,Chabarovice,M
T412078,0.627692307692308,3000-09-12,night,1580,23500,Chabarovice,M
T412078,0.832089552238806,3000-09-12,day,1580,23500,Chabarovice,M
T412078,0.776595744680851,3000-09-13,night,1580,23500,Chabarovice,M
T412078,0.861471861471862,3000-09-13,day,1580,23500,Chabarovice,M
T412078,0.917119565217391,3000-09-14,night,1580,23500,Chabarovice,M
T412078,0.8886925795053,3000-09-14,day,1580,23500,Chabarovice,M
T412078,0.968852459016393,3000-09-15,night,1580,23500,Chabarovice,M
T412078,0.907120743034056,3000-09-15,day,1580,23500,Chabarovice,M
T412078,0.942204301075269,3000-09-16,night,1580,23500,Chabarovice,M
T412078,0.980281690140845,3000-09-16,day,1580,23500,Chabarovice,M
T412078,0.97940074906367,3000-09-17,night,1580,23500,Chabarovice,M
T412078,0.997122302158273,3000-09-17,day,1580,23500,Chabarovice,M
T412078,0.952522255192878,3000-09-18,night,1580,23500,Chabarovice,M
T412078,0.948,3000-09-18,day,1580,23500,Chabarovice,M
T412078,0.949846468781986,3000-09-19,night,1580,23500,Chabarovice,M
T412078,0.957110609480813,3000-09-19,day,1580,23500,Chabarovice,M
T412078,0.92258064516129,3000-09-20,night,1580,23500,Chabarovice,M
T412078,0.959363957597173,3000-09-20,day,1580,23500,Chabarovice,M
T412078,0.921515561569689,3000-09-21,night,1580,23500,Chabarovice,M
T412078,0.850553505535055,3000-09-21,day,1580,23500,Chabarovice,M
T412078,0.806060606060606,3000-09-22,night,1580,23500,Chabarovice,M
T412078,0.902887139107612,3000-09-22,day,1580,23500,Chabarovice,M
T412078,0.871621621621622,3000-09-23,night,1580,23500,Chabarovice,M
T412078,0.98235294117647,3000-09-23,day,1580,23500,Chabarovice,M
T412078,0.736749116607774,3000-09-24,night,1580,23500,Chabarovice,M
T412078,0.850063532401525,3000-09-24,day,1580,23500,Chabarovice,M
T412078,0.753623188405797,3000-09-25,night,1580,23500,Chabarovice,M
T412078,0.774285714285714,3000-09-25,day,1580,23500,Chabarovice,M
T412078,0.932291666666667,3000-09-26,night,1580,23500,Chabarovice,M
T412078,0.673992673992674,3000-09-26,day,1580,23500,Chabarovice,M
T412078,0.878378378378378,3000-09-27,night,1580,23500,Chabarovice,M
T412078,0.666666666666667,3000-09-27,day,1580,23500,Chabarovice,M
T412078,0.585365853658537,3000-09-28,night,1580,23500,Chabarovice,M
T412078,0.854508196721312,3000-09-28,day,1580,23500,Chabarovice,M
T412078,0.689189189189189,3000-09-29,night,1580,23500,Chabarovice,M
T412078,0.885714285714286,3000-09-29,day,1580,23500,Chabarovice,M
T412078,0.254491017964072,3000-09-30,night,1580,23500,Chabarovice,M
T412078,0.773109243697479,3000-09-30,day,1580,23500,Chabarovice,M
T412078,0.428985507246377,3000-10-01,night,1580,23500,Chabarovice,M
T412078,0.922348484848485,3000-10-01,day,1580,23500,Chabarovice,M
T412078,0.880434782608696,3000-10-02,night,1580,23500,Chabarovice,M
T412078,0.8625,3000-10-02,day,1580,23500,Chabarovice,M
T412078,0.72845953002611,3000-10-03,night,1580,23500,Chabarovice,M
T412078,0.792838874680307,3000-10-03,day,1580,23500,Chabarovice,M
T412078,1,3000-10-04,night,1580,23500,Chabarovice,M
T412078,0.881329113924051,3000-10-04,day,1580,23500,Chabarovice,M
T412078,0.996932515337423,3000-10-05,night,1580,23500,Chabarovice,M
T412078,0.808259587020649,3000-10-05,day,1580,23500,Chabarovice,M
T412078,0.900452488687783,3000-10-06,night,1580,23500,Chabarovice,M
T412078,0.992063492063492,3000-10-06,day,1580,23500,Chabarovice,M
T412078,0.924770642201835,3000-10-07,night,1580,23500,Chabarovice,M
T412078,0.953144266337855,3000-10-07,day,1580,23500,Chabarovice,M
T412078,0.697228144989339,3000-10-08,night,1580,23500,Chabarovice,M
T412078,0.766590389016018,3000-10-08,day,1580,23500,Chabarovice,M
T412078,0.910714285714286,3000-10-09,night,1580,23500,Chabarovice,M
T412078,0.808139534883721,3000-10-09,day,1580,23500,Chabarovice,M
T412078,0.694029850746269,3000-10-10,night,1580,23500,Chabarovice,M
T412078,0.718232044198895,3000-10-10,day,1580,23500,Chabarovice,M
T412078,0.747072599531616,3000-10-11,night,1580,23500,Chabarovice,M
T412078,0.811808118081181,3000-10-11,day,1580,23500,Chabarovice,M
T412078,0.909747292418773,3000-10-12,night,1580,23500,Chabarovice,M
T412078,0.928994082840237,3000-10-12,day,1580,23500,Chabarovice,M
T412078,0.218934911242604,3000-10-13,night,1580,23500,Chabarovice,M
T412078,0.768115942028986,3000-10-13,day,1580,23500,Chabarovice,M
T412078,0.74703557312253,3000-10-14,night,1580,23500,Chabarovice,M
T412078,0.623188405797102,3000-10-14,day,1580,23500,Chabarovice,M
T412078,0.65625,3000-10-15,night,1580,23500,Chabarovice,M
T412078,0.852017937219731,3000-10-15,day,1580,23500,Chabarovice,M
T412078,0.580459770114943,3000-10-16,night,1580,23500,Chabarovice,M
T412078,0.984615384615385,3000-10-16,day,1580,23500,Chabarovice,M
T412078,0.255905511811024,3000-10-17,night,1580,23500,Chabarovice,M
T412078,1,3000-10-17,day,1580,23500,Chabarovice,M
T412078,0.41289592760181,3000-10-18,night,1580,23500,Chabarovice,M
T412078,0.109022556390977,3000-10-18,day,1580,23500,Chabarovice,M
T412078,0.916846652267819,3000-10-19,night,1580,23500,Chabarovice,M
T412078,0.00131061598951507,3000-10-19,day,1580,23500,Chabarovice,M
T412078,0.868571428571429,3000-10-20,night,1580,23500,Chabarovice,M
T412078,0.283553875236295,3000-10-20,day,1580,23500,Chabarovice,M
T412078,0.087719298245614,3000-10-21,night,1580,23500,Chabarovice,M
T412078,0.0439276485788114,3000-10-22,night,1580,23500,Chabarovice,M
T412078,1,3000-10-23,night,1580,23500,Chabarovice,M
T412078,0.251231527093596,3000-10-23,day,1580,23500,Chabarovice,M
T412078,0.841225626740947,3000-10-24,night,1580,23500,Chabarovice,M
T412078,0.976744186046512,3000-10-24,day,1580,23500,Chabarovice,M
T412078,0.984520123839009,3000-10-25,night,1580,23500,Chabarovice,M
T412078,0.210084033613445,3000-10-25,day,1580,23500,Chabarovice,M
T412078,0.702770780856423,3000-10-26,night,1580,23500,Chabarovice,M
T412078,0.403954802259887,3000-10-26,day,1580,23500,Chabarovice,M
T412078,0.695431472081218,3000-10-27,night,1580,23500,Chabarovice,M
T412078,0.762626262626263,3000-10-27,day,1580,23500,Chabarovice,M
T412078,0.495098039215686,3000-10-28,night,1580,23500,Chabarovice,M
T412078,0.873517786561265,3000-10-29,night,1580,23500,Chabarovice,M
T412078,0.148514851485149,3000-10-29,day,1580,23500,Chabarovice,M
T412078,0.322147651006711,3000-10-30,night,1580,23500,Chabarovice,M
T412078,0.462093862815885,3000-10-30,day,1580,23500,Chabarovice,M
T412078,0.294871794871795,3000-10-31,night,1580,23500,Chabarovice,M
T412078,0.00256410256410256,3000-10-31,day,1580,23500,Chabarovice,M
T412078,0.372093023255814,3000-11-01,night,1580,23500,Chabarovice,M
T412078,0.0232558139534884,3000-11-01,day,1580,23500,Chabarovice,M
T412078,0.209459459459459,3000-11-02,night,1580,23500,Chabarovice,M
T412078,0.04,3000-11-02,day,1580,23500,Chabarovice,M
T412078,0.497326203208556,3000-11-03,night,1580,23500,Chabarovice,M
T412078,0.263888888888889,3000-11-03,day,1580,23500,Chabarovice,M
T412078,0.0686900958466454,3000-11-04,night,1580,23500,Chabarovice,M
T412078,0.0100250626566416,3000-11-04,day,1580,23500,Chabarovice,M
T412078,0.85531914893617,3000-11-07,night,1580,23500,Chabarovice,M
T412078,0.313207547169811,3000-11-07,day,1580,23500,Chabarovice,M
T412078,0.476190476190476,3000-11-08,night,1580,23500,Chabarovice,M
T412078,0.128378378378378,3000-11-08,day,1580,23500,Chabarovice,M
T412078,0.490384615384615,3000-11-09,night,1580,23500,Chabarovice,M
T412078,0.362068965517241,3000-11-09,day,1580,23500,Chabarovice,M
T412078,0.651851851851852,3000-11-11,night,1580,23500,Chabarovice,M
T412078,0.723214285714286,3000-11-12,night,1580,23500,Chabarovice,M
T412078,0.0224719101123596,3000-11-12,day,1580,23500,Chabarovice,M
T412078,0.820276497695853,3000-11-13,night,1580,23500,Chabarovice,M
T412078,0.256484149855908,3000-11-13,day,1580,23500,Chabarovice,M
T412078,0.308797127468582,3000-11-14,night,1580,23500,Chabarovice,M
T412078,0.00847457627118644,3000-11-14,day,1580,23500,Chabarovice,M
T412078,0.216032608695652,3000-11-15,night,1580,23500,Chabarovice,M
T412078,0.0163636363636364,3000-11-15,day,1580,23500,Chabarovice,M
T412078,0.0352941176470588,3000-11-16,day,1580,23500,Chabarovice,M
T412078,0.0256410256410256,3000-11-17,night,1580,23500,Chabarovice,M
T412078,0.142857142857143,3000-11-18,night,1580,23500,Chabarovice,M
T412078,0.142857142857143,3000-11-18,day,1580,23500,Chabarovice,M
T412078,0.154178674351585,3000-11-19,night,1580,23500,Chabarovice,M
T412078,0.0466830466830467,3000-11-19,day,1580,23500,Chabarovice,M
T412078,0.114285714285714,3000-11-20,night,1580,23500,Chabarovice,M
T412079,0.623390557939914,3000-06-01,day,1080,8740,Chabarovice,M
T412079,0.00813008130081301,3000-06-01,night,1080,8740,Chabarovice,M
T412079,0.012,3000-06-02,night,1080,8740,Chabarovice,M
T412079,0.025065963060686,3000-06-02,day,1080,8740,Chabarovice,M
T412079,0.179190751445087,3000-06-03,day,1080,8740,Chabarovice,M
T412079,0.0225988700564972,3000-06-04,night,1080,8740,Chabarovice,M
T412079,0.0394366197183099,3000-06-04,day,1080,8740,Chabarovice,M
T412079,0.0365853658536585,3000-06-05,night,1080,8740,Chabarovice,M
T412079,0.777777777777778,3000-06-05,day,1080,8740,Chabarovice,M
T412079,0.0192307692307692,3000-06-06,night,1080,8740,Chabarovice,M
T412079,0.555555555555556,3000-06-06,day,1080,8740,Chabarovice,M
T412079,0.4,3000-06-07,day,1080,8740,Chabarovice,M
T412079,0.0634920634920635,3000-06-07,night,1080,8740,Chabarovice,M
T412079,0.555555555555556,3000-06-08,day,1080,8740,Chabarovice,M
T412079,0.195876288659794,3000-06-08,night,1080,8740,Chabarovice,M
T412079,0.0485436893203884,3000-06-09,night,1080,8740,Chabarovice,M
T412079,0.511194029850746,3000-06-09,day,1080,8740,Chabarovice,M
T412079,0.0204081632653061,3000-06-10,night,1080,8740,Chabarovice,M
T412079,0.0101010101010101,3000-06-11,night,1080,8740,Chabarovice,M
T412079,0.441882804995197,3000-06-11,day,1080,8740,Chabarovice,M
T412079,0.12,3000-06-12,night,1080,8740,Chabarovice,M
T412079,0.01171875,3000-06-12,day,1080,8740,Chabarovice,M
T412079,0.8,3000-06-13,day,1080,8740,Chabarovice,M
T412079,0.0625,3000-06-14,day,1080,8740,Chabarovice,M
T412079,0.0933333333333333,3000-06-15,day,1080,8740,Chabarovice,M
T412079,0.00746268656716418,3000-06-15,night,1080,8740,Chabarovice,M
T412079,0.321782178217822,3000-06-16,night,1080,8740,Chabarovice,M
T412079,0.25748502994012,3000-06-17,day,1080,8740,Chabarovice,M
T412079,0.0175438596491228,3000-06-17,night,1080,8740,Chabarovice,M
T412079,0.0366300366300366,3000-06-18,night,1080,8740,Chabarovice,M
T412079,0.0506329113924051,3000-06-18,day,1080,8740,Chabarovice,M
T412079,0.0182926829268293,3000-06-19,night,1080,8740,Chabarovice,M
T412079,0.0048661800486618,3000-06-19,day,1080,8740,Chabarovice,M
T412079,0.00919540229885057,3000-06-20,day,1080,8740,Chabarovice,M
T412079,0.0196850393700787,3000-06-20,night,1080,8740,Chabarovice,M
T412079,0.0111111111111111,3000-06-21,day,1080,8740,Chabarovice,M
T412079,0.00956937799043062,3000-06-21,night,1080,8740,Chabarovice,M
T412079,0.0133333333333333,3000-06-22,night,1080,8740,Chabarovice,M
T412079,0.010351966873706,3000-06-22,day,1080,8740,Chabarovice,M
T412079,0.0125523012552301,3000-06-23,night,1080,8740,Chabarovice,M
T412079,0.0288248337028825,3000-06-23,day,1080,8740,Chabarovice,M
T412079,0.0292553191489362,3000-06-24,day,1080,8740,Chabarovice,M
T412079,0.00775193798449612,3000-06-24,night,1080,8740,Chabarovice,M
T412079,0.0735294117647059,3000-06-25,day,1080,8740,Chabarovice,M
T412079,0.0559006211180124,3000-06-25,night,1080,8740,Chabarovice,M
T412079,0.0344827586206897,3000-06-26,night,1080,8740,Chabarovice,M
T412079,0.217834394904459,3000-06-26,day,1080,8740,Chabarovice,M
T412079,0.10126582278481,3000-06-27,day,1080,8740,Chabarovice,M
T412079,0.0185185185185185,3000-06-27,night,1080,8740,Chabarovice,M
T412079,0.0145985401459854,3000-06-28,night,1080,8740,Chabarovice,M
T412079,0.351351351351351,3000-06-28,day,1080,8740,Chabarovice,M
T412079,0.00546448087431694,3000-06-29,night,1080,8740,Chabarovice,M
T412079,0.0158730158730159,3000-06-29,day,1080,8740,Chabarovice,M
T412079,0.025,3000-06-30,night,1080,8740,Chabarovice,M
T412079,0.844444444444445,3000-07-02,night,1080,8740,Chabarovice,M
T412079,0.985507246376812,3000-07-03,night,1080,8740,Chabarovice,M
T412079,0.862068965517241,3000-07-04,night,1080,8740,Chabarovice,M
T412079,0.444444444444444,3000-07-06,night,1080,8740,Chabarovice,M
T412079,0.0112359550561798,3000-07-08,night,1080,8740,Chabarovice,M
T412079,0.0562248995983936,3000-07-08,day,1080,8740,Chabarovice,M
T412079,0.0202702702702703,3000-07-09,night,1080,8740,Chabarovice,M
T412079,0.188144329896907,3000-07-09,day,1080,8740,Chabarovice,M
T412079,0.0106382978723404,3000-07-10,night,1080,8740,Chabarovice,M
T412079,0.444763271162123,3000-07-10,day,1080,8740,Chabarovice,M
T412079,0.416243654822335,3000-07-11,day,1080,8740,Chabarovice,M
T412079,0.13265306122449,3000-07-11,night,1080,8740,Chabarovice,M
T412079,0.024390243902439,3000-07-12,day,1080,8740,Chabarovice,M
T412079,0.267015706806283,3000-07-12,night,1080,8740,Chabarovice,M
T412079,0.665369649805447,3000-07-13,night,1080,8740,Chabarovice,M
T412079,0.117219917012448,3000-07-13,day,1080,8740,Chabarovice,M
T412079,0.496124031007752,3000-07-14,night,1080,8740,Chabarovice,M
T412079,0.138888888888889,3000-07-15,night,1080,8740,Chabarovice,M
T412079,0.099437148217636,3000-07-15,day,1080,8740,Chabarovice,M
T412079,0.0610687022900763,3000-07-16,night,1080,8740,Chabarovice,M
T412079,0.0131147540983607,3000-07-16,day,1080,8740,Chabarovice,M
T412079,0.578231292517007,3000-07-17,night,1080,8740,Chabarovice,M
T412079,0.0993150684931507,3000-07-17,day,1080,8740,Chabarovice,M
T412079,0.75968992248062,3000-07-18,night,1080,8740,Chabarovice,M
T412079,0.03125,3000-07-18,day,1080,8740,Chabarovice,M
T412079,0.158878504672897,3000-07-19,night,1080,8740,Chabarovice,M
T412079,0.28525641025641,3000-07-19,day,1080,8740,Chabarovice,M
T412079,0.122395833333333,3000-07-20,night,1080,8740,Chabarovice,M
T412079,0.345070422535211,3000-07-20,day,1080,8740,Chabarovice,M
T412079,0.162303664921466,3000-07-21,night,1080,8740,Chabarovice,M
T412079,0.234672304439746,3000-07-21,day,1080,8740,Chabarovice,M
T412079,0.036036036036036,3000-07-22,night,1080,8740,Chabarovice,M
T412079,0.130434782608696,3000-07-22,day,1080,8740,Chabarovice,M
T412079,0.268421052631579,3000-07-23,day,1080,8740,Chabarovice,M
T412079,0.351724137931035,3000-07-23,night,1080,8740,Chabarovice,M
T412079,0.53356890459364,3000-07-24,night,1080,8740,Chabarovice,M
T412079,0.233050847457627,3000-07-24,day,1080,8740,Chabarovice,M
T412079,0.0121212121212121,3000-07-25,night,1080,8740,Chabarovice,M
T412079,0.180112570356473,3000-07-25,day,1080,8740,Chabarovice,M
T412079,0.133810010214505,3000-07-26,day,1080,8740,Chabarovice,M
T412079,0.00328947368421053,3000-07-26,night,1080,8740,Chabarovice,M
T412079,0.0350877192982456,3000-07-27,night,1080,8740,Chabarovice,M
T412079,0.0814696485623003,3000-07-27,day,1080,8740,Chabarovice,M
T412079,0.0324909747292419,3000-07-28,day,1080,8740,Chabarovice,M
T412079,0.00813008130081301,3000-07-28,night,1080,8740,Chabarovice,M
T412079,0.0384615384615385,3000-07-29,night,1080,8740,Chabarovice,M
T412079,0.0202020202020202,3000-07-30,night,1080,8740,Chabarovice,M
T412079,0.0299727520435967,3000-07-30,day,1080,8740,Chabarovice,M
T412079,0.0351758793969849,3000-07-31,day,1080,8740,Chabarovice,M
T412079,0.00374531835205993,3000-07-31,night,1080,8740,Chabarovice,M
T412079,0.114178168130489,3000-08-01,day,1080,8740,Chabarovice,M
T412079,0.595652173913044,3000-08-01,night,1080,8740,Chabarovice,M
T412079,0.739644970414201,3000-08-02,night,1080,8740,Chabarovice,M
T412079,0.0394574599260173,3000-08-02,day,1080,8740,Chabarovice,M
T412079,0.175824175824176,3000-08-03,day,1080,8740,Chabarovice,M
T412079,0.142857142857143,3000-08-04,night,1080,8740,Chabarovice,M
T412079,0.253456221198157,3000-08-04,day,1080,8740,Chabarovice,M
T412079,0.0526315789473684,3000-08-05,night,1080,8740,Chabarovice,M
T412079,0.343915343915344,3000-08-05,day,1080,8740,Chabarovice,M
T412079,0.0649350649350649,3000-08-06,night,1080,8740,Chabarovice,M
T412079,0.198412698412698,3000-08-06,day,1080,8740,Chabarovice,M
T412079,0.714285714285714,3000-08-07,day,1080,8740,Chabarovice,M
T412079,0.0526315789473684,3000-08-08,night,1080,8740,Chabarovice,M
T412079,0.104838709677419,3000-08-09,day,1080,8740,Chabarovice,M
T412079,0.0229357798165138,3000-08-10,night,1080,8740,Chabarovice,M
T412079,0.0625,3000-08-10,day,1080,8740,Chabarovice,M
T412079,0.0231481481481482,3000-08-11,night,1080,8740,Chabarovice,M
T412079,0.0810810810810811,3000-08-11,day,1080,8740,Chabarovice,M
T412079,0.0232558139534884,3000-08-12,night,1080,8740,Chabarovice,M
T412079,0.0866666666666667,3000-08-12,day,1080,8740,Chabarovice,M
T412079,0.0686274509803922,3000-08-13,night,1080,8740,Chabarovice,M
T412079,0.2,3000-08-13,day,1080,8740,Chabarovice,M
T412079,0.227557411273486,3000-08-14,day,1080,8740,Chabarovice,M
T412079,0.0072202166064982,3000-08-15,night,1080,8740,Chabarovice,M
T412079,0.215094339622642,3000-08-15,day,1080,8740,Chabarovice,M
