fishid,pr_pel_mean,date,diel_period,tl_mm,weight_g,lake,sex
T412117,0.0714285714285714,3000-09-15,night,1090,8300,Most,M
T412117,0.00772200772200772,3000-09-15,day,1090,8300,Most,M
T412117,0.0222222222222222,3000-09-16,night,1090,8300,Most,M
T412117,0.00235294117647059,3000-09-17,night,1090,8300,Most,M
T412117,0.00892857142857143,3000-09-19,night,1090,8300,Most,M
T412117,0.0555555555555556,3000-09-19,day,1090,8300,Most,M
T412117,0.0091743119266055,3000-09-20,day,1090,8300,Most,M
T412117,0.00301204819277108,3000-09-23,day,1090,8300,Most,M
T412117,0.00377358490566038,3000-09-23,night,1090,8300,Most,M
T412117,0.00727272727272727,3000-09-24,night,1090,8300,Most,M
T412117,0.0526315789473684,3000-09-25,day,1090,8300,Most,M
T412117,0.0136986301369863,3000-09-25,night,1090,8300,Most,M
T412117,0.003584229390681,3000-09-26,night,1090,8300,Most,M
T412117,0.00392156862745098,3000-09-27,day,1090,8300,Most,M
T412117,0.025,3000-09-27,night,1090,8300,Most,M
T412117,0.0054945054945055,3000-10-02,night,1090,8300,Most,M
T412117,0.0102040816326531,3000-10-04,night,1090,8300,Most,M
T412117,0.00252525252525253,3000-10-05,night,1090,8300,Most,M
T412117,0.0298507462686567,3000-10-06,night,1090,8300,Most,M
T412117,0.00558659217877095,3000-10-07,night,1090,8300,Most,M
T412117,0.00840336134453782,3000-10-08,night,1090,8300,Most,M
T412117,0.00531914893617021,3000-10-09,day,1090,8300,Most,M
T412117,0.0072202166064982,3000-10-12,night,1090,8300,Most,M
T412117,0.00543478260869565,3000-10-13,night,1090,8300,Most,M
T412117,0.00389105058365759,3000-10-15,night,1090,8300,Most,M
T412117,0.0072992700729927,3000-10-18,night,1090,8300,Most,M
T412117,0.00779220779220779,3000-10-19,night,1090,8300,Most,M
T412117,0.0106382978723404,3000-10-20,day,1090,8300,Most,M
T412117,0.00495049504950495,3000-10-22,night,1090,8300,Most,M
T412117,0.0201342281879195,3000-10-23,night,1090,8300,Most,M
T412117,0.00492610837438424,3000-10-25,night,1090,8300,Most,M
T412117,0.0303030303030303,3000-10-26,night,1090,8300,Most,M
T412117,0.0065359477124183,3000-10-27,night,1090,8300,Most,M
T412117,0.0147058823529412,3000-10-29,night,1090,8300,Most,M
T412117,0.0159362549800797,3000-10-30,night,1090,8300,Most,M
T412117,0.00879765395894428,3000-10-31,night,1090,8300,Most,M
T412117,0.00302114803625378,3000-11-01,night,1090,8300,Most,M
T412117,0.00869565217391304,3000-11-03,night,1090,8300,Most,M
T412117,0.0972222222222222,3000-11-04,night,1090,8300,Most,M
T412117,0.0166666666666667,3000-11-06,night,1090,8300,Most,M
T412117,0.0128205128205128,3000-11-07,night,1090,8300,Most,M
T412117,0.00239234449760766,3000-11-08,night,1090,8300,Most,M
T412117,0.0121951219512195,3000-11-09,night,1090,8300,Most,M
T412117,0.00680272108843537,3000-11-10,night,1090,8300,Most,M
T412117,0.524017467248908,3000-11-10,day,1090,8300,Most,M
T412117,0.00588235294117647,3000-11-11,night,1090,8300,Most,M
T412117,0.00813008130081301,3000-11-13,night,1090,8300,Most,M
T412117,0.00598802395209581,3000-11-15,night,1090,8300,Most,M
T412117,0.125,3000-11-15,day,1090,8300,Most,M
T412117,0.00291545189504373,3000-11-16,night,1090,8300,Most,M
T412117,0.00304878048780488,3000-11-19,night,1090,8300,Most,M
T412123,0.870689655172414,3000-06-01,night,935,4460,Most,F
T412123,0.0555555555555556,3000-06-02,day,935,4460,Most,F
T412123,0.276595744680851,3000-06-02,night,935,4460,Most,F
T412123,0.125,3000-06-03,night,935,4460,Most,F
T412123,0.0163934426229508,3000-06-04,night,935,4460,Most,F
T412123,1,3000-06-06,night,935,4460,Most,F
T412123,0.264705882352941,3000-06-07,day,935,4460,Most,F
T412123,0.25,3000-06-07,night,935,4460,Most,F
T412123,0.620967741935484,3000-06-09,night,935,4460,Most,F
T412123,0.181818181818182,3000-06-10,day,935,4460,Most,F
T412123,0.230769230769231,3000-06-10,night,935,4460,Most,F
T412123,0.953703703703704,3000-06-11,night,935,4460,Most,F
T412123,0.269230769230769,3000-06-11,day,935,4460,Most,F
T412123,0.611111111111111,3000-06-13,night,935,4460,Most,F
T412123,0.0714285714285714,3000-06-15,night,935,4460,Most,F
T412123,0.82089552238806,3000-06-16,night,935,4460,Most,F
T412123,0.989830508474576,3000-06-17,night,935,4460,Most,F
T412123,0.197309417040359,3000-06-17,day,935,4460,Most,F
T412123,0.703448275862069,3000-06-18,night,935,4460,Most,F
T412123,0.103585657370518,3000-06-18,day,935,4460,Most,F
T412123,0.898305084745763,3000-06-19,night,935,4460,Most,F
T412123,0.00648298217179903,3000-06-19,day,935,4460,Most,F
T412123,0.983122362869198,3000-06-20,night,935,4460,Most,F
T412123,0.0813008130081301,3000-06-20,day,935,4460,Most,F
T412123,0.843373493975904,3000-06-21,night,935,4460,Most,F
T412123,0.0528735632183908,3000-06-21,day,935,4460,Most,F
T412123,0.983606557377049,3000-06-22,night,935,4460,Most,F
T412123,0.329974811083123,3000-06-22,day,935,4460,Most,F
T412123,0.904494382022472,3000-06-23,night,935,4460,Most,F
T412123,1,3000-06-23,day,935,4460,Most,F
T412123,1,3000-06-24,night,935,4460,Most,F
T412123,0.850993377483444,3000-06-24,day,935,4460,Most,F
T412123,1,3000-06-25,night,935,4460,Most,F
T412123,0.908517350157729,3000-06-25,day,935,4460,Most,F
T412123,0.885245901639344,3000-06-26,day,935,4460,Most,F
T412123,1,3000-06-26,night,935,4460,Most,F
T412123,0.932203389830508,3000-06-27,night,935,4460,Most,F
T412123,0.969924812030075,3000-06-27,day,935,4460,Most,F
T412123,1,3000-06-28,night,935,4460,Most,F
T412123,0.643463497453311,3000-06-28,day,935,4460,Most,F
T412123,1,3000-06-29,night,935,4460,Most,F
T412123,0.824858757062147,3000-06-29,day,935,4460,Most,F
T412123,1,3000-06-30,night,935,4460,Most,F
T412123,1,3000-06-30,day,935,4460,Most,F
T412123,1,3000-07-01,day,935,4460,Most,F
T412123,1,3000-07-01,night,935,4460,Most,F
T412123,1,3000-07-02,night,935,4460,Most,F
T412123,1,3000-07-03,night,935,4460,Most,F
T412123,1,3000-07-03,day,935,4460,Most,F
T412123,0.857142857142857,3000-07-04,night,935,4460,Most,F
T412123,1,3000-07-04,day,935,4460,Most,F
T412123,1,3000-07-05,night,935,4460,Most,F
T412123,0.72156862745098,3000-07-06,day,935,4460,Most,F
T412123,1,3000-07-06,night,935,4460,Most,F
T412123,1,3000-07-07,night,935,4460,Most,F
T412123,1,3000-07-07,day,935,4460,Most,F
T412123,0.980487804878049,3000-07-08,night,935,4460,Most,F
T412123,1,3000-07-08,day,935,4460,Most,F
T412123,0.978571428571428,3000-07-09,night,935,4460,Most,F
T412123,0.958333333333333,3000-07-09,day,935,4460,Most,F
T412123,0.900452488687783,3000-07-10,night,935,4460,Most,F
T412123,0.767123287671233,3000-07-10,day,935,4460,Most,F
T412123,1,3000-07-11,night,935,4460,Most,F
T412123,1,3000-07-11,day,935,4460,Most,F
T412123,0.907120743034056,3000-07-12,night,935,4460,Most,F
T412123,0.724137931034483,3000-07-12,day,935,4460,Most,F
T412123,0.997005988023952,3000-07-13,night,935,4460,Most,F
T412123,0.928,3000-07-13,day,935,4460,Most,F
T412123,1,3000-07-14,night,935,4460,Most,F
T412123,0.948717948717949,3000-07-14,day,935,4460,Most,F
T412123,0.986666666666667,3000-07-15,night,935,4460,Most,F
T412123,0.837209302325582,3000-07-15,day,935,4460,Most,F
T412123,0.991071428571429,3000-07-16,night,935,4460,Most,F
T412123,0.857142857142857,3000-07-16,day,935,4460,Most,F
T412123,1,3000-07-17,night,935,4460,Most,F
T412123,0.8,3000-07-17,day,935,4460,Most,F
T412123,0.980392156862745,3000-07-18,night,935,4460,Most,F
T412123,0.473684210526316,3000-07-18,day,935,4460,Most,F
T412123,0.837004405286344,3000-07-19,night,935,4460,Most,F
T412123,0.608695652173913,3000-07-19,day,935,4460,Most,F
T412123,0.905172413793103,3000-07-20,night,935,4460,Most,F
T412123,0.2,3000-07-20,day,935,4460,Most,F
T412123,0.985294117647059,3000-07-21,night,935,4460,Most,F
T412123,0.846153846153846,3000-07-21,day,935,4460,Most,F
T412123,1,3000-07-22,night,935,4460,Most,F
T412123,0.955284552845528,3000-07-23,night,935,4460,Most,F
T412123,0.601895734597156,3000-07-23,day,935,4460,Most,F
T412123,0.916030534351145,3000-07-24,night,935,4460,Most,F
T412123,0.875,3000-07-24,day,935,4460,Most,F
T412123,0.896946564885496,3000-07-25,night,935,4460,Most,F
T412123,0.326923076923077,3000-07-26,night,935,4460,Most,F
T412123,0.864077669902913,3000-07-27,night,935,4460,Most,F
T412123,1,3000-07-27,day,935,4460,Most,F
T412123,0.914893617021277,3000-07-28,night,935,4460,Most,F
T412123,1,3000-07-28,day,935,4460,Most,F
T412123,0.2,3000-07-29,day,935,4460,Most,F
T412123,0.795454545454545,3000-07-29,night,935,4460,Most,F
T412123,0.565217391304348,3000-07-30,night,935,4460,Most,F
T412123,0.948837209302326,3000-07-31,night,935,4460,Most,F
T412123,0.997572815533981,3000-08-01,night,935,4460,Most,F
T412123,1,3000-08-02,night,935,4460,Most,F
T412123,0.857142857142857,3000-08-02,day,935,4460,Most,F
T412123,0.927536231884058,3000-08-03,night,935,4460,Most,F
T412123,0.918604651162791,3000-08-04,night,935,4460,Most,F
T412123,0.75,3000-08-04,day,935,4460,Most,F
T412123,0.631578947368421,3000-08-05,night,935,4460,Most,F
T412123,1,3000-08-05,day,935,4460,Most,F
T412123,1,3000-08-06,night,935,4460,Most,F
T412123,1,3000-08-07,night,935,4460,Most,F
T412123,1,3000-08-08,night,935,4460,Most,F
T412123,0.607142857142857,3000-08-09,day,935,4460,Most,F
T412123,0.953488372093023,3000-08-09,night,935,4460,Most,F
T412123,1,3000-08-10,day,935,4460,Most,F
T412123,0.912280701754386,3000-08-10,night,935,4460,Most,F
T412123,0.627906976744186,3000-08-11,night,935,4460,Most,F
T412123,0.773809523809524,3000-08-12,night,935,4460,Most,F
T412123,0.909090909090909,3000-08-13,night,935,4460,Most,F
T412123,0.5,3000-08-13,day,935,4460,Most,F
T412123,0.794117647058824,3000-08-14,night,935,4460,Most,F
T412123,0.575,3000-08-15,night,935,4460,Most,F
T412123,0.63265306122449,3000-08-16,night,935,4460,Most,F
T412123,0.552631578947369,3000-08-16,day,935,4460,Most,F
T412123,0.463414634146342,3000-08-17,night,935,4460,Most,F
T412123,0.612903225806452,3000-08-17,day,935,4460,Most,F
T412123,0.690476190476191,3000-08-18,night,935,4460,Most,F
T412123,0.82258064516129,3000-08-19,night,935,4460,Most,F
T412123,0.606060606060606,3000-08-19,day,935,4460,Most,F
T412123,0.533333333333333,3000-08-20,night,935,4460,Most,F
T412123,0.622516556291391,3000-08-21,night,935,4460,Most,F
T412123,0.6,3000-08-21,day,935,4460,Most,F
T412123,0.723076923076923,3000-08-22,night,935,4460,Most,F
T412123,0.4375,3000-08-23,night,935,4460,Most,F
T412123,0.333333333333333,3000-08-23,day,935,4460,Most,F
T412123,0.636363636363636,3000-08-24,night,935,4460,Most,F
T412123,0.409090909090909,3000-08-24,day,935,4460,Most,F
T412123,0.617021276595745,3000-08-25,night,935,4460,Most,F
T412123,0.293577981651376,3000-08-26,night,935,4460,Most,F
T412123,0.486486486486487,3000-08-27,night,935,4460,Most,F
T412123,1,3000-08-27,day,935,4460,Most,F
T412123,0.266666666666667,3000-08-28,night,935,4460,Most,F
T412123,0.285714285714286,3000-08-28,day,935,4460,Most,F
T412123,0.238095238095238,3000-08-29,night,935,4460,Most,F
T412123,0.461538461538462,3000-09-01,night,935,4460,Most,F
T412123,0.358695652173913,3000-09-02,night,935,4460,Most,F
T412123,0.111111111111111,3000-09-02,day,935,4460,Most,F
T412123,0.571428571428571,3000-09-03,night,935,4460,Most,F
T412123,0.333333333333333,3000-09-04,night,935,4460,Most,F
T412123,1,3000-09-06,night,935,4460,Most,F
T412123,1,3000-09-07,day,935,4460,Most,F
T412123,1,3000-09-08,night,935,4460,Most,F
T412123,1,3000-09-09,night,935,4460,Most,F
T412123,1,3000-09-09,day,935,4460,Most,F
T412123,0.857142857142857,3000-09-10,night,935,4460,Most,F
T412123,0.0909090909090909,3000-09-12,day,935,4460,Most,F
T412123,0.6,3000-09-12,night,935,4460,Most,F
T412123,0.5,3000-09-13,day,935,4460,Most,F
T412123,0.954545454545455,3000-09-13,night,935,4460,Most,F
T412123,0.5,3000-09-14,night,935,4460,Most,F
T412123,0.333333333333333,3000-09-16,day,935,4460,Most,F
T412123,0.666666666666667,3000-09-16,night,935,4460,Most,F
T412123,0.980519480519481,3000-09-17,night,935,4460,Most,F
T412123,0.739130434782609,3000-09-17,day,935,4460,Most,F
T412123,0.946666666666667,3000-09-18,night,935,4460,Most,F
T412123,0.2,3000-09-18,day,935,4460,Most,F
T412123,0.854014598540146,3000-09-19,night,935,4460,Most,F
T412123,0.285714285714286,3000-09-19,day,935,4460,Most,F
T412123,1,3000-09-20,night,935,4460,Most,F
T412123,0.2,3000-09-21,day,935,4460,Most,F
T412123,1,3000-09-21,night,935,4460,Most,F
T412123,0.896551724137931,3000-09-22,night,935,4460,Most,F
T412123,0.75,3000-09-22,day,935,4460,Most,F
T412123,1,3000-09-23,night,935,4460,Most,F
T412123,0.375,3000-09-23,day,935,4460,Most,F
T412123,1,3000-09-24,night,935,4460,Most,F
T412123,1,3000-09-25,night,935,4460,Most,F
T412123,0.5,3000-09-25,day,935,4460,Most,F
T412123,1,3000-09-26,night,935,4460,Most,F
T412123,1,3000-09-27,night,935,4460,Most,F
T412123,1,3000-09-28,night,935,4460,Most,F
T412123,1,3000-09-29,night,935,4460,Most,F
T412123,1,3000-09-30,night,935,4460,Most,F
T412123,1,3000-10-01,night,935,4460,Most,F
T412123,0.987654320987654,3000-10-03,night,935,4460,Most,F
T412123,0.968992248062015,3000-10-04,night,935,4460,Most,F
T412123,0.620512820512821,3000-10-04,day,935,4460,Most,F
T412123,1,3000-10-05,night,935,4460,Most,F
T412123,1,3000-10-06,night,935,4460,Most,F
T412123,0.142857142857143,3000-10-06,day,935,4460,Most,F
T412123,1,3000-10-07,night,935,4460,Most,F
T412123,0.947761194029851,3000-10-07,day,935,4460,Most,F
T412123,1,3000-10-08,night,935,4460,Most,F
T412123,1,3000-10-08,day,935,4460,Most,F
T412123,1,3000-10-09,night,935,4460,Most,F
T412123,0.928571428571429,3000-10-10,night,935,4460,Most,F
T412123,0.777777777777778,3000-10-11,night,935,4460,Most,F
T412123,0.25,3000-10-11,day,935,4460,Most,F
T412123,0.2,3000-10-12,night,935,4460,Most,F
T412123,0.2,3000-10-13,day,935,4460,Most,F
T412123,1,3000-10-13,night,935,4460,Most,F
T412123,1,3000-10-14,night,935,4460,Most,F
T412123,0.76,3000-10-14,day,935,4460,Most,F
T412123,0.948717948717949,3000-10-15,night,935,4460,Most,F
T412123,0.870967741935484,3000-10-15,day,935,4460,Most,F
T412123,0.983050847457627,3000-10-16,night,935,4460,Most,F
T412123,1,3000-10-16,day,935,4460,Most,F
T412123,0.566037735849057,3000-10-17,night,935,4460,Most,F
T412123,0.727272727272727,3000-10-18,night,935,4460,Most,F
T412123,0.647058823529412,3000-10-19,night,935,4460,Most,F
T412123,0.298245614035088,3000-10-23,night,935,4460,Most,F
T412123,0.478260869565217,3000-10-24,night,935,4460,Most,F
T412123,0.933333333333333,3000-10-25,day,935,4460,Most,F
T412123,0.225806451612903,3000-10-25,night,935,4460,Most,F
T412123,0.0540540540540541,3000-10-26,day,935,4460,Most,F
T412123,1,3000-10-26,night,935,4460,Most,F
T412123,0.656934306569343,3000-10-27,night,935,4460,Most,F
T412123,0.8,3000-10-27,day,935,4460,Most,F
T412123,0.379310344827586,3000-10-28,night,935,4460,Most,F
T412123,0.264150943396226,3000-10-29,night,935,4460,Most,F
T412123,0.666666666666667,3000-10-29,day,935,4460,Most,F
T412123,0.530864197530864,3000-10-30,night,935,4460,Most,F
T412123,0.14,3000-10-31,night,935,4460,Most,F
T412123,0.171171171171171,3000-11-01,night,935,4460,Most,F
T412123,0.126436781609195,3000-11-02,night,935,4460,Most,F
T412123,0.00757575757575758,3000-11-04,night,935,4460,Most,F
T412123,0.0795107033639144,3000-11-05,night,935,4460,Most,F
T412123,0.640776699029126,3000-11-06,night,935,4460,Most,F
T412123,0.145631067961165,3000-11-07,night,935,4460,Most,F
T412123,0.60752688172043,3000-11-10,night,935,4460,Most,F
T412123,0.0707070707070707,3000-11-11,night,935,4460,Most,F
T412123,0.348837209302326,3000-11-12,night,935,4460,Most,F
T412123,0.714285714285714,3000-11-12,day,935,4460,Most,F
T412123,0.0625,3000-11-13,night,935,4460,Most,F
T412123,0.0677966101694915,3000-11-14,night,935,4460,Most,F
T412123,0.222222222222222,3000-11-14,day,935,4460,Most,F
T412123,0.837837837837838,3000-11-15,night,935,4460,Most,F
T412123,0.133333333333333,3000-11-15,day,935,4460,Most,F
T412123,0.36734693877551,3000-11-16,night,935,4460,Most,F
T412123,0.769230769230769,3000-11-17,night,935,4460,Most,F
T412123,0.302083333333333,3000-11-18,night,935,4460,Most,F
T412123,1,3000-11-19,night,935,4460,Most,F
T412123,1,3000-11-20,night,935,4460,Most,F
T412123,0.612903225806452,3000-11-20,day,935,4460,Most,F
T412124,0.142857142857143,3000-06-07,day,890,3400,Most,F
T412124,0.529411764705882,3000-06-08,night,890,3400,Most,F
T412124,0.359281437125749,3000-06-08,day,890,3400,Most,F
T412124,0.091588785046729,3000-06-09,day,890,3400,Most,F
T412124,0.00793650793650794,3000-06-09,night,890,3400,Most,F
T412124,0.259615384615385,3000-06-10,day,890,3400,Most,F
T412124,0.666666666666667,3000-06-10,night,890,3400,Most,F
T412124,0.6,3000-06-12,night,890,3400,Most,F
T412124,0.0736842105263158,3000-06-13,day,890,3400,Most,F
T412124,0.777777777777778,3000-06-14,night,890,3400,Most,F
T412124,0.310756972111554,3000-06-14,day,890,3400,Most,F
T412124,0.0790273556231003,3000-06-15,day,890,3400,Most,F
T412124,0.735294117647059,3000-06-15,night,890,3400,Most,F
T412124,0.190721649484536,3000-06-16,day,890,3400,Most,F
T412124,0.0303030303030303,3000-06-20,day,890,3400,Most,F
T412124,0.391666666666667,3000-06-21,night,890,3400,Most,F
T412124,0.0740740740740741,3000-06-21,day,890,3400,Most,F
T412124,0.0818181818181818,3000-06-22,night,890,3400,Most,F
T412124,0.15668202764977,3000-06-28,day,890,3400,Most,F
T412124,0.875,3000-06-28,night,890,3400,Most,F
T412124,0.0344827586206897,3000-07-08,night,890,3400,Most,F
T412124,0.00208333333333333,3000-07-10,day,890,3400,Most,F
T412124,0.149532710280374,3000-07-11,night,890,3400,Most,F
T412124,0.102040816326531,3000-07-13,night,890,3400,Most,F
T412124,0.0555555555555556,3000-07-15,night,890,3400,Most,F
T412124,0.0229885057471264,3000-07-15,day,890,3400,Most,F
T412124,0.0655737704918033,3000-07-17,night,890,3400,Most,F
T412124,0.025,3000-07-24,night,890,3400,Most,F
T412124,0.0140845070422535,3000-07-25,night,890,3400,Most,F
T412124,0.150862068965517,3000-07-27,day,890,3400,Most,F
T412124,0.126436781609195,3000-07-30,day,890,3400,Most,F
T412124,0.23134328358209,3000-08-01,night,890,3400,Most,F
T412124,0.19016393442623,3000-08-02,night,890,3400,Most,F
T412124,0.00980392156862745,3000-08-02,day,890,3400,Most,F
T412124,0.0952380952380952,3000-08-03,night,890,3400,Most,F
T412124,0.08,3000-08-04,day,890,3400,Most,F
T412124,0.0238095238095238,3000-08-06,night,890,3400,Most,F
T412124,0.145454545454545,3000-08-08,night,890,3400,Most,F
T412124,0.0416666666666667,3000-08-14,night,890,3400,Most,F
T412124,0.00552486187845304,3000-08-15,day,890,3400,Most,F
T412124,0.0185185185185185,3000-08-15,night,890,3400,Most,F
T412124,0.102040816326531,3000-08-18,day,890,3400,Most,F
T412124,0.0196078431372549,3000-08-18,night,890,3400,Most,F
T412124,0.0941176470588235,3000-08-22,night,890,3400,Most,F
T412124,0.166666666666667,3000-08-24,day,890,3400,Most,F
T412124,0.0775862068965517,3000-08-24,night,890,3400,Most,F
T412124,0.424242424242424,3000-08-25,day,890,3400,Most,F
T412124,0.025,3000-08-26,night,890,3400,Most,F
T412124,0.0309278350515464,3000-08-27,night,890,3400,Most,F
T412124,0.0263157894736842,3000-09-01,night,890,3400,Most,F
T412124,0.0596026490066225,3000-09-12,night,890,3400,Most,F
T412124,0.00490196078431373,3000-09-12,day,890,3400,Most,F
T412124,0.25,3000-09-13,night,890,3400,Most,F
T412124,0.0163934426229508,3000-09-14,night,890,3400,Most,F
T412124,0.0555555555555556,3000-09-17,night,890,3400,Most,F
T412124,0.0384615384615385,3000-09-19,night,890,3400,Most,F
T412124,0.4,3000-09-21,night,890,3400,Most,F
T412124,1,3000-09-23,day,890,3400,Most,F
T412124,0.196428571428571,3000-10-05,night,890,3400,Most,F
T412124,0.125,3000-10-12,day,890,3400,Most,F
T412124,0.0869565217391304,3000-10-12,night,890,3400,Most,F
T412124,0.25,3000-10-13,night,890,3400,Most,F
T412124,0.111111111111111,3000-10-16,night,890,3400,Most,F
T412124,0.32183908045977,3000-10-18,night,890,3400,Most,F
T412124,0.133333333333333,3000-10-19,night,890,3400,Most,F
T412124,0.156862745098039,3000-10-20,night,890,3400,Most,F
T412124,0.468085106382979,3000-10-30,night,890,3400,Most,F
T412124,0.087719298245614,3000-11-02,night,890,3400,Most,F
T412124,0.015625,3000-11-03,night,890,3400,Most,F
T412124,0.0240963855421687,3000-11-03,day,890,3400,Most,F
T412124,0.355371900826446,3000-11-07,night,890,3400,Most,F
T412124,0.553191489361702,3000-11-08,night,890,3400,Most,F
T412124,0.111111111111111,3000-11-09,night,890,3400,Most,F
T412124,0.705882352941177,3000-11-11,night,890,3400,Most,F
T412124,0.0434782608695652,3000-11-12,night,890,3400,Most,F
T412124,0.235294117647059,3000-11-18,night,890,3400,Most,F
T412124,0.252100840336134,3000-11-19,night,890,3400,Most,F
T412124,0.157534246575342,3000-11-20,night,890,3400,Most,F
T412124,0.0315789473684211,3000-11-20,day,890,3400,Most,F
T413149,0.756410256410256,3000-06-01,night,1420,13900,Chabarovice,M
T413149,0.504273504273504,3000-06-01,day,1420,13900,Chabarovice,M
T413149,0.866004962779156,3000-06-02,night,1420,13900,Chabarovice,M
T413149,0.760330578512397,3000-06-02,day,1420,13900,Chabarovice,M
T413149,0.924870466321243,3000-06-03,night,1420,13900,Chabarovice,M
T413149,0.0449438202247191,3000-06-03,day,1420,13900,Chabarovice,M
T413149,0.906764168190128,3000-06-04,night,1420,13900,Chabarovice,M
T413149,0.687022900763359,3000-06-04,day,1420,13900,Chabarovice,M
T413149,0.878048780487805,3000-06-05,night,1420,13900,Chabarovice,M
T413149,0.268072289156627,3000-06-05,day,1420,13900,Chabarovice,M
T413149,0.846153846153846,3000-06-06,night,1420,13900,Chabarovice,M
T413149,0.52755905511811,3000-06-06,day,1420,13900,Chabarovice,M
T413149,0.348936170212766,3000-06-07,night,1420,13900,Chabarovice,M
T413149,0.204855842185129,3000-06-07,day,1420,13900,Chabarovice,M
T413149,0.180645161290323,3000-06-08,night,1420,13900,Chabarovice,M
T413149,0.362903225806452,3000-06-08,day,1420,13900,Chabarovice,M
T413149,0.0795454545454545,3000-06-09,night,1420,13900,Chabarovice,M
T413149,0.00997782705099778,3000-06-09,day,1420,13900,Chabarovice,M
T413149,0.550561797752809,3000-06-10,night,1420,13900,Chabarovice,M
T413149,0.00281425891181989,3000-06-10,day,1420,13900,Chabarovice,M
T413149,0.759002770083102,3000-06-11,night,1420,13900,Chabarovice,M
T413149,0.173410404624277,3000-06-11,day,1420,13900,Chabarovice,M
T413149,0.650943396226415,3000-06-12,night,1420,13900,Chabarovice,M
T413149,0.0807174887892377,3000-06-13,day,1420,13900,Chabarovice,M
T413149,0.870967741935484,3000-06-13,night,1420,13900,Chabarovice,M
T413149,0.798165137614679,3000-06-14,night,1420,13900,Chabarovice,M
T413149,0.0177514792899408,3000-06-14,day,1420,13900,Chabarovice,M
T413149,0.657142857142857,3000-06-15,night,1420,13900,Chabarovice,M
T413149,0.0712303422756707,3000-06-15,day,1420,13900,Chabarovice,M
T413149,0.602469135802469,3000-06-16,night,1420,13900,Chabarovice,M
T413149,0.0111358574610245,3000-06-16,day,1420,13900,Chabarovice,M
T413149,0.593639575971731,3000-06-17,night,1420,13900,Chabarovice,M
T413149,0.00544464609800363,3000-06-17,day,1420,13900,Chabarovice,M
T413149,0.457002457002457,3000-06-18,night,1420,13900,Chabarovice,M
T413149,0.128995433789954,3000-06-18,day,1420,13900,Chabarovice,M
T413149,0.477366255144033,3000-06-19,night,1420,13900,Chabarovice,M
T413149,0.0368421052631579,3000-06-19,day,1420,13900,Chabarovice,M
T413149,0.584507042253521,3000-06-20,night,1420,13900,Chabarovice,M
T413149,0.015552099533437,3000-06-20,day,1420,13900,Chabarovice,M
T413149,0.182539682539683,3000-06-21,night,1420,13900,Chabarovice,M
T413149,0.894736842105263,3000-06-22,night,1420,13900,Chabarovice,M
T413149,0.0467571644042232,3000-06-22,day,1420,13900,Chabarovice,M
T413149,0.901515151515152,3000-06-23,night,1420,13900,Chabarovice,M
T413149,0.0364145658263305,3000-06-23,day,1420,13900,Chabarovice,M
T413149,0.89344262295082,3000-06-24,night,1420,13900,Chabarovice,M
T413149,0.966480446927374,3000-06-25,night,1420,13900,Chabarovice,M
T413149,0.202898550724638,3000-06-25,day,1420,13900,Chabarovice,M
T413149,0.88385269121813,3000-06-26,night,1420,13900,Chabarovice,M
T413149,0.935153583617747,3000-06-27,night,1420,13900,Chabarovice,M
T413149,0.316129032258065,3000-06-27,day,1420,13900,Chabarovice,M
T413149,0.824295010845987,3000-06-28,night,1420,13900,Chabarovice,M
T413149,0.00674157303370787,3000-06-28,day,1420,13900,Chabarovice,M
T413149,0.97508896797153,3000-06-29,night,1420,13900,Chabarovice,M
T413149,0.160714285714286,3000-06-29,day,1420,13900,Chabarovice,M
T413149,0.6996699669967,3000-06-30,night,1420,13900,Chabarovice,M
T413149,0.98235294117647,3000-07-01,night,1420,13900,Chabarovice,M
T413149,0.736842105263158,3000-07-01,day,1420,13900,Chabarovice,M
T413149,1,3000-07-02,night,1420,13900,Chabarovice,M
T413149,0.927927927927928,3000-07-03,night,1420,13900,Chabarovice,M
T413149,0.972602739726027,3000-07-04,night,1420,13900,Chabarovice,M
T413149,0.872549019607843,3000-07-04,day,1420,13900,Chabarovice,M
T413149,0.957055214723926,3000-07-05,night,1420,13900,Chabarovice,M
T413149,0.893917963224894,3000-07-06,day,1420,13900,Chabarovice,M
T413149,0.732510288065844,3000-07-06,night,1420,13900,Chabarovice,M
T413149,0.6,3000-07-07,night,1420,13900,Chabarovice,M
T413149,0.368421052631579,3000-07-07,day,1420,13900,Chabarovice,M
T413149,0.9236276849642,3000-07-08,night,1420,13900,Chabarovice,M
T413149,0.617647058823529,3000-07-08,day,1420,13900,Chabarovice,M
T413149,0.92578125,3000-07-09,night,1420,13900,Chabarovice,M
T413149,0.871428571428572,3000-07-09,day,1420,13900,Chabarovice,M
T413149,0.973451327433628,3000-07-10,night,1420,13900,Chabarovice,M
T413149,0.462921348314607,3000-07-10,day,1420,13900,Chabarovice,M
T413149,0.990566037735849,3000-07-11,night,1420,13900,Chabarovice,M
T413149,0.990291262135922,3000-07-12,night,1420,13900,Chabarovice,M
T413149,0.630434782608696,3000-07-12,day,1420,13900,Chabarovice,M
T413149,0.673387096774194,3000-07-13,night,1420,13900,Chabarovice,M
T413149,0.0025062656641604,3000-07-13,day,1420,13900,Chabarovice,M
T413149,0.948186528497409,3000-07-14,night,1420,13900,Chabarovice,M
